DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2019-08-27 00:00:00;6;4;2;6;4;3;0;4
2019-08-27 00:15:00;4;4;5;3;2;7;0;1
2019-08-27 00:30:00;6;2;2;3;1;1;0;2
2019-08-27 00:45:00;4;6;6;5;3;2;0;5
2019-08-27 01:00:00;2;2;0;5;2;2;0;1
2019-08-27 01:15:00;6;2;1;1;3;1;0;0
2019-08-27 01:30:00;3;1;0;1;2;1;0;1
2019-08-27 01:45:00;2;0;0;1;1;0;0;0
2019-08-27 02:00:00;0;0;1;1;0;1;0;0
2019-08-27 02:15:00;2;1;0;3;4;0;0;0
2019-08-27 02:30:00;4;0;0;1;2;1;0;0
2019-08-27 02:45:00;2;2;1;1;2;1;0;0
2019-08-27 03:00:00;2;2;1;3;2;2;0;1
2019-08-27 03:15:00;2;1;2;3;6;1;0;2
2019-08-27 03:30:00;2;0;0;4;2;0;0;1
2019-08-27 03:45:00;3;1;0;0;0;0;0;0
2019-08-27 04:00:00;2;1;0;2;2;3;0;0
2019-08-27 04:15:00;5;6;4;4;1;1;0;1
2019-08-27 04:30:00;1;2;3;1;0;1;0;0
2019-08-27 04:45:00;5;8;9;5;2;6;0;3
2019-08-27 05:00:00;4;10;14;3;4;2;0;6
2019-08-27 05:15:00;17;20;37;4;5;12;0;7
2019-08-27 05:30:00;20;23;39;14;9;14;0;16
2019-08-27 05:45:00;46;28;52;28;19;18;0;10
2019-08-27 06:00:00;18;21;37;25;17;10;0;13
2019-08-27 06:15:00;27;29;58;19;34;13;0;13
2019-08-27 06:30:00;42;34;74;22;15;27;0;30
2019-08-27 06:45:00;39;39;84;15;18;19;0;28
2019-08-27 07:00:00;45;43;78;17;17;30;0;32
2019-08-27 07:15:00;55;48;84;19;47;37;0;38
2019-08-27 07:30:00;54;61;97;21;26;34;0;51
2019-08-27 07:45:00;53;49;78;26;29;33;0;51
2019-08-27 08:00:00;58;52;65;18;36;44;0;40
2019-08-27 08:15:00;53;40;57;19;43;35;0;29
2019-08-27 08:30:00;46;40;55;15;45;29;0;31
2019-08-27 08:45:00;47;42;50;20;24;31;0;36
2019-08-27 09:00:00;41;43;29;20;36;26;0;34
2019-08-27 09:15:00;47;30;25;24;31;26;0;25
2019-08-27 09:30:00;40;39;27;25;21;24;0;36
2019-08-27 09:45:00;50;35;23;16;31;26;0;33
2019-08-27 10:00:00;37;26;24;28;43;27;0;27
2019-08-27 10:15:00;49;33;30;26;44;26;0;29
2019-08-27 10:30:00;46;37;21;18;29;17;0;35
2019-08-27 10:45:00;40;30;23;24;42;33;0;50
2019-08-27 11:00:00;54;41;26;32;28;22;0;33
2019-08-27 11:15:00;48;32;18;37;31;23;0;30
2019-08-27 11:30:00;55;41;19;25;21;26;0;37
2019-08-27 11:45:00;35;21;19;30;45;25;0;44
2019-08-27 12:00:00;43;40;27;26;70;28;0;36
2019-08-27 12:15:00;56;48;19;29;19;24;0;36
2019-08-27 12:30:00;41;40;28;22;20;22;0;38
2019-08-27 12:45:00;41;31;24;22;30;25;0;40
2019-08-27 13:00:00;42;30;27;27;77;20;0;41
2019-08-27 13:15:00;44;43;20;31;26;32;0;42
2019-08-27 13:30:00;43;32;28;36;22;42;0;37
2019-08-27 13:45:00;49;56;37;31;34;26;0;35
2019-08-27 14:00:00;46;37;32;26;46;18;0;41
2019-08-27 14:15:00;44;40;21;56;36;18;0;41
2019-08-27 14:30:00;49;39;19;47;40;21;0;33
2019-08-27 14:45:00;49;35;18;39;36;19;0;35
2019-08-27 15:00:00;42;47;23;47;34;36;0;42
2019-08-27 15:15:00;43;56;29;57;51;27;0;35
2019-08-27 15:30:00;58;44;16;41;40;21;0;35
2019-08-27 15:45:00;60;42;22;52;47;29;0;44
2019-08-27 16:00:00;58;51;28;52;56;29;0;50
2019-08-27 16:15:00;58;44;32;64;48;30;0;48
2019-08-27 16:30:00;51;65;25;62;54;34;0;64
2019-08-27 16:45:00;76;53;24;60;40;28;0;55
2019-08-27 17:00:00;47;62;24;48;46;34;0;63
2019-08-27 17:15:00;55;54;23;62;28;34;0;46
2019-08-27 17:30:00;51;36;25;67;45;18;0;39
2019-08-27 17:45:00;56;40;26;62;36;36;0;38
2019-08-27 18:00:00;45;32;29;60;38;27;0;51
2019-08-27 18:15:00;48;37;24;44;32;24;0;38
2019-08-27 18:30:00;57;38;21;41;25;35;0;35
2019-08-27 18:45:00;42;26;18;50;38;32;0;29
2019-08-27 19:00:00;45;40;22;47;54;21;0;35
2019-08-27 19:15:00;34;31;23;29;38;19;0;31
2019-08-27 19:30:00;26;21;21;23;13;25;0;24
2019-08-27 19:45:00;27;21;27;18;18;19;0;15
2019-08-27 20:00:00;40;24;24;26;18;18;0;26
2019-08-27 20:15:00;45;31;21;21;21;24;0;19
2019-08-27 20:30:00;25;21;16;13;12;16;0;27
2019-08-27 20:45:00;29;20;19;18;12;14;0;13
2019-08-27 21:00:00;40;17;24;14;11;24;0;21
2019-08-27 21:15:00;19;10;20;17;16;18;0;12
2019-08-27 21:30:00;30;13;18;11;20;13;0;13
2019-08-27 21:45:00;19;22;17;32;31;17;0;6
2019-08-27 22:00:00;29;14;17;36;32;12;0;16
2019-08-27 22:15:00;15;14;15;8;26;13;0;8
2019-08-27 22:30:00;16;12;11;16;16;6;0;10
2019-08-27 22:45:00;11;6;5;7;22;8;0;4
2019-08-27 23:00:00;18;7;4;7;6;19;0;8
2019-08-27 23:15:00;6;4;5;5;6;3;0;6
2019-08-27 23:30:00;2;7;3;3;2;8;0;4
2019-08-27 23:45:00;9;10;2;6;5;5;0;4
