DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-04-16 00:00:00;0;2;0;0;0;0;0;0;0;1;0
2020-04-16 00:15:00;1;3;1;0;1;4;4;1;0;1;1
2020-04-16 00:30:00;0;1;3;0;0;0;2;0;0;0;1
2020-04-16 00:45:00;0;4;2;0;0;0;0;0;0;3;2
2020-04-16 01:00:00;0;2;1;0;0;0;0;0;0;1;1
2020-04-16 01:15:00;0;0;1;1;1;1;2;0;0;1;0
2020-04-16 01:30:00;0;0;0;0;0;0;0;0;0;1;0
2020-04-16 01:45:00;0;1;1;0;0;0;1;0;0;0;2
2020-04-16 02:00:00;0;0;0;0;0;0;0;0;0;1;0
2020-04-16 02:15:00;2;2;1;0;0;0;0;0;0;1;0
2020-04-16 02:30:00;0;0;0;0;0;0;0;0;1;2;1
2020-04-16 02:45:00;0;0;0;0;0;0;0;0;0;2;0
2020-04-16 03:00:00;0;1;0;0;0;0;0;2;1;1;0
2020-04-16 03:15:00;1;1;0;0;0;0;0;0;0;1;0
2020-04-16 03:30:00;0;0;0;0;0;0;0;0;1;6;0
2020-04-16 03:45:00;0;1;0;0;0;0;0;0;1;3;4
2020-04-16 04:00:00;0;0;0;0;0;1;1;0;1;1;0
2020-04-16 04:15:00;0;1;1;0;0;0;1;0;0;1;1
2020-04-16 04:30:00;0;0;2;0;0;0;1;1;0;0;0
2020-04-16 04:45:00;0;1;5;2;2;0;0;0;0;1;0
2020-04-16 05:00:00;5;3;3;1;2;0;0;0;0;1;2
2020-04-16 05:15:00;1;10;9;0;1;0;3;1;1;9;7
2020-04-16 05:30:00;3;17;11;3;4;1;7;1;4;14;7
2020-04-16 05:45:00;1;15;11;3;4;6;6;2;3;13;8
2020-04-16 06:00:00;0;8;7;0;0;0;3;2;2;3;1
2020-04-16 06:15:00;
2020-04-16 06:30:00;
2020-04-16 06:45:00;
2020-04-16 07:00:00;4;24;13;2;4;4;12;5;11;20;18
2020-04-16 07:15:00;3;26;25;8;7;5;17;10;10;19;18
2020-04-16 07:30:00;1;28;33;12;14;4;16;7;21;20;15
2020-04-16 07:45:00;4;26;26;7;8;6;18;4;18;24;16
2020-04-16 08:00:00;3;11;19;11;9;2;9;6;15;10;15
2020-04-16 08:15:00;3;18;17;9;13;13;13;4;14;18;16
2020-04-16 08:30:00;2;17;29;10;11;12;17;6;12;11;12
2020-04-16 08:45:00;2;19;24;11;12;14;13;13;16;16;15
2020-04-16 09:00:00;2;19;29;7;10;10;15;5;10;12;9
2020-04-16 09:15:00;3;17;28;4;7;8;15;11;20;16;11
2020-04-16 09:30:00;3;21;24;6;7;8;17;3;18;14;13
2020-04-16 09:45:00;4;16;36;10;13;12;23;9;14;12;19
2020-04-16 10:00:00;6;18;14;2;5;10;18;8;11;15;18
2020-04-16 10:15:00;6;18;34;7;9;15;21;7;15;10;16
2020-04-16 10:30:00;3;24;48;3;5;11;18;11;13;16;15
2020-04-16 10:45:00;8;20;38;7;11;15;22;15;15;15;16
