DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2019-08-16 00:00:00;9;11;0;10;10;0;9;8;11;7
2019-08-16 00:15:00;12;9;0;7;5;2;5;6;7;10
2019-08-16 00:30:00;6;6;1;10;10;3;9;5;5;3
2019-08-16 00:45:00;4;8;2;7;9;4;10;5;8;3
2019-08-16 01:00:00;14;7;0;7;6;0;5;5;7;12
2019-08-16 01:15:00;7;5;1;7;8;2;7;4;6;6
2019-08-16 01:30:00;3;3;1;3;6;0;7;4;2;2
2019-08-16 01:45:00;6;5;0;8;5;1;5;6;3;5
2019-08-16 02:00:00;3;3;0;5;2;2;3;5;2;1
2019-08-16 02:15:00;6;1;0;6;6;2;7;3;1;5
2019-08-16 02:30:00;3;4;0;3;3;1;2;3;4;1
2019-08-16 02:45:00;4;2;3;5;3;1;3;3;2;3
2019-08-16 03:00:00;3;2;0;2;1;1;2;2;4;3
2019-08-16 03:15:00;4;5;0;3;4;1;3;2;5;5
2019-08-16 03:30:00;2;1;0;1;2;0;2;2;1;1
2019-08-16 03:45:00;4;3;0;5;3;2;3;3;3;4
2019-08-16 04:00:00;5;2;0;2;1;1;1;3;3;5
2019-08-16 04:15:00;3;4;1;6;8;1;8;4;3;3
2019-08-16 04:30:00;4;1;0;4;1;1;1;3;2;3
2019-08-16 04:45:00;8;6;0;4;8;2;9;2;6;6
2019-08-16 05:00:00;14;9;0;6;6;3;7;6;8;12
2019-08-16 05:15:00;20;11;1;10;13;2;13;10;12;21
2019-08-16 05:30:00;17;13;1;31;38;5;37;32;12;14
2019-08-16 05:45:00;22;16;4;36;41;10;39;32;13;18
2019-08-16 06:00:00;15;13;2;31;20;7;23;29;9;11
2019-08-16 06:15:00;33;18;1;43;46;10;43;45;11;28
2019-08-16 06:30:00;33;25;4;56;58;14;57;49;16;32
2019-08-16 06:45:00;26;20;1;57;56;15;59;49;18;21
2019-08-16 07:00:00;42;25;3;61;45;20;45;45;20;37
2019-08-16 07:15:00;38;35;6;67;70;23;77;41;33;28
2019-08-16 07:30:00;34;42;7;81;61;17;56;60;30;26
2019-08-16 07:45:00;30;28;8;81;71;25;73;70;25;23
2019-08-16 08:00:00;40;21;5;67;59;21;63;50;20;36
2019-08-16 08:15:00;56;22;9;80;70;24;74;63;21;43
2019-08-16 08:30:00;59;34;7;85;66;22;68;62;32;42
2019-08-16 08:45:00;40;33;13;93;88;23;91;62;27;35
2019-08-16 09:00:00;67;50;14;62;75;31;83;45;48;57
2019-08-16 09:15:00;67;58;15;74;68;21;65;65;47;52
2019-08-16 09:30:00;31;51;9;65;76;24;125;54;50;31
2019-08-16 09:45:00;49;55;9;93;80;27;89;74;45;44
2019-08-16 10:00:00;75;57;14;86;86;28;85;69;58;61
2019-08-16 10:15:00;65;48;13;71;84;31;96;48;48;52
2019-08-16 10:30:00;87;59;21;90;105;25;107;72;53;75
2019-08-16 10:45:00;78;56;24;87;103;27;109;91;60;66
2019-08-16 11:00:00;93;62;15;81;74;31;86;71;61;83
2019-08-16 11:15:00;83;69;17;70;87;26;85;64;72;71
2019-08-16 11:30:00;88;62;14;84;84;26;93;57;62;67
2019-08-16 11:45:00;74;58;22;84;101;31;101;76;62;66
2019-08-16 12:00:00;90;72;18;76;92;17;97;64;71;69
2019-08-16 12:15:00;81;84;20;63;92;23;99;46;78;76
2019-08-16 12:30:00;94;70;17;80;99;32;102;59;61;96
2019-08-16 12:45:00;73;67;16;78;80;18;83;59;69;70
2019-08-16 13:00:00;83;89;13;69;70;28;82;58;84;67
2019-08-16 13:15:00;88;65;16;100;102;33;106;71;72;76
2019-08-16 13:30:00;86;63;19;79;86;22;97;72;64;83
2019-08-16 13:45:00;80;59;18;78;94;27;99;63;65;69
2019-08-16 14:00:00;90;67;19;86;99;26;108;59;75;76
2019-08-16 14:15:00;87;91;19;86;103;24;111;72;79;82
2019-08-16 14:30:00;81;79;11;96;90;19;98;72;77;72
2019-08-16 14:45:00;67;56;15;85;114;17;88;62;60;60
2019-08-16 15:00:00;78;73;12;82;95;28;99;76;74;67
2019-08-16 15:15:00;80;67;12;72;83;26;93;61;64;74
2019-08-16 15:30:00;76;57;15;88;76;20;76;78;56;58
2019-08-16 15:45:00;71;61;12;85;88;20;84;64;67;64
2019-08-16 16:00:00;71;66;16;92;98;29;94;80;64;64
2019-08-16 16:15:00;69;59;13;84;78;22;80;64;61;58
2019-08-16 16:30:00;72;70;13;82;71;26;68;74;66;60
2019-08-16 16:45:00;76;56;14;95;93;25;85;77;63;65
2019-08-16 17:00:00;83;58;14;86;98;23;101;85;62;72
2019-08-16 17:15:00;86;62;13;72;88;77;80;96;64;70
2019-08-16 17:30:00;64;56;22;99;82;27;96;72;60;66
2019-08-16 17:45:00;75;45;10;85;90;18;96;70;47;76
2019-08-16 18:00:00;64;60;18;83;80;28;81;72;62;60
2019-08-16 18:15:00;81;64;10;82;91;13;88;74;64;81
2019-08-16 18:30:00;59;44;14;67;69;20;78;51;45;53
2019-08-16 18:45:00;44;40;15;71;52;16;55;50;36;42
2019-08-16 19:00:00;58;44;18;67;62;18;69;56;49;51
2019-08-16 19:15:00;39;41;9;62;64;17;63;51;36;42
2019-08-16 19:30:00;45;33;13;57;51;15;60;46;38;40
2019-08-16 19:45:00;44;33;14;64;62;11;63;49;32;41
2019-08-16 20:00:00;57;39;6;57;54;6;52;49;39;39
2019-08-16 20:15:00;47;37;5;61;52;17;61;50;33;44
2019-08-16 20:30:00;35;31;0;48;42;12;44;39;32;32
2019-08-16 20:45:00;40;30;10;53;50;15;48;38;27;34
2019-08-16 21:00:00;44;24;4;35;39;9;34;33;21;38
2019-08-16 21:15:00;36;19;3;47;32;12;32;36;17;29
2019-08-16 21:30:00;30;16;3;29;31;8;32;29;16;25
2019-08-16 21:45:00;42;16;5;29;26;7;22;28;22;40
2019-08-16 22:00:00;34;19;7;30;25;7;27;24;20;30
2019-08-16 22:15:00;31;17;4;28;43;9;38;24;12;23
2019-08-16 22:30:00;33;13;5;24;25;8;26;18;14;27
2019-08-16 22:45:00;28;16;1;31;21;10;18;19;18;26
2019-08-16 23:00:00;23;22;2;33;29;5;29;25;22;24
2019-08-16 23:15:00;20;11;1;28;24;9;25;19;10;17
2019-08-16 23:30:00;32;16;1;20;13;1;13;17;16;24
2019-08-16 23:45:00;20;10;1;20;18;3;19;17;11;15
