DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2020-12-06 00:00:00;3;4;0;0;1;5;0;0
2020-12-06 00:15:00;2;4;0;0;4;1;0;0
2020-12-06 00:30:00;2;3;0;0;0;8;0;0
2020-12-06 00:45:00;2;5;0;0;1;1;0;0
2020-12-06 01:00:00;1;5;0;0;1;2;0;0
2020-12-06 01:15:00;0;3;0;0;1;2;0;0
2020-12-06 01:30:00;1;1;0;0;1;4;0;0
2020-12-06 01:45:00;1;5;0;0;2;1;0;0
2020-12-06 02:00:00;1;2;0;0;1;4;0;0
2020-12-06 02:15:00;1;3;0;0;0;3;0;0
2020-12-06 02:30:00;2;1;0;0;1;2;0;0
2020-12-06 02:45:00;1;2;0;0;1;2;0;0
2020-12-06 03:00:00;0;1;0;0;0;0;0;0
2020-12-06 03:15:00;0;2;0;0;1;3;0;0
2020-12-06 03:30:00;0;0;0;0;0;0;0;0
2020-12-06 03:45:00;0;2;0;0;1;2;0;0
2020-12-06 04:00:00;0;0;0;0;0;0;0;0
2020-12-06 04:15:00;0;3;0;0;1;1;0;0
2020-12-06 04:30:00;0;1;0;0;1;2;0;0
2020-12-06 04:45:00;0;1;0;0;0;0;0;0
2020-12-06 05:00:00;0;5;0;0;2;1;0;0
2020-12-06 05:15:00;1;2;0;0;5;1;0;0
2020-12-06 05:30:00;1;4;0;0;0;2;0;0
2020-12-06 05:45:00;0;2;0;0;1;2;0;0
2020-12-06 06:00:00;1;2;0;0;5;0;0;0
2020-12-06 06:15:00;0;3;0;0;2;2;0;0
2020-12-06 06:30:00;0;5;0;0;4;2;0;0
2020-12-06 06:45:00;2;4;0;0;3;3;0;0
2020-12-06 07:00:00;1;2;0;0;2;1;0;0
2020-12-06 07:15:00;0;1;0;0;0;5;0;0
2020-12-06 07:30:00;2;1;0;0;3;5;0;0
2020-12-06 07:45:00;1;1;1;0;5;8;0;0
2020-12-06 08:00:00;0;3;0;0;6;2;0;0
2020-12-06 08:15:00;2;4;1;0;2;0;0;0
2020-12-06 08:30:00;1;3;0;0;4;4;0;0
2020-12-06 08:45:00;4;6;0;0;6;6;0;0
2020-12-06 09:00:00;4;6;0;0;3;3;0;0
2020-12-06 09:15:00;11;11;0;0;4;10;0;0
2020-12-06 09:30:00;13;6;0;0;7;6;0;0
2020-12-06 09:45:00;23;15;1;0;3;4;0;0
2020-12-06 10:00:00;6;11;1;0;4;7;0;0
2020-12-06 10:15:00;9;10;0;0;12;7;0;0
2020-12-06 10:30:00;5;11;1;0;15;12;0;2
2020-12-06 10:45:00;17;9;1;0;22;9;0;0
2020-12-06 11:00:00;12;14;0;0;19;9;0;0
2020-12-06 11:15:00;11;14;0;0;13;11;0;0
2020-12-06 11:30:00;11;13;0;0;9;9;0;0
2020-12-06 11:45:00;21;14;0;0;16;13;0;0
2020-12-06 12:00:00;11;14;1;0;17;10;0;0
2020-12-06 12:15:00;12;13;0;0;19;11;0;0
2020-12-06 12:30:00;14;14;1;0;17;9;0;0
2020-12-06 12:45:00;12;14;0;0;20;11;0;0
2020-12-06 13:00:00;13;24;0;0;18;5;2;0
2020-12-06 13:15:00;14;19;1;0;13;12;0;0
2020-12-06 13:30:00;14;19;0;0;15;16;0;0
2020-12-06 13:45:00;11;27;0;0;23;12;0;0
2020-12-06 14:00:00;13;20;0;0;18;7;0;0
2020-12-06 14:15:00;13;20;0;0;14;11;0;0
2020-12-06 14:30:00;16;13;0;0;18;14;0;0
2020-12-06 14:45:00;17;24;0;0;16;12;0;0
2020-12-06 15:00:00;18;10;0;0;19;10;0;0
2020-12-06 15:15:00;14;28;1;0;17;14;0;0
2020-12-06 15:30:00;19;14;1;0;24;19;0;0
2020-12-06 15:45:00;15;23;2;0;20;12;0;0
2020-12-06 16:00:00;15;18;0;0;15;15;0;0
2020-12-06 16:15:00;15;16;1;0;19;11;0;0
2020-12-06 16:30:00;14;25;1;0;19;21;0;0
2020-12-06 16:45:00;12;14;1;0;26;13;0;0
2020-12-06 17:00:00;19;20;2;0;25;16;0;0
2020-12-06 17:15:00;10;14;0;0;12;8;0;0
2020-12-06 17:30:00;7;21;0;0;17;10;0;0
2020-12-06 17:45:00;18;16;0;0;17;11;0;0
2020-12-06 18:00:00;8;14;2;0;16;16;0;0
2020-12-06 18:15:00;8;26;0;0;11;9;0;0
2020-12-06 18:30:00;15;26;0;0;18;15;0;0
2020-12-06 18:45:00;8;17;2;0;12;12;0;0
2020-12-06 19:00:00;5;19;0;0;11;10;0;0
2020-12-06 19:15:00;10;22;1;0;20;7;0;0
2020-12-06 19:30:00;10;14;0;0;13;13;0;0
2020-12-06 19:45:00;9;11;0;0;9;13;0;0
2020-12-06 20:00:00;15;17;3;0;20;13;0;0
2020-12-06 20:15:00;14;12;1;0;7;7;0;0
2020-12-06 20:30:00;10;9;0;0;9;11;0;0
2020-12-06 20:45:00;8;7;0;0;11;4;0;0
2020-12-06 21:00:00;6;13;0;0;4;8;0;0
2020-12-06 21:15:00;3;15;0;0;12;6;0;0
2020-12-06 21:30:00;3;12;2;0;8;7;0;0
2020-12-06 21:45:00;4;7;0;0;7;4;0;0
2020-12-06 22:00:00;4;5;0;0;3;3;0;0
2020-12-06 22:15:00;3;2;0;0;4;6;0;0
2020-12-06 22:30:00;4;9;0;0;5;3;0;0
2020-12-06 22:45:00;1;8;1;0;3;3;0;0
2020-12-06 23:00:00;0;1;0;0;4;2;0;0
2020-12-06 23:15:00;1;3;0;0;0;3;0;0
2020-12-06 23:30:00;1;3;0;0;6;4;0;0
2020-12-06 23:45:00;0;4;0;0;2;4;0;0
