DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-03-29 00:00:00;5;4;0;0;0;2;1;1;0;0;0;0;0;0
2020-03-29 00:15:00;5;3;0;0;2;3;3;2;1;0;0;0;0;0
2020-03-29 00:30:00;0;3;0;0;1;2;7;2;1;1;0;0;0;0
2020-03-29 00:45:00;3;0;0;0;0;2;5;0;1;0;0;0;0;0
2020-03-29 01:00:00;2;2;0;2;0;1;1;0;0;0;0;0;0;0
2020-03-29 01:15:00;2;4;0;2;0;7;4;1;0;0;0;0;0;0
2020-03-29 01:30:00;3;2;0;0;0;2;3;2;0;0;0;0;0;0
2020-03-29 01:45:00;0;0;1;0;0;3;3;1;0;0;0;0;0;0
2020-03-29 03:00:00;3;3;0;1;1;3;2;0;0;0;0;0;0;0
2020-03-29 03:15:00;2;1;0;2;1;1;1;0;0;1;0;0;0;0
2020-03-29 03:30:00;1;3;0;0;0;0;0;0;0;1;0;0;0;0
2020-03-29 03:45:00;0;0;0;0;0;1;0;0;1;0;0;0;0;0
2020-03-29 04:00:00;0;0;0;0;0;0;1;3;0;0;0;0;0;0
2020-03-29 04:15:00;2;1;0;1;0;3;4;2;1;0;0;0;0;0
2020-03-29 04:30:00;2;3;0;2;0;0;0;0;0;0;0;0;0;0
2020-03-29 04:45:00;2;0;0;1;1;4;4;1;0;1;0;0;0;0
2020-03-29 05:00:00;2;1;0;1;0;7;5;1;0;0;0;0;0;0
2020-03-29 05:15:00;4;3;0;1;2;4;3;2;2;1;0;0;0;0
2020-03-29 05:30:00;5;7;1;2;2;3;4;2;1;0;0;0;0;0
2020-03-29 05:45:00;9;4;0;0;2;7;8;0;1;0;0;0;0;0
2020-03-29 06:00:00;4;3;1;2;2;2;6;1;0;1;0;0;0;0
2020-03-29 06:15:00;6;9;2;0;1;7;3;5;4;0;0;0;0;0
2020-03-29 06:30:00;5;6;1;4;4;6;3;0;0;3;0;0;0;0
2020-03-29 06:45:00;3;4;1;0;0;5;6;6;1;1;0;0;0;0
2020-03-29 07:00:00;3;4;2;5;1;9;6;1;1;0;0;0;0;0
2020-03-29 07:15:00;3;1;0;2;2;6;2;5;2;0;0;0;0;0
2020-03-29 07:30:00;2;4;1;4;2;13;11;1;1;0;0;0;0;0
2020-03-29 07:45:00;5;7;2;2;3;6;5;4;1;1;0;0;0;0
2020-03-29 08:00:00;2;4;3;2;3;5;3;0;1;1;0;0;0;0
2020-03-29 08:15:00;7;4;1;1;3;16;8;5;2;1;0;0;0;0
2020-03-29 08:30:00;3;2;1;2;2;9;8;3;2;2;0;0;0;0
