DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2019-08-28 00:00:00;8;7;0;1;0;0;1;6;5;2;1;5;12;6;0;2;0
2019-08-28 00:15:00;7;9;0;0;0;1;0;6;8;3;1;9;9;4;10;1;0
2019-08-28 00:30:00;11;15;0;0;0;0;0;11;4;2;1;8;12;1;0;0;0
2019-08-28 00:45:00;10;9;0;1;0;0;1;8;5;2;0;2;5;4;2;1;0
2019-08-28 01:00:00;4;6;0;1;0;0;0;5;6;3;1;14;4;0;1;2;0
2019-08-28 01:15:00;6;5;0;0;1;0;1;10;5;1;0;4;11;3;6;0;0
2019-08-28 01:30:00;11;6;0;0;0;0;0;8;5;1;1;4;5;1;15;1;0
2019-08-28 01:45:00;6;4;0;1;0;0;0;5;1;4;1;2;4;2;3;0;0
2019-08-28 02:00:00;7;9;0;0;0;0;0;2;0;1;0;1;3;2;0;1;0
2019-08-28 02:15:00;7;4;0;0;0;0;0;2;3;1;0;5;6;3;0;0;0
2019-08-28 02:30:00;5;5;0;1;0;0;0;2;4;1;3;2;3;2;0;0;0
2019-08-28 02:45:00;6;6;0;1;0;0;0;3;3;2;2;4;4;1;1;1;0
2019-08-28 03:00:00;5;3;0;0;0;0;0;5;3;3;0;4;9;1;0;2;0
2019-08-28 03:15:00;8;4;0;2;0;0;0;2;2;2;1;2;4;0;0;2;0
2019-08-28 03:30:00;4;4;0;1;0;2;0;2;2;1;1;3;2;1;0;1;0
2019-08-28 03:45:00;6;5;0;0;0;0;0;5;2;3;0;6;6;1;0;0;0
2019-08-28 04:00:00;6;10;0;0;0;1;1;2;4;3;3;4;2;2;0;0;0
2019-08-28 04:15:00;5;8;0;1;0;0;3;1;2;3;1;5;5;1;0;1;0
2019-08-28 04:30:00;18;13;0;0;0;0;1;8;5;7;3;6;4;0;5;1;0
2019-08-28 04:45:00;22;23;0;0;0;0;0;11;8;7;6;13;8;3;1;1;0
2019-08-28 05:00:00;27;27;0;0;0;0;0;12;16;8;2;6;9;2;7;0;0
2019-08-28 05:15:00;35;51;0;1;0;0;0;13;21;12;9;22;13;4;4;0;0
2019-08-28 05:30:00;52;64;0;1;0;1;0;24;35;14;7;22;29;13;8;1;0
2019-08-28 05:45:00;56;53;0;2;0;1;0;32;55;19;15;54;23;14;12;2;0
2019-08-28 06:00:00;58;55;0;2;0;1;0;36;51;16;14;40;34;11;4;5;0
2019-08-28 06:15:00;102;58;0;4;1;1;0;37;39;22;21;53;45;16;12;6;0
2019-08-28 06:30:00;101;94;0;5;1;0;0;39;31;21;25;51;37;27;21;8;0
2019-08-28 06:45:00;105;76;0;7;1;2;0;52;45;24;26;70;59;46;20;11;0
2019-08-28 07:00:00;106;81;0;13;0;4;0;40;47;22;29;64;58;54;30;21;0
2019-08-28 07:15:00;97;81;0;13;1;0;3;42;51;23;28;56;53;43;8;20;0
2019-08-28 07:30:00;89;83;0;15;2;1;5;61;72;26;27;76;53;52;13;16;0
2019-08-28 07:45:00;124;94;0;15;0;4;8;77;65;31;35;72;57;58;18;25;0
2019-08-28 08:00:00;116;81;0;10;1;5;5;54;44;32;25;61;52;42;9;26;0
2019-08-28 08:15:00;95;85;0;11;1;1;2;55;57;37;31;63;51;50;34;10;0
2019-08-28 08:30:00;114;73;0;17;0;7;5;50;51;43;30;47;49;47;15;25;0
2019-08-28 08:45:00;103;83;0;17;0;3;3;75;65;36;39;81;52;50;9;27;0
2019-08-28 09:00:00;88;68;0;3;3;2;1;52;61;28;26;49;50;41;11;9;0
2019-08-28 09:15:00;86;80;0;9;2;3;4;55;69;29;32;76;46;48;16;15;0
2019-08-28 09:30:00;85;84;0;6;0;4;5;48;53;34;32;57;55;47;16;13;0
2019-08-28 09:45:00;87;69;0;7;0;6;3;63;77;34;26;76;44;49;30;13;0
2019-08-28 10:00:00;81;64;0;9;2;0;4;65;66;35;33;70;50;43;16;14;0
2019-08-28 10:15:00;87;60;0;1;0;3;3;41;71;36;27;66;51;48;9;12;0
2019-08-28 10:30:00;77;77;0;9;0;2;4;61;63;37;31;64;47;41;23;10;0
2019-08-28 10:45:00;87;87;0;14;2;3;5;67;80;38;35;69;49;42;23;20;0
2019-08-28 11:00:00;84;64;0;8;1;7;5;69;76;39;31;67;54;42;10;17;0
2019-08-28 11:15:00;90;76;0;5;4;5;7;74;75;40;48;56;47;51;29;13;0
2019-08-28 11:30:00;90;85;0;8;0;5;6;72;70;33;35;76;52;41;73;18;0
2019-08-28 11:45:00;79;78;0;6;2;5;6;95;87;42;35;78;58;56;74;13;0
2019-08-28 12:00:00;93;81;0;7;3;7;10;111;75;40;35;65;59;47;22;7;0
2019-08-28 12:15:00;81;67;0;5;2;6;3;66;80;36;36;54;52;54;21;16;0
2019-08-28 12:30:00;84;81;0;10;2;5;6;75;91;33;29;71;45;46;21;19;0
2019-08-28 12:45:00;82;72;0;11;2;13;7;73;82;37;33;77;47;50;15;19;0
2019-08-28 13:00:00;109;65;0;11;1;8;6;57;63;41;38;53;44;48;20;11;0
2019-08-28 13:15:00;94;66;0;5;1;8;7;62;64;41;43;69;42;56;13;21;0
2019-08-28 13:30:00;86;84;0;14;0;9;6;69;80;33;31;67;60;46;23;19;0
2019-08-28 13:45:00;92;86;0;6;1;12;5;128;88;36;33;61;50;48;17;10;0
2019-08-28 14:00:00;85;69;0;5;3;5;5;82;83;38;36;70;62;47;20;11;0
2019-08-28 14:15:00;89;88;0;8;3;2;5;93;114;54;49;62;52;38;10;16;0
2019-08-28 14:30:00;90;85;0;7;0;7;8;86;98;44;34;69;53;55;41;13;0
2019-08-28 14:45:00;80;77;0;13;4;12;7;171;108;50;36;69;62;52;38;18;0
2019-08-28 15:00:00;107;69;0;10;0;7;5;135;87;44;32;81;43;49;16;19;0
2019-08-28 15:15:00;77;74;0;10;2;8;8;112;112;39;34;63;59;56;53;20;0
2019-08-28 15:30:00;91;86;0;16;3;11;3;74;94;40;36;65;67;61;28;25;0
2019-08-28 15:45:00;75;81;0;14;5;7;8;115;99;57;35;58;64;56;14;19;0
2019-08-28 16:00:00;113;73;0;8;2;11;3;160;123;50;46;83;71;68;13;16;0
2019-08-28 16:15:00;83;68;0;12;3;9;10;104;121;52;60;80;81;79;24;17;0
2019-08-28 16:30:00;111;90;0;11;5;10;13;95;101;49;39;86;75;74;22;24;0
2019-08-28 16:45:00;94;75;0;15;1;13;8;95;119;58;52;78;72;71;33;25;0
2019-08-28 17:00:00;83;86;0;7;4;21;10;109;115;48;39;78;69;78;33;21;0
2019-08-28 17:15:00;95;74;0;13;4;12;9;108;108;48;36;76;74;73;20;21;0
