DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-01-17 00:00:00;2;3;0;5;3;42;3;2;2;0;0
2020-01-17 00:15:00;3;3;0;12;14;66;8;7;4;1;1
2020-01-17 00:30:00;1;3;0;8;2;39;6;7;11;3;1
2020-01-17 00:45:00;0;1;1;12;10;121;2;6;6;1;1
2020-01-17 01:00:00;1;1;0;7;6;106;0;7;3;0;1
2020-01-17 01:15:00;2;4;0;3;4;5;0;5;4;0;0
2020-01-17 01:30:00;1;2;0;8;3;3;0;2;3;1;0
2020-01-17 01:45:00;0;0;0;3;1;3;1;4;3;0;1
2020-01-17 02:00:00;0;0;0;2;4;28;1;4;3;0;0
2020-01-17 02:15:00;0;1;0;6;4;18;2;4;4;0;0
2020-01-17 02:30:00;0;1;0;4;3;1;1;2;2;0;0
2020-01-17 02:45:00;1;1;0;2;3;33;2;1;1;0;0
2020-01-17 03:00:00;0;1;0;4;3;12;3;2;1;0;0
2020-01-17 03:15:00;0;0;0;3;3;40;1;1;2;2;1
2020-01-17 03:30:00;0;2;0;1;0;43;1;5;1;0;0
2020-01-17 03:45:00;1;1;0;2;1;16;1;4;4;1;1
2020-01-17 04:00:00;0;1;0;6;0;26;0;2;5;4;4
2020-01-17 04:15:00;0;1;0;11;6;54;1;1;1;1;1
2020-01-17 04:30:00;0;3;0;10;6;49;0;7;5;0;0
2020-01-17 04:45:00;0;5;0;8;4;100;2;14;10;5;2
2020-01-17 05:00:00;2;7;0;12;12;68;8;18;18;5;3
2020-01-17 05:15:00;3;10;1;18;21;152;3;47;36;13;9
2020-01-17 05:30:00;5;22;3;21;17;51;7;70;57;19;13
2020-01-17 05:45:00;3;21;1;37;31;37;7;74;91;39;36
2020-01-17 06:00:00;4;15;2;46;26;55;11;46;55;9;7
2020-01-17 06:15:00;3;32;5;52;38;63;22;70;67;16;10
2020-01-17 06:30:00;5;49;3;42;32;28;7;111;111;15;14
2020-01-17 06:45:00;16;37;5;50;38;37;21;116;123;36;28
2020-01-17 07:00:00;7;35;6;58;31;57;29;116;158;25;18
2020-01-17 07:15:00;12;49;16;69;46;12;24;122;188;25;18
2020-01-17 07:30:00;12;93;6;83;61;53;55;172;213;17;15
2020-01-17 07:45:00;21;62;7;112;70;182;44;132;163;18;19
2020-01-17 08:00:00;19;47;4;97;65;58;28;98;134;23;15
2020-01-17 08:15:00;14;44;8;99;54;22;24;107;107;18;17
2020-01-17 08:30:00;11;80;3;74;64;71;40;90;99;20;11
2020-01-17 08:45:00;16;34;3;91;53;19;30;93;93;19;17
2020-01-17 09:00:00;14;26;4;84;51;23;25;78;74;8;6
2020-01-17 09:15:00;6;35;4;87;53;40;31;68;80;12;7
2020-01-17 09:30:00;9;26;4;70;48;62;30;71;80;5;2
2020-01-17 09:45:00;15;32;8;87;53;17;25;65;65;5;5
2020-01-17 10:00:00;11;32;6;105;62;9;31;69;65;18;13
2020-01-17 10:15:00;11;13;3;88;46;90;22;54;71;13;6
2020-01-17 10:30:00;12;29;2;84;62;69;28;61;59;7;5
2020-01-17 10:45:00;9;33;3;88;73;22;34;75;66;8;7
2020-01-17 11:00:00;17;36;4;103;67;77;40;70;81;8;9
2020-01-17 11:15:00;21;25;5;116;87;15;31;67;69;7;5
2020-01-17 11:30:00;15;44;5;98;85;8;31;60;53;8;6
2020-01-17 11:45:00;19;30;5;131;91;16;48;94;76;11;10
2020-01-17 12:00:00;19;39;3;126;86;12;47;77;56;7;6
2020-01-17 12:15:00;19;31;6;143;124;14;57;77;72;9;8
2020-01-17 12:30:00;9;23;4;149;122;26;53;92;82;13;12
2020-01-17 12:45:00;17;29;6;142;118;16;40;84;92;8;5
2020-01-17 13:00:00;28;33;3;194;179;16;42;75;81;17;13
2020-01-17 13:15:00;16;35;3;182;161;14;38;68;76;8;3
2020-01-17 13:30:00;14;44;4;170;137;24;51;88;92;15;11
2020-01-17 13:45:00;18;32;6;148;106;21;48;96;92;17;14
2020-01-17 14:00:00;13;32;6;164;127;21;46;82;62;8;8
2020-01-17 14:15:00;15;35;2;188;162;24;41;88;80;16;13
2020-01-17 14:30:00;13;26;6;211;169;33;48;79;84;14;9
2020-01-17 14:45:00;16;28;4;177;142;28;53;66;68;12;14
2020-01-17 15:00:00;13;36;7;211;138;28;50;79;63;16;15
2020-01-17 15:15:00;15;36;5;200;147;20;43;81;98;39;38
2020-01-17 15:30:00;17;21;3;205;131;19;85;93;96;36;38
2020-01-17 15:45:00;16;37;6;181;132;12;91;101;96;37;37
2020-01-17 16:00:00;32;39;4;205;146;15;99;99;88;39;42
2020-01-17 16:15:00;13;42;3;172;132;10;84;90;87;48;43
2020-01-17 16:30:00;15;24;2;176;117;6;64;93;75;20;20
2020-01-17 16:45:00;11;21;6;143;126;35;59;87;74;16;15
2020-01-17 17:00:00;17;33;3;152;115;5;47;77;67;24;23
2020-01-17 17:15:00;14;33;7;133;112;11;34;68;78;16;9
2020-01-17 17:30:00;11;37;7;134;108;22;48;76;92;15;15
2020-01-17 17:45:00;12;22;1;110;77;24;44;75;81;21;19
2020-01-17 18:00:00;15;15;9;108;76;46;43;57;64;15;10
2020-01-17 18:15:00;19;35;4;105;78;46;33;77;72;19;9
