DATUM;1(DA1);2(DAL1);3(DAL2);4(DBL1);5(DBL2);6(DBR1);7(DBL3);8(DBL4);9(DCR1);10(DC1);11(TAFGC)
2020-08-22 00:00:00;6;0;0;0;0;0;0;0;0;0;4
2020-08-22 00:15:00;6;1;0;0;0;0;0;0;0;0;7
2020-08-22 00:30:00;1;0;0;0;0;0;0;0;0;0;3
2020-08-22 00:45:00;4;1;0;0;0;0;0;0;0;0;4
2020-08-22 01:00:00;3;0;0;0;0;0;0;0;0;0;2
2020-08-22 01:15:00;2;1;0;0;0;0;0;0;0;0;1
2020-08-22 01:30:00;3;1;0;0;0;0;0;0;4;0;1
2020-08-22 01:45:00;4;0;0;0;1;0;1;0;1;0;6
2020-08-22 02:00:00;3;0;0;0;0;0;0;0;1;1;2
2020-08-22 02:15:00;1;0;0;0;0;0;0;0;0;0;1
2020-08-22 02:30:00;0;0;0;0;0;0;0;0;0;0;1
2020-08-22 02:45:00;1;0;0;0;0;1;0;1;0;1;3
2020-08-22 03:00:00;0;0;0;0;0;0;0;0;0;0;0
2020-08-22 03:15:00;4;1;0;0;0;0;0;0;0;0;0
2020-08-22 03:30:00;1;0;0;0;0;0;0;0;0;0;3
2020-08-22 03:45:00;0;1;0;0;0;0;0;0;0;0;0
2020-08-22 04:00:00;4;1;0;0;0;0;0;0;0;0;1
2020-08-22 04:15:00;0;0;0;0;0;0;0;0;0;0;1
2020-08-22 04:30:00;1;0;0;0;0;0;0;0;0;0;1
2020-08-22 04:45:00;2;0;0;0;0;0;0;0;0;0;4
2020-08-22 05:00:00;1;1;0;0;0;0;0;0;0;0;0
2020-08-22 05:15:00;4;1;1;1;0;0;0;0;0;0;3
2020-08-22 05:30:00;8;0;0;0;0;0;0;0;0;2;8
2020-08-22 05:45:00;6;1;0;0;7;0;7;0;2;1;16
2020-08-22 06:00:00;9;0;0;0;2;0;2;0;2;1;4
2020-08-22 06:15:00;11;1;0;0;1;0;1;0;0;0;0
2020-08-22 06:30:00;10;0;0;0;0;0;0;0;1;3;11
2020-08-22 06:45:00;6;0;0;0;3;0;3;0;1;0;5
2020-08-22 07:00:00;7;1;1;1;1;1;1;0;0;3;7
2020-08-22 07:15:00;18;1;0;0;1;1;1;1;0;0;6
2020-08-22 07:30:00;11;1;3;3;0;0;0;0;0;1;5
2020-08-22 07:45:00;14;2;1;1;2;0;2;0;1;1;9
2020-08-22 08:00:00;17;0;2;2;2;0;3;0;2;1;5
2020-08-22 08:15:00;7;2;0;0;1;0;1;0;0;1;4
2020-08-22 08:30:00;19;1;2;2;0;0;0;0;1;4;15
2020-08-22 08:45:00;19;1;1;1;5;0;5;0;4;0;5
2020-08-22 09:00:00;28;2;2;2;1;0;2;0;2;2;6
2020-08-22 09:15:00;27;0;0;0;2;0;2;0;4;1;9
2020-08-22 09:30:00;30;3;0;0;3;0;3;0;0;2;8
2020-08-22 09:45:00;41;5;1;1;3;0;3;0;0;2;19
2020-08-22 10:00:00;31;8;0;0;1;1;1;1;1;2;8
2020-08-22 10:15:00;41;3;1;1;1;0;2;0;1;0;12
2020-08-22 10:30:00;42;0;0;0;0;0;0;0;1;3;18
2020-08-22 10:45:00;41;5;0;0;4;0;4;0;7;2;13
2020-08-22 11:00:00;34;4;0;0;2;0;2;0;0;2;12
2020-08-22 11:15:00;43;1;0;0;1;0;1;0;0;1;20
2020-08-22 11:30:00;30;2;0;0;0;0;2;0;1;2;20
2020-08-22 11:45:00;46;1;1;1;3;1;3;1;0;1;20
2020-08-22 12:00:00;54;3;1;1;3;1;3;0;1;2;14
2020-08-22 12:15:00;31;5;1;1;1;0;1;0;0;0;24
2020-08-22 12:30:00;39;2;1;1;1;0;1;0;0;3;14
2020-08-22 12:45:00;36;3;1;1;4;0;4;0;0;1;15
2020-08-22 13:00:00;39;5;1;1;1;1;2;1;1;3;19
2020-08-22 13:15:00;50;3;1;1;1;0;1;0;1;0;12
2020-08-22 13:30:00;41;6;0;1;2;0;2;0;0;1;12
2020-08-22 13:45:00;42;8;1;1;3;1;3;0;2;2;18
2020-08-22 14:00:00;40;1;0;0;0;0;0;0;3;4;27
2020-08-22 14:15:00;37;3;0;0;2;0;2;0;2;0;22
2020-08-22 14:30:00;38;6;0;0;0;0;0;0;0;3;25
2020-08-22 14:45:00;39;3;0;0;3;2;3;2;1;1;16
2020-08-22 15:00:00;44;2;3;3;1;0;2;1;2;2;26
2020-08-22 15:15:00;40;5;0;0;4;1;3;1;4;3;17
2020-08-22 15:30:00;40;4;0;0;0;1;0;1;0;1;18
2020-08-22 15:45:00;44;2;0;0;3;0;3;0;1;4;22
2020-08-22 16:00:00;37;5;1;1;1;0;1;0;2;1;26
2020-08-22 16:15:00;33;5;0;0;1;1;1;1;1;0;23
2020-08-22 16:30:00;33;4;0;0;0;0;0;0;2;2;30
2020-08-22 16:45:00;32;6;0;0;3;0;3;0;1;2;22
2020-08-22 17:00:00;33;4;0;0;2;1;2;1;0;1;18
2020-08-22 17:15:00;29;4;2;2;1;0;1;0;1;0;17
2020-08-22 17:30:00;41;3;1;1;2;0;2;0;0;3;19
2020-08-22 17:45:00;42;1;0;0;7;0;7;0;1;2;24
2020-08-22 18:00:00;26;1;0;0;2;0;2;0;1;1;29
2020-08-22 18:15:00;33;3;0;0;1;0;1;0;0;0;18
2020-08-22 18:30:00;28;4;0;0;0;0;2;0;1;2;14
2020-08-22 18:45:00;23;0;0;0;3;0;3;0;1;1;8
2020-08-22 19:00:00;25;4;1;1;2;1;2;1;1;2;14
2020-08-22 19:15:00;27;3;0;0;2;0;2;0;0;0;17
2020-08-22 19:30:00;15;2;0;0;1;0;1;0;0;2;24
2020-08-22 19:45:00;19;1;0;0;3;0;3;0;1;1;21
2020-08-22 20:00:00;15;3;1;1;3;0;3;0;1;3;20
2020-08-22 20:15:00;17;2;0;0;1;0;1;0;0;0;15
2020-08-22 20:30:00;14;2;1;0;1;0;1;0;0;0;9
2020-08-22 20:45:00;9;4;0;0;0;0;0;1;0;0;10
2020-08-22 21:00:00;9;2;1;1;0;1;0;0;0;0;11
2020-08-22 21:15:00;14;6;0;0;0;0;0;0;0;0;7
2020-08-22 21:30:00;5;0;0;0;0;0;0;0;0;0;1
2020-08-22 21:45:00;8;0;0;0;1;2;1;2;0;0;3
2020-08-22 22:00:00;7;2;0;0;0;0;0;0;0;0;6
2020-08-22 22:15:00;10;0;0;0;0;0;0;0;0;0;7
2020-08-22 22:30:00;2;3;0;0;0;0;0;0;0;0;8
2020-08-22 22:45:00;4;0;0;0;0;0;0;0;0;0;7
2020-08-22 23:00:00;9;1;0;0;0;0;0;0;0;0;5
2020-08-22 23:15:00;8;0;0;0;0;0;0;0;0;0;5
