DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2020-01-19 00:00:00;0;2;0;0;0;2;0;0
2020-01-19 00:15:00;1;6;0;0;6;4;0;0
2020-01-19 00:30:00;5;5;0;0;5;3;0;0
2020-01-19 00:45:00;2;5;0;0;3;1;0;0
2020-01-19 01:00:00;2;5;0;0;5;1;0;0
2020-01-19 01:15:00;1;2;0;0;8;6;0;0
2020-01-19 01:30:00;3;5;0;0;5;2;0;0
2020-01-19 01:45:00;0;5;0;0;2;3;0;0
2020-01-19 02:00:00;4;6;0;0;1;3;0;0
2020-01-19 02:15:00;1;4;0;0;7;3;0;0
2020-01-19 02:30:00;1;1;0;0;1;5;0;0
2020-01-19 02:45:00;1;7;0;0;3;3;0;0
2020-01-19 03:00:00;0;6;0;0;2;4;0;0
2020-01-19 03:15:00;1;2;0;0;2;2;0;0
2020-01-19 03:30:00;1;3;0;0;1;2;0;0
2020-01-19 03:45:00;1;0;0;0;0;3;0;0
2020-01-19 04:00:00;2;1;0;0;0;1;0;0
2020-01-19 04:15:00;1;3;0;0;3;2;0;0
2020-01-19 04:30:00;1;2;0;0;1;2;0;0
2020-01-19 04:45:00;1;4;0;0;0;3;0;0
2020-01-19 05:00:00;1;2;0;0;2;1;0;0
2020-01-19 05:15:00;1;4;0;0;3;3;0;0
2020-01-19 05:30:00;1;2;0;0;4;3;0;0
2020-01-19 05:45:00;3;1;0;0;4;2;0;0
2020-01-19 06:00:00;0;4;0;0;4;2;0;0
2020-01-19 06:15:00;2;2;0;0;2;2;0;0
2020-01-19 06:30:00;1;2;0;0;3;2;0;0
2020-01-19 06:45:00;0;4;0;0;1;3;0;0
2020-01-19 07:00:00;1;4;0;0;4;1;0;0
2020-01-19 07:15:00;4;1;0;0;3;3;0;0
2020-01-19 07:30:00;0;0;0;0;3;7;0;0
2020-01-19 07:45:00;3;5;0;0;3;7;0;0
2020-01-19 08:00:00;3;4;0;0;5;3;0;0
2020-01-19 08:15:00;11;11;0;0;6;3;0;0
2020-01-19 08:30:00;4;8;0;0;5;6;0;0
2020-01-19 08:45:00;3;11;0;0;6;3;0;0
2020-01-19 09:00:00;6;10;0;0;1;6;0;0
2020-01-19 09:15:00;11;14;0;0;7;5;0;0
2020-01-19 09:30:00;5;18;0;0;19;4;0;0
2020-01-19 09:45:00;17;24;0;0;9;9;0;0
2020-01-19 10:00:00;10;20;1;0;9;11;0;0
2020-01-19 10:15:00;9;21;0;0;7;9;0;0
2020-01-19 10:30:00;8;14;0;0;8;6;0;0
2020-01-19 10:45:00;18;18;0;0;23;8;0;0
2020-01-19 11:00:00;13;9;0;0;23;11;0;0
2020-01-19 11:15:00;8;14;0;0;11;12;0;0
2020-01-19 11:30:00;8;22;2;0;23;6;0;0
2020-01-19 11:45:00;16;19;0;0;18;9;0;0
2020-01-19 12:00:00;9;23;2;0;19;11;0;0
2020-01-19 12:15:00;15;10;0;0;19;15;0;0
2020-01-19 12:30:00;13;15;0;0;21;8;1;0
2020-01-19 12:45:00;13;22;0;0;13;9;0;0
2020-01-19 13:00:00;12;12;0;0;26;11;0;0
2020-01-19 13:15:00;10;20;0;0;26;19;0;0
2020-01-19 13:30:00;17;15;0;0;19;15;0;0
2020-01-19 13:45:00;19;27;0;0;21;16;0;0
2020-01-19 14:00:00;11;15;0;0;19;11;0;0
2020-01-19 14:15:00;12;15;0;0;18;19;0;0
2020-01-19 14:30:00;11;25;0;0;20;17;0;0
2020-01-19 14:45:00;17;31;0;0;24;20;0;0
2020-01-19 15:00:00;8;14;0;0;25;18;0;0
2020-01-19 15:15:00;9;24;0;0;22;7;0;0
2020-01-19 15:30:00;17;17;0;0;16;9;0;0
2020-01-19 15:45:00;16;30;1;0;15;14;0;0
2020-01-19 16:00:00;9;20;0;0;16;10;0;0
2020-01-19 16:15:00;11;22;1;0;21;9;0;0
2020-01-19 16:30:00;13;30;0;0;23;23;0;0
2020-01-19 16:45:00;12;19;0;0;16;7;0;0
2020-01-19 17:00:00;16;17;1;0;17;11;0;0
2020-01-19 17:15:00;18;24;0;0;13;8;0;0
2020-01-19 17:30:00;12;25;0;0;19;8;0;0
2020-01-19 17:45:00;16;20;0;0;24;18;0;0
2020-01-19 18:00:00;10;14;2;0;15;11;0;0
2020-01-19 18:15:00;10;19;0;0;17;16;0;0
2020-01-19 18:30:00;12;21;1;0;15;4;0;0
2020-01-19 18:45:00;9;11;0;0;13;8;0;0
2020-01-19 19:00:00;5;14;1;0;19;9;0;0
2020-01-19 19:15:00;9;15;1;0;17;9;0;0
2020-01-19 19:30:00;5;16;0;0;21;7;0;0
2020-01-19 19:45:00;7;9;0;0;20;6;0;0
2020-01-19 20:00:00;6;10;0;0;17;11;0;0
2020-01-19 20:15:00;9;8;0;0;8;8;0;0
2020-01-19 20:30:00;6;10;0;0;11;3;0;0
2020-01-19 20:45:00;6;10;1;0;11;6;0;0
2020-01-19 21:00:00;2;9;0;0;6;3;0;0
2020-01-19 21:15:00;4;7;1;0;8;7;0;0
2020-01-19 21:30:00;3;8;1;0;11;14;0;0
2020-01-19 21:45:00;4;8;0;0;19;6;0;0
2020-01-19 22:00:00;3;11;0;0;12;6;0;0
2020-01-19 22:15:00;5;7;0;0;8;4;0;0
2020-01-19 22:30:00;2;0;0;0;2;7;0;0
2020-01-19 22:45:00;2;3;0;0;4;3;0;0
2020-01-19 23:00:00;4;4;0;0;5;4;0;0
2020-01-19 23:15:00;1;0;0;0;1;3;0;0
2020-01-19 23:30:00;1;3;0;0;1;4;0;0
2020-01-19 23:45:00;2;3;0;0;0;1;0;0
