DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-08-17 00:00:00;0;9;6;15;9;0;0
2020-08-17 00:15:00;0;14;9;13;10;3;3
2020-08-17 00:30:00;0;12;12;12;6;0;0
2020-08-17 00:45:00;0;3;9;4;6;0;0
2020-08-17 01:00:00;0;4;3;15;4;0;0
2020-08-17 01:15:00;0;5;4;9;6;0;0
2020-08-17 01:30:00;0;6;5;5;6;0;0
2020-08-17 01:45:00;0;9;2;6;1;0;0
2020-08-17 02:00:00;0;4;1;7;4;0;0
2020-08-17 02:15:00;0;4;2;3;2;0;0
2020-08-17 02:30:00;0;4;2;3;2;0;0
2020-08-17 02:45:00;0;7;3;4;1;0;0
2020-08-17 03:00:00;0;2;0;8;3;0;0
2020-08-17 03:15:00;0;5;2;7;1;0;0
2020-08-17 03:30:00;0;2;1;7;0;0;0
2020-08-17 03:45:00;0;4;1;7;4;0;0
2020-08-17 04:00:00;0;7;4;4;5;0;0
2020-08-17 04:15:00;0;5;2;11;7;0;0
2020-08-17 04:30:00;0;9;1;11;7;0;0
2020-08-17 04:45:00;0;12;6;13;5;0;0
2020-08-17 05:00:00;0;18;10;19;14;0;0
2020-08-17 05:15:00;2;37;22;22;25;0;0
2020-08-17 05:30:00;0;47;38;31;25;1;1
2020-08-17 05:45:00;1;45;49;31;41;2;2
2020-08-17 06:00:00;5;46;48;30;30;5;5
2020-08-17 06:15:00;4;55;52;60;36;3;3
2020-08-17 06:30:00;4;82;76;52;42;6;6
2020-08-17 06:45:00;16;72;73;49;50;3;3
2020-08-17 07:00:00;4;76;85;45;50;4;4
2020-08-17 07:15:00;19;95;93;65;62;6;6
2020-08-17 07:30:00;1;99;100;70;71;4;4
2020-08-17 07:45:00;8;78;87;63;75;4;4
2020-08-17 08:00:00;7;94;92;77;66;6;6
2020-08-17 08:15:00;6;83;88;95;73;2;2
2020-08-17 08:30:00;4;101;86;85;95;6;6
2020-08-17 08:45:00;3;90;93;96;79;2;2
2020-08-17 09:00:00;14;88;83;97;83;4;4
2020-08-17 09:15:00;11;91;98;89;88;2;2
2020-08-17 09:30:00;12;83;101;84;83;6;6
2020-08-17 09:45:00;1;110;105;116;93;2;2
2020-08-17 10:00:00;1;106;92;114;100;2;2
2020-08-17 10:15:00;6;120;107;109;110;4;4
2020-08-17 10:30:00;11;121;120;117;116;4;4
2020-08-17 10:45:00;5;119;108;125;119;4;4
2020-08-17 11:00:00;8;114;89;121;122;4;3
2020-08-17 11:15:00;2;127;120;126;127;2;3
2020-08-17 11:30:00;4;97;82;127;107;4;4
2020-08-17 11:45:00;14;105;106;121;132;5;5
2020-08-17 12:00:00;10;106;113;123;120;3;3
2020-08-17 12:15:00;10;103;90;132;118;3;3
2020-08-17 12:30:00;23;99;99;120;109;4;4
2020-08-17 12:45:00;8;111;106;110;133;4;4
2020-08-17 13:00:00;7;102;92;118;111;3;3
2020-08-17 13:15:00;6;101;93;112;115;3;3
2020-08-17 13:30:00;3;103;107;98;101;5;5
2020-08-17 13:45:00;10;98;90;124;131;3;3
2020-08-17 14:00:00;14;86;101;144;120;4;4
2020-08-17 14:15:00;22;107;93;117;128;2;2
2020-08-17 14:30:00;8;95;84;114;128;6;6
2020-08-17 14:45:00;15;114;95;130;128;2;2
2020-08-17 15:00:00;4;109;109;130;125;3;3
2020-08-17 15:15:00;3;100;111;129;125;2;2
2020-08-17 15:30:00;4;105;101;116;138;5;5
2020-08-17 15:45:00;9;100;102;131;147;6;6
2020-08-17 16:00:00;3;119;118;136;143;3;3
2020-08-17 16:15:00;11;118;95;152;150;3;3
2020-08-17 16:30:00;13;110;103;146;172;5;5
2020-08-17 16:45:00;22;99;103;152;161;4;4
2020-08-17 17:00:00;17;145;133;151;150;2;2
2020-08-17 17:15:00;6;102;108;135;145;4;4
2020-08-17 17:30:00;5;97;85;137;158;6;6
2020-08-17 17:45:00;13;88;80;140;114;3;3
2020-08-17 18:00:00;19;86;87;110;123;4;4
2020-08-17 18:15:00;5;96;73;121;115;2;2
2020-08-17 18:30:00;2;78;86;98;87;5;5
2020-08-17 18:45:00;5;79;81;93;76;5;5
2020-08-17 19:00:00;47;83;79;82;66;3;3
2020-08-17 19:15:00;16;67;69;81;73;3;2
2020-08-17 19:30:00;4;55;46;71;55;5;6
2020-08-17 19:45:00;9;54;61;73;53;2;2
2020-08-17 20:00:00;0;62;55;69;51;3;3
2020-08-17 20:15:00;7;54;42;69;62;1;1
2020-08-17 20:30:00;1;53;43;60;50;4;4
2020-08-17 20:45:00;3;38;34;58;37;1;1
2020-08-17 21:00:00;18;45;38;44;36;3;3
2020-08-17 21:15:00;1;33;26;46;29;1;1
2020-08-17 21:30:00;0;26;24;38;30;1;1
2020-08-17 21:45:00;4;26;22;49;30;1;1
2020-08-17 22:00:00;4;23;21;39;35;2;2
2020-08-17 22:15:00;3;25;17;38;19;2;2
2020-08-17 22:30:00;0;16;18;30;26;1;1
2020-08-17 22:45:00;0;22;13;25;19;1;1
2020-08-17 23:00:00;0;22;18;24;17;2;2
2020-08-17 23:15:00;0;12;10;24;19;0;0
2020-08-17 23:30:00;0;17;16;21;13;1;1
2020-08-17 23:45:00;1;11;9;15;9;0;0
