DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2020-04-21 00:00:00;0;3;2;0;0;0;0;1;0;0
2020-04-21 00:15:00;4;4;0;0;0;0;1;1;0;0
2020-04-21 00:30:00;1;5;4;0;1;1;1;2;0;0
2020-04-21 00:45:00;0;1;1;0;0;0;0;1;0;0
2020-04-21 01:00:00;3;3;2;3;0;0;0;1;0;0
2020-04-21 01:15:00;0;0;0;0;0;0;0;0;0;0
2020-04-21 01:30:00;1;2;1;0;0;0;0;0;0;0
2020-04-21 01:45:00;1;1;2;1;0;0;0;0;0;0
2020-04-21 02:00:00;2;1;1;1;0;0;0;1;0;0
2020-04-21 02:15:00;1;1;3;1;0;0;0;0;0;0
2020-04-21 02:30:00;2;2;1;0;0;0;0;0;0;0
2020-04-21 02:45:00;2;2;5;1;0;0;0;0;0;0
2020-04-21 03:00:00;3;2;0;0;0;0;0;1;0;0
2020-04-21 03:15:00;1;2;3;1;0;0;0;0;0;0
2020-04-21 03:30:00;1;2;3;2;0;0;0;0;0;0
2020-04-21 03:45:00;3;2;1;0;0;0;0;0;0;0
2020-04-21 04:00:00;3;4;2;2;0;0;0;1;0;0
2020-04-21 04:15:00;5;5;2;2;0;0;0;0;0;0
2020-04-21 04:30:00;3;2;1;0;0;0;0;0;0;0
2020-04-21 04:45:00;9;10;5;0;0;0;0;2;0;0
2020-04-21 05:00:00;6;2;12;0;0;0;0;1;0;0
2020-04-21 05:15:00;26;10;13;2;0;1;0;2;0;0
2020-04-21 05:30:00;29;12;39;0;0;0;1;2;0;0
2020-04-21 05:45:00;20;11;33;4;0;1;1;6;0;0
2020-04-21 06:00:00;18;16;24;6;2;1;2;2;0;0
2020-04-21 06:15:00;36;23;31;5;0;1;4;7;0;0
2020-04-21 06:30:00;44;30;53;2;1;1;4;7;0;0
2020-04-21 06:45:00;40;32;51;2;2;3;2;4;0;0
2020-04-21 07:00:00;24;14;33;0;1;2;4;3;0;0
2020-04-21 07:15:00;37;27;37;3;8;6;4;3;0;0
2020-04-21 07:30:00;29;26;42;0;5;2;4;3;1;0
2020-04-21 07:45:00;39;23;56;4;4;5;6;3;1;0
2020-04-21 08:00:00;32;25;43;4;2;3;7;11;0;0
2020-04-21 08:15:00;30;28;26;1;2;2;4;4;0;4
2020-04-21 08:30:00;36;38;42;5;2;4;4;4;2;1
2020-04-21 08:45:00;36;37;28;6;4;2;11;11;1;0
2020-04-21 09:00:00;28;29;35;4;2;2;3;7;3;0
2020-04-21 09:15:00;23;28;32;4;5;5;3;5;1;0
2020-04-21 09:30:00;25;34;32;5;4;1;8;7;1;0
2020-04-21 09:45:00;35;40;38;5;2;3;7;4;1;0
2020-04-21 10:00:00;39;41;41;4;3;3;7;9;0;0
2020-04-21 10:15:00;38;35;39;1;7;10;6;4;1;0
2020-04-21 10:30:00;24;38;35;4;2;7;8;7;1;0
2020-04-21 10:45:00;31;39;55;5;4;5;9;9;0;0
2020-04-21 11:00:00;35;48;56;4;2;4;9;3;0;0
2020-04-21 11:15:00;29;52;44;7;6;7;12;7;1;0
2020-04-21 11:30:00;38;39;50;4;6;5;11;8;1;0
2020-04-21 11:45:00;35;40;61;3;4;7;9;11;3;0
2020-04-21 12:00:00;24;38;49;2;5;2;14;19;1;0
2020-04-21 12:15:00;32;35;71;2;5;4;11;10;3;11
2020-04-21 12:30:00;34;38;47;4;5;2;10;9;0;0
2020-04-21 12:45:00;30;49;38;4;3;4;15;9;1;0
2020-04-21 13:00:00;34;43;43;6;2;1;11;13;0;0
2020-04-21 13:15:00;31;41;47;4;6;1;4;11;1;2
2020-04-21 13:30:00;27;28;43;4;3;3;5;9;0;0
2020-04-21 13:45:00;35;41;56;6;7;6;8;11;0;3
2020-04-21 14:00:00;28;55;72;12;8;5;14;20;2;1
2020-04-21 14:15:00;41;47;55;7;7;6;30;15;4;10
2020-04-21 14:30:00;34;56;47;4;7;4;25;15;0;0
2020-04-21 14:45:00;33;52;54;4;2;1;19;14;3;10
2020-04-21 15:00:00;35;48;52;5;4;3;17;10;0;1
2020-04-21 15:15:00;22;56;43;7;8;4;14;11;0;0
2020-04-21 15:30:00;35;37;48;5;5;4;13;14;1;0
2020-04-21 15:45:00;36;57;40;7;8;4;10;8;5;0
2020-04-21 16:00:00;43;58;52;6;5;4;17;13;2;9
2020-04-21 16:15:00;39;58;45;4;6;4;9;19;3;4
2020-04-21 16:30:00;31;41;61;6;9;9;30;15;4;16
2020-04-21 16:45:00;32;42;61;5;9;2;13;7;2;4
2020-04-21 17:00:00;31;48;57;8;3;4;16;16;4;2
2020-04-21 17:15:00;24;41;48;6;10;5;11;13;2;1
2020-04-21 17:30:00;25;42;45;4;1;2;12;10;0;2
2020-04-21 17:45:00;21;35;41;5;7;4;13;6;0;3
2020-04-21 18:00:00;25;44;53;3;4;4;6;8;1;2
2020-04-21 18:15:00;25;29;37;2;2;3;5;11;1;15
2020-04-21 18:30:00;24;32;33;7;2;0;5;13;1;9
2020-04-21 18:45:00;19;27;48;5;3;0;10;6;3;2
2020-04-21 19:00:00;22;33;42;2;1;6;7;5;0;0
2020-04-21 19:15:00;26;35;39;1;3;3;4;6;1;0
2020-04-21 19:30:00;26;30;45;2;3;1;6;12;5;6
2020-04-21 19:45:00;24;22;41;2;4;3;5;6;1;0
2020-04-21 20:00:00;16;15;26;3;0;1;7;8;0;0
2020-04-21 20:15:00;13;10;17;1;1;0;1;9;0;0
2020-04-21 20:30:00;6;11;15;1;1;0;2;7;0;0
2020-04-21 20:45:00;8;9;15;2;1;0;0;6;0;0
2020-04-21 21:00:00;7;6;15;0;0;2;2;5;0;0
2020-04-21 21:15:00;7;10;12;1;0;0;1;4;0;0
2020-04-21 21:30:00;9;8;12;0;0;0;0;1;0;0
2020-04-21 21:45:00;7;10;5;2;0;0;3;3;0;0
2020-04-21 22:00:00;12;19;11;2;0;0;7;3;0;0
2020-04-21 22:15:00;7;12;6;3;1;0;1;1;0;0
2020-04-21 22:30:00;4;13;8;4;0;1;1;3;0;0
2020-04-21 22:45:00;4;8;5;0;0;0;1;0;0;0
2020-04-21 23:00:00;1;6;4;1;0;0;1;1;0;0
2020-04-21 23:15:00;2;5;7;0;0;0;0;4;0;0
2020-04-21 23:30:00;0;1;9;1;0;0;1;0;0;0
