DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-05-14 00:00:00;0;2;0;3;0;3;0;0;0;0;0
2020-05-14 00:15:00;2;2;0;8;2;4;1;4;0;0;0
2020-05-14 00:30:00;2;4;0;0;0;0;0;2;0;0;0
2020-05-14 00:45:00;0;0;0;2;1;2;1;1;0;0;0
2020-05-14 01:00:00;1;1;0;2;0;0;0;0;0;0;0
2020-05-14 01:15:00;2;0;0;0;0;0;0;2;0;0;0
2020-05-14 01:30:00;1;2;0;4;0;4;1;1;0;0;0
2020-05-14 01:45:00;1;0;0;1;0;1;0;0;0;0;0
2020-05-14 02:00:00;0;1;0;0;0;0;1;1;0;0;0
2020-05-14 02:15:00;0;0;0;1;0;0;0;0;0;0;0
2020-05-14 02:30:00;0;1;0;1;1;1;0;0;0;0;0
2020-05-14 02:45:00;0;5;0;2;0;2;0;0;0;0;0
2020-05-14 03:00:00;0;0;0;1;0;1;0;0;0;0;0
2020-05-14 03:15:00;1;1;0;1;0;1;0;0;0;0;0
2020-05-14 03:30:00;1;2;0;1;0;1;0;0;0;0;0
2020-05-14 03:45:00;1;2;0;2;1;1;0;1;0;0;0
2020-05-14 04:00:00;1;1;0;1;0;1;0;0;0;0;0
2020-05-14 04:15:00;2;1;0;2;1;2;0;1;0;0;0
2020-05-14 04:30:00;1;0;0;0;0;0;0;0;0;0;0
2020-05-14 04:45:00;1;0;0;1;0;1;0;1;0;0;0
2020-05-14 05:00:00;5;3;0;5;1;4;1;2;0;0;0
2020-05-14 05:15:00;11;4;0;2;0;1;2;8;0;0;0
2020-05-14 05:30:00;9;7;0;13;4;10;0;7;0;0;0
2020-05-14 05:45:00;14;19;0;13;2;8;1;4;0;0;0
2020-05-14 06:00:00;15;14;0;15;5;10;1;5;0;0;0
2020-05-14 06:15:00;37;29;0;22;8;18;3;13;0;0;0
2020-05-14 06:30:00;32;37;0;30;10;24;4;21;0;0;0
2020-05-14 06:45:00;38;42;0;32;13;27;2;21;0;0;0
2020-05-14 07:00:00;47;56;0;25;10;18;5;22;0;0;0
2020-05-14 07:15:00;65;104;0;32;6;25;3;18;0;1;1
2020-05-14 07:30:00;87;86;0;67;18;49;9;36;0;0;0
2020-05-14 07:45:00;71;78;0;60;10;44;9;27;1;0;0
2020-05-14 08:00:00;61;48;0;38;7;37;5;16;9;0;0
2020-05-14 08:15:00;57;58;0;39;7;42;9;15;0;0;0
2020-05-14 08:30:00;44;48;0;50;12;36;7;16;0;0;0
2020-05-14 08:45:00;50;53;0;47;8;31;4;13;0;0;0
2020-05-14 09:00:00;47;39;0;36;5;28;1;12;0;0;0
2020-05-14 09:15:00;37;49;0;52;6;35;2;9;0;0;0
2020-05-14 09:30:00;42;46;0;47;4;29;1;10;2;0;0
2020-05-14 09:45:00;38;42;0;43;5;46;7;11;0;0;0
2020-05-14 10:00:00;31;36;0;62;7;49;4;5;0;0;0
2020-05-14 10:15:00;46;50;0;47;6;35;6;7;0;1;0
2020-05-14 10:30:00;27;32;0;48;6;51;4;7;0;0;0
2020-05-14 10:45:00;19;19;0;36;6;39;7;8;5;0;0
2020-05-14 11:00:00;39;37;0;51;7;36;4;10;0;0;0
2020-05-14 11:15:00;27;46;0;72;5;65;6;9;0;0;0
2020-05-14 11:30:00;32;39;0;54;8;38;4;6;0;0;1
2020-05-14 11:45:00;36;54;0;71;7;58;3;10;0;1;0
2020-05-14 12:00:00;32;40;0;63;7;39;9;15;0;1;0
2020-05-14 12:15:00;35;33;0;70;10;59;3;14;0;0;0
2020-05-14 12:30:00;35;42;0;60;5;41;7;25;0;0;0
2020-05-14 12:45:00;35;50;0;58;10;39;7;21;1;0;0
2020-05-14 13:00:00;35;48;0;76;9;66;4;13;0;0;0
