DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-01-30 00:00:00;3;2;1;0;7;4;5;2;2;1;766;0;0
2020-01-30 00:15:00;2;5;0;0;5;6;6;3;6;2;718;0;0
2020-01-30 00:30:00;2;0;0;0;4;6;4;4;3;1;1408;0;0
2020-01-30 00:45:00;1;3;0;0;4;2;2;1;2;0;1623;0;0
2020-01-30 01:00:00;4;2;0;0;3;4;0;0;1;0;778;0;0
2020-01-30 01:15:00;1;1;1;0;3;4;2;3;0;0;341;0;0
2020-01-30 01:30:00;0;5;0;0;2;4;2;0;2;0;1202;0;0
2020-01-30 01:45:00;1;1;0;1;2;2;2;2;1;1;1717;0;0
2020-01-30 02:00:00;2;2;0;0;4;1;3;2;1;1;1935;0;0
2020-01-30 02:15:00;2;2;0;0;2;1;2;0;1;0;661;0;0
2020-01-30 02:30:00;1;0;0;0;4;2;1;1;0;0;368;0;0
2020-01-30 02:45:00;3;4;0;0;2;4;2;1;1;0;1159;0;0
2020-01-30 03:00:00;1;2;0;0;0;1;0;0;0;0;1618;0;0
2020-01-30 03:15:00;1;3;0;0;1;0;4;2;1;0;1671;0;0
2020-01-30 03:30:00;1;1;0;0;5;3;1;1;0;0;655;0;0
2020-01-30 03:45:00;0;0;0;0;2;3;3;4;6;0;350;0;0
2020-01-30 04:00:00;0;0;0;0;5;4;4;1;3;0;1271;0;0
2020-01-30 04:15:00;5;1;0;0;6;1;1;1;2;1;1490;0;1
2020-01-30 04:30:00;2;0;0;0;4;5;8;5;4;0;1236;0;1
2020-01-30 04:45:00;0;0;0;0;10;8;10;2;2;0;904;0;0
2020-01-30 05:00:00;5;4;1;1;10;17;32;17;5;4;489;0;0
2020-01-30 05:15:00;2;2;0;0;13;14;41;31;8;2;971;0;0
2020-01-30 05:30:00;4;3;1;0;21;22;56;45;11;5;1396;3;0
2020-01-30 05:45:00;7;3;0;1;39;49;57;54;28;11;559;1;1
2020-01-30 06:00:00;10;8;1;0;39;51;35;37;25;8;1469;0;2
