DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(DD2);8(DE1);9(TAFGB);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-04-21 00:00:00;0;0;2;3;1;0;0;0;0;0;0;0;0
2020-04-21 00:15:00;1;8;0;7;3;0;0;0;0;0;0;0;0
2020-04-21 00:30:00;0;7;1;4;1;0;0;0;0;0;0;0;0
2020-04-21 00:45:00;2;3;4;8;5;0;0;0;0;0;0;0;0
2020-04-21 01:00:00;0;2;2;4;5;1;0;0;0;0;0;0;0
2020-04-21 01:15:00;2;2;2;1;0;0;0;0;0;0;0;0;0
2020-04-21 01:30:00;1;0;3;7;3;0;0;0;0;0;0;0;0
2020-04-21 01:45:00;0;2;4;4;2;0;0;0;0;0;0;0;0
2020-04-21 02:00:00;2;1;3;3;0;0;0;0;0;0;0;0;0
2020-04-21 02:15:00;2;4;3;3;2;0;0;0;0;0;0;0;0
2020-04-21 02:30:00;1;5;3;2;2;0;0;0;0;0;0;0;0
2020-04-21 02:45:00;5;5;1;6;5;0;0;0;0;0;0;0;0
2020-04-21 03:00:00;0;2;1;4;4;0;0;0;0;0;0;0;0
2020-04-21 03:15:00;2;2;0;3;2;0;0;0;0;0;0;0;0
2020-04-21 03:30:00;4;4;1;2;2;0;0;0;0;0;0;0;0
2020-04-21 03:45:00;0;1;0;3;3;0;0;0;0;0;0;0;0
2020-04-21 04:00:00;1;4;0;4;3;0;0;0;0;0;0;0;0
2020-04-21 04:15:00;0;2;1;10;2;1;0;0;0;0;0;0;0
2020-04-21 04:30:00;3;10;2;9;3;0;0;0;0;0;0;0;0
2020-04-21 04:45:00;3;5;4;11;6;0;0;0;0;0;0;0;0
2020-04-21 05:00:00;3;7;5;16;7;2;0;0;0;0;0;0;0
2020-04-21 05:15:00;3;17;2;35;23;1;0;1;0;0;0;0;0
2020-04-21 05:30:00;8;16;12;56;51;4;0;0;0;0;0;0;0
2020-04-21 05:45:00;9;26;6;61;75;3;0;0;0;0;0;3;0
2020-04-21 06:00:00;12;28;8;56;47;0;0;0;0;0;0;0;0
2020-04-21 06:15:00;16;32;13;70;67;2;0;0;0;0;0;0;0
2020-04-21 06:30:00;17;44;26;73;86;5;0;0;0;0;0;0;0
2020-04-21 06:45:00;26;44;25;66;73;4;0;1;0;0;0;0;0
2020-04-21 07:00:00;21;45;25;59;61;6;0;3;9;0;0;0;0
2020-04-21 07:15:00;27;65;19;83;64;10;0;0;0;0;0;0;0
2020-04-21 07:30:00;32;52;30;77;82;9;0;0;0;0;0;0;0
2020-04-21 07:45:00;28;61;37;79;68;17;0;3;2;0;0;0;0
2020-04-21 08:00:00;19;42;27;60;56;10;0;0;0;0;0;0;0
2020-04-21 08:15:00;35;60;24;59;53;8;0;1;1;0;0;0;0
2020-04-21 08:30:00;27;52;25;73;66;11;0;0;0;0;0;0;0
2020-04-21 08:45:00;37;45;28;81;63;17;0;1;1;0;0;0;0
2020-04-21 09:00:00;34;47;29;53;55;10;0;2;0;0;0;0;0
2020-04-21 09:15:00;29;48;32;69;60;9;0;0;3;0;0;0;0
2020-04-21 09:30:00;39;50;28;78;52;8;0;0;1;0;0;0;0
2020-04-21 09:45:00;35;55;29;74;65;19;0;1;1;0;0;0;0
2020-04-21 10:00:00;41;69;33;77;61;8;0;2;0;0;0;0;0
2020-04-21 10:15:00;32;63;27;82;68;17;0;1;20;0;0;0;0
2020-04-21 10:30:00;41;73;34;84;63;15;0;1;0;0;1;0;0
2020-04-21 10:45:00;48;69;37;86;66;16;0;0;8;3;0;0;0
2020-04-21 11:00:00;44;84;37;74;52;18;0;1;3;0;0;0;1
2020-04-21 11:15:00;36;80;34;76;71;21;0;0;2;0;3;0;3
2020-04-21 11:30:00;43;63;42;87;82;24;0;0;4;0;0;0;0
2020-04-21 11:45:00;45;79;38;96;78;25;0;0;5;0;0;0;0
2020-04-21 12:00:00;39;68;38;72;67;23;0;1;2;0;0;0;0
2020-04-21 12:15:00;45;78;42;82;67;21;0;1;0;0;0;0;0
2020-04-21 12:30:00;43;65;35;81;73;10;0;2;4;0;1;0;0
2020-04-21 12:45:00;34;64;39;91;74;12;0;0;14;0;0;0;0
2020-04-21 13:00:00;41;67;36;93;69;15;0;1;8;0;0;0;0
2020-04-21 13:15:00;33;71;39;84;62;12;0;1;10;0;0;0;0
2020-04-21 13:30:00;28;64;36;95;62;14;0;1;0;0;0;0;0
2020-04-21 13:45:00;48;84;40;99;84;15;0;3;1;0;0;0;0
2020-04-21 14:00:00;45;78;37;102;84;15;0;1;12;0;0;0;0
2020-04-21 14:15:00;48;88;43;75;70;29;0;0;13;0;0;0;0
2020-04-21 14:30:00;43;80;39;88;77;18;0;1;25;0;0;0;0
2020-04-21 14:45:00;46;73;34;96;82;21;0;0;1;0;0;0;0
2020-04-21 15:00:00;47;72;32;92;85;10;0;1;5;0;0;0;0
