DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-09-19 00:00:00;8;1;4;5;4;5;6;0;0;0
2020-09-19 00:15:00;6;5;2;7;9;13;9;0;0;0
2020-09-19 00:30:00;1;5;6;8;12;10;7;0;0;0
2020-09-19 00:45:00;11;7;12;8;7;12;6;0;0;0
2020-09-19 01:00:00;5;2;6;6;5;11;2;0;0;0
2020-09-19 01:15:00;11;3;0;9;6;3;9;0;0;0
2020-09-19 01:30:00;3;3;3;8;3;6;2;0;0;0
2020-09-19 01:45:00;3;6;3;8;4;4;5;0;0;0
2020-09-19 02:00:00;5;1;0;4;1;6;2;0;0;0
2020-09-19 02:15:00;4;2;0;7;5;9;2;0;0;0
2020-09-19 02:30:00;7;3;2;5;4;4;5;0;0;0
2020-09-19 02:45:00;9;9;2;3;4;6;2;0;0;0
2020-09-19 03:00:00;6;3;1;1;2;12;4;0;0;0
2020-09-19 03:15:00;4;2;2;5;4;10;4;0;0;0
2020-09-19 03:30:00;5;3;2;2;3;8;0;0;0;0
2020-09-19 03:45:00;3;3;1;4;2;7;4;0;0;0
2020-09-19 04:00:00;2;5;3;3;5;4;4;0;0;0
2020-09-19 04:15:00;3;1;0;1;3;7;1;0;0;0
2020-09-19 04:30:00;2;2;0;4;4;7;1;0;0;0
2020-09-19 04:45:00;1;4;3;2;3;7;3;0;0;0
2020-09-19 05:00:00;7;5;3;3;1;13;4;0;0;0
2020-09-19 05:15:00;6;7;12;5;2;8;6;0;0;0
2020-09-19 05:30:00;24;9;11;14;15;13;11;0;0;0
2020-09-19 05:45:00;73;16;14;88;25;11;13;0;0;0
2020-09-19 06:00:00;35;8;7;120;35;8;13;0;0;0
2020-09-19 06:15:00;17;8;7;37;16;7;11;0;0;0
2020-09-19 06:30:00;13;5;8;17;7;6;8;0;0;0
2020-09-19 06:45:00;10;4;1;9;2;2;9;0;0;0
2020-09-19 07:00:00;14;2;4;4;5;8;8;0;0;0
2020-09-19 07:15:00;13;5;8;6;1;10;14;0;0;0
2020-09-19 07:30:00;15;8;8;15;3;5;10;0;0;0
2020-09-19 07:45:00;20;7;14;12;4;7;14;0;0;0
2020-09-19 08:00:00;26;6;9;15;3;9;26;0;0;0
2020-09-19 08:15:00;20;9;11;10;3;3;11;0;0;0
2020-09-19 08:30:00;35;9;10;12;6;14;20;0;0;0
2020-09-19 08:45:00;50;13;14;19;4;4;18;0;0;0
2020-09-19 09:00:00;46;14;8;14;6;9;18;0;0;0
2020-09-19 09:15:00;71;13;18;15;5;7;22;0;0;0
2020-09-19 09:30:00;87;15;24;12;6;13;20;0;0;0
2020-09-19 09:45:00;68;14;24;34;4;12;43;0;0;0
2020-09-19 10:00:00;85;16;21;24;8;15;28;0;0;0
2020-09-19 10:15:00;93;21;18;28;7;17;49;0;0;0
2020-09-19 10:30:00;90;24;21;29;3;19;40;0;0;0
2020-09-19 10:45:00;56;13;16;24;8;26;48;0;0;0
2020-09-19 11:00:00;84;19;17;32;15;24;43;0;0;0
2020-09-19 11:15:00;50;18;12;34;6;17;35;0;0;0
2020-09-19 11:30:00;95;15;19;34;12;30;51;0;1;0
2020-09-19 11:45:00;82;23;12;46;8;22;47;0;0;0
2020-09-19 12:00:00;68;19;13;37;5;21;51;0;0;0
2020-09-19 12:15:00;52;20;18;43;2;13;48;0;0;0
2020-09-19 12:30:00;65;12;13;42;14;25;48;2;0;0
2020-09-19 12:45:00;66;19;13;39;10;25;53;0;0;0
2020-09-19 13:00:00;61;14;17;63;11;26;52;0;0;0
2020-09-19 13:15:00;69;17;11;35;6;29;56;0;0;0
2020-09-19 13:30:00;57;18;16;35;10;28;50;0;0;0
2020-09-19 13:45:00;76;17;11;39;11;29;43;0;0;0
2020-09-19 14:00:00;69;11;10;41;11;27;41;0;0;0
2020-09-19 14:15:00;75;19;16;49;15;22;44;0;0;0
