DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2020-01-19 00:00:00;17;0;4;4;12;2;6;5;0;0;0;0;0;0;0
2020-01-19 00:15:00;15;0;5;4;21;2;11;7;0;0;0;0;0;0;0
2020-01-19 00:30:00;14;0;2;3;27;2;6;6;0;0;0;0;0;0;0
2020-01-19 00:45:00;17;0;7;3;17;0;5;4;0;0;0;0;0;0;0
2020-01-19 01:00:00;12;1;2;5;27;2;2;8;0;0;0;0;0;0;0
2020-01-19 01:15:00;10;0;5;2;20;2;9;6;0;0;0;0;0;0;0
2020-01-19 01:30:00;16;1;3;2;24;2;4;4;0;0;0;0;0;0;0
2020-01-19 01:45:00;8;0;4;2;33;1;5;4;0;0;0;0;0;0;0
2020-01-19 02:00:00;9;0;6;5;29;1;5;9;0;0;0;0;0;0;0
2020-01-19 02:15:00;13;1;5;2;21;3;6;9;0;0;0;0;0;0;0
2020-01-19 02:30:00;7;1;2;1;18;0;2;3;0;0;0;0;0;0;0
2020-01-19 02:45:00;8;0;2;3;25;1;2;5;0;0;0;0;0;0;0
2020-01-19 03:00:00;5;0;2;1;22;0;1;2;0;0;0;0;0;0;0
2020-01-19 03:15:00;11;0;3;1;15;3;5;4;0;0;0;0;0;0;0
2020-01-19 03:30:00;5;0;1;0;13;0;4;2;0;0;0;0;0;0;0
2020-01-19 03:45:00;3;1;3;1;10;0;4;6;0;0;0;0;0;0;0
2020-01-19 04:00:00;4;1;2;4;11;1;4;6;0;0;0;0;0;0;0
2020-01-19 04:15:00;6;1;3;2;8;1;1;6;0;5;0;0;0;0;0
2020-01-19 04:30:00;7;0;0;1;5;2;4;3;0;0;0;0;0;0;0
2020-01-19 04:45:00;4;0;4;2;6;1;1;6;0;0;0;0;0;0;0
2020-01-19 05:00:00;4;1;3;2;6;2;6;5;0;0;0;0;0;0;0
2020-01-19 05:15:00;5;2;6;0;7;1;1;5;0;0;0;0;0;0;0
2020-01-19 05:30:00;28;0;5;0;2;0;10;2;0;0;0;0;0;0;0
2020-01-19 05:45:00;20;1;8;2;4;0;8;2;0;0;0;2;0;0;0
2020-01-19 06:00:00;13;0;8;3;5;1;4;5;0;0;0;0;0;0;0
2020-01-19 06:15:00;19;0;5;3;7;2;3;5;0;0;0;0;0;0;0
2020-01-19 06:30:00;8;0;2;1;7;2;10;6;0;0;0;0;0;0;0
2020-01-19 06:45:00;13;0;8;3;5;1;11;10;0;0;0;0;0;0;0
2020-01-19 07:00:00;7;0;5;5;6;4;8;4;0;0;0;0;0;0;0
2020-01-19 07:15:00;12;3;5;2;13;2;4;9;0;0;1;0;0;0;0
2020-01-19 07:30:00;12;1;4;9;7;1;11;13;0;0;0;0;0;0;0
2020-01-19 07:45:00;21;3;10;4;6;4;9;10;0;0;0;0;0;0;0
2020-01-19 08:00:00;34;1;12;5;13;2;7;9;0;0;0;0;0;0;0
2020-01-19 08:15:00;42;1;6;3;12;2;13;9;0;0;0;0;0;0;0
2020-01-19 08:30:00;44;0;17;7;17;0;12;12;0;0;0;0;0;0;0
2020-01-19 08:45:00;55;3;12;4;26;2;18;17;0;0;0;0;0;0;0
2020-01-19 09:00:00;56;2;10;21;24;1;15;19;0;2;0;0;2;0;0
2020-01-19 09:15:00;45;1;13;11;40;5;23;16;0;0;2;0;0;0;0
2020-01-19 09:30:00;88;12;25;12;31;6;21;27;0;1;0;0;0;0;0
2020-01-19 09:45:00;89;9;26;16;47;10;16;24;0;0;0;0;0;0;0
2020-01-19 10:00:00;56;2;15;9;32;8;13;16;0;0;0;0;0;0;0
2020-01-19 10:15:00;59;4;16;9;43;8;21;21;0;0;0;0;0;0;0
2020-01-19 10:30:00;69;3;15;14;49;6;24;30;0;0;0;0;0;0;0
2020-01-19 10:45:00;81;2;18;15;54;4;50;25;0;0;0;0;0;0;3
2020-01-19 11:00:00;73;5;23;12;65;8;35;19;0;0;0;0;0;0;0
2020-01-19 11:15:00;73;2;12;10;41;4;30;21;0;0;0;0;0;0;0
2020-01-19 11:30:00;101;0;21;13;67;11;21;20;0;0;0;0;2;0;0
2020-01-19 11:45:00;91;4;20;10;71;6;29;20;0;0;0;0;0;0;0
2020-01-19 12:00:00;83;4;25;9;82;8;35;17;0;4;0;0;0;0;0
2020-01-19 12:15:00;64;1;26;18;70;3;28;21;0;0;0;0;0;0;0
2020-01-19 12:30:00;92;4;22;15;72;6;22;20;0;0;1;0;0;0;0
2020-01-19 12:45:00;86;4;19;14;64;5;26;17;0;0;0;0;0;0;0
2020-01-19 13:00:00;83;2;23;13;64;5;30;20;0;1;0;2;0;0;0
2020-01-19 13:15:00;92;0;23;17;83;8;21;17;0;0;1;0;0;5;0
2020-01-19 13:30:00;107;4;18;15;74;7;34;23;0;0;0;0;0;0;0
2020-01-19 13:45:00;102;4;28;16;74;5;27;17;0;0;1;1;0;0;0
2020-01-19 14:00:00;83;2;24;26;84;6;28;21;0;0;4;0;0;0;0
2020-01-19 14:15:00;114;2;23;21;81;10;39;22;0;0;1;0;0;1;0
2020-01-19 14:30:00;118;2;29;13;97;7;36;19;0;1;1;0;0;0;0
2020-01-19 14:45:00;113;2;23;20;71;7;38;23;0;0;7;0;0;0;0
2020-01-19 15:00:00;105;1;22;21;70;15;36;26;0;0;0;1;0;0;0
2020-01-19 15:15:00;113;3;28;10;84;3;31;20;0;1;1;0;0;0;0
2020-01-19 15:30:00;107;1;28;10;65;3;36;30;0;0;0;0;0;0;0
2020-01-19 15:45:00;103;5;25;16;91;6;36;22;0;1;0;0;0;0;0
2020-01-19 16:00:00;92;5;18;16;76;5;35;26;0;0;0;0;0;0;0
2020-01-19 16:15:00;87;3;28;10;88;7;28;24;0;0;0;0;0;0;0
2020-01-19 16:30:00;91;4;22;13;98;13;37;23;0;1;2;1;0;0;0
2020-01-19 16:45:00;92;5;23;12;74;9;37;25;0;0;0;0;0;0;0
2020-01-19 17:00:00;111;4;26;12;80;15;31;17;0;0;0;0;0;0;0
2020-01-19 17:15:00;107;1;22;14;75;9;29;23;0;1;1;0;0;0;0
2020-01-19 17:30:00;93;3;21;17;72;9;32;27;0;2;0;0;0;0;0
2020-01-19 17:45:00;95;2;20;11;71;8;32;23;0;0;0;0;0;0;0
2020-01-19 18:00:00;106;1;18;6;64;9;34;20;0;0;0;0;0;0;0
2020-01-19 18:15:00;94;5;24;13;68;1;30;20;0;9;0;0;0;0;0
2020-01-19 18:30:00;91;2;19;17;58;7;22;21;0;3;0;1;0;0;0
2020-01-19 18:45:00;69;3;22;9;67;4;27;15;0;1;0;0;0;0;0
2020-01-19 19:00:00;62;0;16;20;104;7;33;27;0;0;0;0;0;0;0
2020-01-19 19:15:00;65;2;9;8;68;5;23;14;0;0;0;0;0;0;0
2020-01-19 19:30:00;73;3;12;11;51;11;25;19;0;2;0;0;0;0;0
2020-01-19 19:45:00;58;2;10;3;45;6;18;10;0;1;1;0;1;2;0
2020-01-19 20:00:00;53;2;4;9;62;3;22;10;0;0;0;0;0;0;0
2020-01-19 20:15:00;45;2;10;11;50;5;19;18;0;0;2;0;0;0;0
2020-01-19 20:30:00;34;0;10;9;43;11;14;14;0;0;0;0;0;0;0
2020-01-19 20:45:00;43;2;12;10;45;5;15;10;0;0;7;0;0;0;0
2020-01-19 21:00:00;31;1;9;7;39;2;16;6;0;0;2;0;0;0;0
2020-01-19 21:15:00;33;1;10;4;36;4;21;8;0;0;0;0;0;0;0
2020-01-19 21:30:00;24;2;5;8;34;3;19;10;0;0;0;0;0;0;0
2020-01-19 21:45:00;20;5;7;6;62;0;10;12;0;0;0;0;0;0;0
2020-01-19 22:00:00;28;0;5;3;41;0;18;4;0;1;0;0;0;0;0
2020-01-19 22:15:00;21;1;6;9;42;2;13;13;0;0;0;0;0;0;0
2020-01-19 22:30:00;12;1;4;5;31;1;8;4;0;0;2;0;0;1;0
2020-01-19 22:45:00;12;1;5;6;17;1;7;8;0;0;0;0;0;0;0
2020-01-19 23:00:00;12;0;2;5;14;2;6;7;0;0;2;0;0;0;0
2020-01-19 23:15:00;8;0;3;1;13;3;4;4;0;0;0;9;0;0;0
2020-01-19 23:30:00;5;2;1;4;8;1;3;5;0;0;0;0;0;0;0
2020-01-19 23:45:00;9;1;3;4;14;4;4;11;0;0;0;0;0;0;0
