DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2020-04-04 00:00:00;0;0;0;0;0;0;1;1;1;1;0;1;2;9;11;1;0;0;21;0;0;0;0;0
2020-04-04 00:15:00;1;4;6;3;1;9;6;2;2;2;4;1;6;11;5;0;0;0;30;0;0;0;0;0
2020-04-04 00:30:00;1;1;1;0;0;4;5;2;4;2;3;0;3;6;5;0;0;0;30;0;0;0;0;0
2020-04-04 00:45:00;0;0;0;2;2;7;0;0;3;0;2;1;0;3;5;1;0;0;30;0;0;0;0;0
2020-04-04 01:00:00;0;0;0;0;0;2;2;1;2;0;5;1;1;4;2;0;0;0;38;0;0;0;0;0
2020-04-04 01:15:00;0;0;0;0;1;2;1;1;4;0;2;1;7;9;3;0;0;0;39;0;0;0;0;0
2020-04-04 01:30:00;0;0;0;0;2;2;2;1;2;1;1;0;3;7;4;0;0;0;36;0;0;0;0;0
2020-04-04 01:45:00;0;1;0;0;0;2;1;1;2;2;1;1;2;10;8;0;0;0;39;0;0;0;0;0
2020-04-04 02:00:00;0;0;0;0;1;1;2;2;3;0;1;2;2;5;4;0;0;0;39;0;0;0;0;0
2020-04-04 02:15:00;0;0;1;0;0;0;2;0;1;0;0;1;1;6;4;0;0;0;39;0;0;0;0;0
2020-04-04 02:30:00;0;0;0;0;0;2;2;0;1;0;1;0;0;3;4;1;0;0;39;0;0;0;0;0
2020-04-04 02:45:00;0;0;0;0;1;4;2;0;1;0;0;1;1;6;5;0;0;0;39;0;0;0;0;0
2020-04-04 03:00:00;0;0;0;0;1;3;2;2;2;0;1;0;1;5;5;0;0;0;39;0;0;0;0;0
2020-04-04 03:15:00;0;0;0;1;2;3;2;1;0;0;1;0;1;7;4;1;0;0;36;0;0;0;0;0
2020-04-04 03:30:00;0;0;0;0;0;3;2;4;3;0;0;1;4;8;4;2;0;0;36;0;0;0;0;0
2020-04-04 03:45:00;0;0;0;0;0;4;2;0;2;0;4;0;2;5;3;0;0;0;39;0;0;0;0;0
2020-04-04 04:00:00;0;0;1;1;0;4;3;0;1;0;1;0;2;5;4;0;0;0;39;0;0;0;0;0
2020-04-04 04:15:00;2;2;1;1;2;4;2;0;3;3;1;0;4;8;6;0;0;0;39;0;0;0;0;0
2020-04-04 04:30:00;0;1;2;1;0;6;5;2;1;1;5;1;2;10;7;0;0;0;39;0;0;0;0;0
2020-04-04 04:45:00;1;1;2;1;1;3;1;2;1;2;2;0;4;7;2;0;0;0;39;0;0;0;0;0
2020-04-04 05:00:00;2;1;0;0;0;4;4;1;6;4;2;2;8;13;6;0;0;0;27;0;0;0;0;0
2020-04-04 05:15:00;0;0;0;1;2;3;2;3;5;2;6;7;5;8;5;1;0;0;30;0;0;0;0;0
2020-04-04 05:30:00;0;0;1;4;2;17;6;1;5;8;18;13;18;29;15;1;0;0;30;0;0;0;0;0
2020-04-04 05:45:00;0;1;2;2;1;6;10;3;5;7;11;12;13;19;8;2;0;0;30;0;0;0;0;0
2020-04-04 06:00:00;0;2;2;2;2;5;10;7;6;4;8;7;12;17;8;1;0;0;30;0;0;0;0;0
2020-04-04 06:15:00;2;4;2;3;2;13;6;1;4;10;7;4;13;29;19;3;0;0;30;0;0;0;0;0
2020-04-04 06:30:00;1;4;3;0;2;8;4;8;11;11;7;5;14;29;20;1;0;0;30;0;0;0;0;0
2020-04-04 06:45:00;3;6;7;6;3;9;7;8;9;11;8;8;12;22;18;5;0;0;30;0;0;0;0;0
2020-04-04 07:00:00;1;6;4;4;3;15;7;9;11;10;8;3;11;26;22;10;0;0;30;0;0;0;0;0
2020-04-04 07:15:00;3;5;10;4;1;19;14;8;12;10;11;5;13;27;24;10;0;0;30;0;0;0;0;0
2020-04-04 07:30:00;5;6;10;5;6;20;9;8;13;17;10;5;13;26;24;11;0;0;30;0;0;0;0;0
2020-04-04 07:45:00;7;11;12;7;8;18;14;10;4;17;12;6;16;36;27;11;0;0;30;0;0;0;0;0
2020-04-04 08:00:00;8;8;18;8;5;9;17;13;10;15;10;7;11;29;29;9;0;0;30;0;0;0;0;0
2020-04-04 08:15:00;14;9;10;6;6;11;15;11;10;11;17;10;16;33;33;9;0;0;30;0;0;0;0;0
2020-04-04 08:30:00;7;12;18;7;5;21;18;10;13;21;16;11;35;51;33;8;0;0;30;0;0;0;0;0
2020-04-04 08:45:00;6;6;12;12;4;27;22;7;17;22;19;6;29;57;39;13;0;0;30;0;0;0;0;0
2020-04-04 09:00:00;6;11;14;7;8;17;17;11;14;13;24;14;30;60;45;12;0;0;30;0;0;0;0;0
2020-04-04 09:15:00;10;10;15;8;8;30;21;11;12;26;24;9;25;53;38;12;0;0;30;0;0;0;0;0
2020-04-04 09:30:00;13;13;15;7;8;27;38;18;17;27;20;16;36;62;40;13;0;0;30;0;0;0;0;0
2020-04-04 09:45:00;11;12;15;7;11;18;28;22;21;22;18;7;38;70;46;16;0;0;30;0;0;0;0;0
2020-04-04 10:00:00;10;8;17;10;13;32;37;24;24;17;21;16;49;90;61;13;0;0;30;0;0;0;0;0
2020-04-04 10:15:00;12;18;17;9;11;32;25;17;12;19;26;17;34;57;45;17;0;0;30;0;0;0;0;0
2020-04-04 10:30:00;12;13;20;7;9;35;39;27;23;23;27;17;39;65;43;12;0;0;30;0;0;0;0;0
2020-04-04 10:45:00;9;13;20;9;7;30;38;23;26;21;32;21;45;82;60;13;0;0;30;0;0;0;0;0
2020-04-04 11:00:00;12;10;23;8;16;24;22;23;29;27;25;26;46;82;57;13;0;0;30;0;0;0;0;0
2020-04-04 11:15:00;22;18;21;9;15;27;36;24;24;22;21;10;43;78;55;13;0;0;30;0;0;0;0;0
2020-04-04 11:30:00;11;11;21;13;7;39;40;26;26;17;33;24;45;65;51;9;0;0;27;0;0;0;0;0
2020-04-04 11:45:00;12;12;7;7;9;29;30;22;27;30;29;19;47;72;48;10;0;0;29;1;0;0;0;0
2020-04-04 12:00:00;8;12;23;13;5;30;39;23;25;12;34;26;52;86;60;12;0;0;30;0;0;0;0;0
2020-04-04 12:15:00;11;8;13;10;12;42;38;23;27;13;24;16;62;98;51;6;0;0;30;0;0;0;0;0
2020-04-04 12:30:00;10;10;23;8;6;39;39;21;23;16;29;21;38;70;50;5;0;0;30;0;0;0;0;0
2020-04-04 12:45:00;8;10;10;4;7;36;39;26;28;9;27;21;36;74;58;6;0;0;30;0;0;0;0;0
2020-04-04 13:00:00;11;16;25;13;7;37;38;25;18;16;27;16;43;78;52;9;0;0;30;0;0;0;0;0
2020-04-04 13:15:00;9;9;9;15;7;26;32;25;31;14;30;20;44;65;45;2;0;0;30;0;0;0;0;0
