DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DBL1);7(DBL2);8(DC1);9(DC2);10(DC3);11(DC4);12(DC5);13(DC6);14(DC7);15(TAFGA);16(TAFGB);17(TAFBA);18(TAFBB);19(TAFBC);20(TAFBD)
2020-10-26 00:00:00;0;1;0;2;0;0;0;1;2;0;1;1;0;1;0;0;0;0;0;0
2020-10-26 00:15:00;0;5;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-10-26 00:30:00;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 00:45:00;0;6;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 01:00:00;0;1;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 01:15:00;0;6;1;1;4;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0
2020-10-26 01:30:00;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 01:45:00;0;5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 02:00:00;0;5;0;3;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 02:15:00;1;6;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 02:30:00;0;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 02:45:00;0;3;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 03:00:00;0;3;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 03:15:00;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 03:30:00;0;3;0;2;2;0;0;0;0;2;1;0;2;1;0;0;0;0;0;0
2020-10-26 03:45:00;0;9;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 04:00:00;0;9;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 04:15:00;0;8;1;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 04:30:00;1;11;0;7;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 04:45:00;3;22;1;6;6;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-10-26 05:00:00;2;25;1;12;4;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-10-26 05:15:00;5;57;8;29;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 05:30:00;2;43;8;26;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 05:45:00;19;77;16;29;18;0;1;1;1;2;1;0;2;1;0;0;0;0;0;0
2020-10-26 06:00:00;11;58;13;34;6;2;1;0;0;3;0;0;3;0;0;0;0;0;0;0
2020-10-26 06:15:00;13;96;20;47;23;4;2;0;0;3;1;0;3;1;0;0;0;0;0;0
2020-10-26 06:30:00;23;96;28;63;24;2;2;1;0;3;2;0;3;2;0;0;0;0;0;0
2020-10-26 06:45:00;38;108;68;54;25;3;7;3;1;3;2;0;4;2;0;8;2;0;0;0
2020-10-26 07:00:00;25;115;49;57;19;5;3;1;1;2;3;1;2;3;0;0;0;0;0;0
2020-10-26 07:15:00;29;140;69;54;31;4;3;2;3;5;2;2;5;2;0;3;0;4;0;0
2020-10-26 07:30:00;29;99;43;53;22;2;3;5;2;11;3;2;10;3;0;0;0;0;0;0
2020-10-26 07:45:00;30;122;38;61;22;9;10;2;2;4;6;2;5;6;0;0;0;2;0;0
2020-10-26 08:00:00;25;100;42;54;19;6;6;2;3;7;2;3;7;2;0;2;0;7;0;0
2020-10-26 08:15:00;28;88;35;47;32;2;6;5;2;11;4;1;11;4;0;1;4;0;0;0
2020-10-26 08:30:00;17;89;26;42;34;5;10;1;1;11;1;0;10;2;0;0;0;7;0;0
2020-10-26 08:45:00;20;74;18;56;43;4;8;1;1;9;5;1;9;4;0;3;0;5;0;0
2020-10-26 09:00:00;16;67;19;38;43;8;6;4;3;12;4;2;11;6;0;1;0;2;0;0
2020-10-26 09:15:00;31;85;31;40;41;10;4;9;4;9;2;3;11;2;0;4;0;1;0;0
2020-10-26 09:30:00;21;67;20;48;42;8;5;5;3;9;7;1;10;7;0;1;0;0;0;0
2020-10-26 09:45:00;13;97;33;50;39;3;7;6;3;9;6;1;9;6;0;0;0;0;0;0
2020-10-26 10:00:00;20;102;25;49;53;11;4;3;2;9;7;2;9;6;0;2;0;5;0;0
2020-10-26 10:15:00;20;85;24;53;53;12;5;8;6;15;7;3;13;8;5;1;4;0;0;0
2020-10-26 10:30:00;25;98;25;52;50;6;10;5;5;13;5;2;13;6;0;0;0;12;0;0
2020-10-26 10:45:00;19;85;22;43;41;4;5;9;3;11;8;2;11;7;1;5;0;0;0;0
2020-10-26 11:00:00;20;85;21;50;31;8;5;5;5;18;13;3;18;12;0;2;0;0;0;0
2020-10-26 11:15:00;19;80;24;65;49;11;6;7;1;14;7;0;15;7;0;0;0;0;0;0
2020-10-26 11:30:00;17;90;21;64;52;5;4;12;5;16;6;3;15;8;0;0;0;0;0;0
2020-10-26 11:45:00;12;69;21;49;49;9;8;7;8;8;11;7;8;9;0;0;0;1;0;0
2020-10-26 12:00:00;17;87;14;63;51;7;13;4;6;17;9;5;16;11;0;1;0;8;0;0
2020-10-26 12:15:00;17;78;15;48;42;4;4;7;1;18;8;1;17;7;0;0;0;0;0;0
2020-10-26 12:30:00;6;102;29;50;43;6;6;7;4;10;8;4;9;9;0;0;0;0;0;0
2020-10-26 12:45:00;13;74;21;62;40;10;3;1;8;13;5;7;13;5;0;1;6;0;0;0
2020-10-26 13:00:00;13;95;27;52;45;8;6;8;6;14;6;4;15;7;0;0;0;0;0;0
2020-10-26 13:15:00;23;99;21;63;36;8;10;4;2;12;6;2;12;7;0;0;0;2;0;0
2020-10-26 13:30:00;14;87;14;59;38;4;5;8;3;14;6;2;14;6;4;0;0;0;0;0
2020-10-26 13:45:00;19;76;11;70;39;4;3;4;2;12;7;1;12;8;0;0;0;0;0;0
2020-10-26 14:00:00;24;92;29;71;55;6;6;3;3;15;9;0;14;9;4;5;0;0;0;0
2020-10-26 14:15:00;19;74;20;63;41;9;7;3;2;16;9;1;17;10;0;1;0;15;3;0
2020-10-26 14:30:00;14;89;32;70;39;5;9;14;6;17;9;1;16;8;0;3;0;3;0;0
2020-10-26 14:45:00;19;86;23;68;53;5;4;5;5;15;8;3;15;8;0;0;0;0;2;0
2020-10-26 15:00:00;14;82;31;84;48;8;6;6;4;11;7;3;11;6;0;0;6;0;0;0
2020-10-26 15:15:00;18;96;28;82;49;7;4;10;8;22;11;6;19;14;0;1;2;0;0;0
2020-10-26 15:30:00;25;88;18;72;47;2;8;7;3;27;9;2;28;9;0;1;0;3;0;0
2020-10-26 15:45:00;23;90;29;81;50;7;5;6;2;24;14;1;24;13;0;0;2;0;2;0
2020-10-26 16:00:00;29;99;30;104;49;7;6;5;7;30;18;6;27;15;0;0;0;2;0;0
2020-10-26 16:15:00;20;95;31;115;58;5;5;6;5;25;21;2;27;20;0;1;1;0;0;0
2020-10-26 16:30:00;25;97;18;113;47;5;4;7;5;23;16;3;22;16;1;0;3;0;0;0
2020-10-26 16:45:00;27;104;22;102;53;7;7;5;4;18;13;3;19;14;0;0;10;0;0;0
2020-10-26 17:00:00;19;94;29;107;53;7;5;9;7;23;15;4;21;15;1;0;0;0;0;0
2020-10-26 17:15:00;19;80;22;93;40;6;4;4;8;23;11;6;22;11;4;0;1;0;0;0
2020-10-26 17:30:00;14;83;27;79;39;9;3;8;6;19;12;3;19;10;0;0;0;2;0;0
2020-10-26 17:45:00;9;63;21;71;24;3;4;4;4;20;7;0;21;6;2;0;7;0;0;3
2020-10-26 18:00:00;7;62;10;75;17;7;3;1;3;18;7;2;17;7;0;0;0;0;0;0
2020-10-26 18:15:00;11;41;17;51;23;1;0;3;3;13;5;0;14;5;1;0;4;0;0;0
2020-10-26 18:30:00;8;33;4;37;21;4;4;4;8;11;12;5;13;10;0;0;0;0;0;0
2020-10-26 18:45:00;7;49;3;37;19;3;0;3;1;12;6;0;10;4;0;0;0;0;0;0
2020-10-26 19:00:00;5;22;3;39;12;3;1;1;1;9;5;0;11;4;0;0;0;0;0;0
2020-10-26 19:15:00;1;23;6;25;10;1;1;0;0;13;6;0;12;4;0;0;0;0;0;0
2020-10-26 19:30:00;5;24;4;37;9;2;0;2;1;7;2;0;7;2;0;0;0;0;0;0
2020-10-26 19:45:00;0;19;10;21;8;4;0;3;1;3;1;0;3;1;0;0;0;0;0;0
2020-10-26 20:00:00;2;21;3;25;8;1;0;2;5;6;2;3;6;2;0;0;0;0;0;0
2020-10-26 20:15:00;1;14;3;18;16;0;0;5;3;7;2;0;6;3;0;0;0;0;0;0
2020-10-26 20:30:00;0;19;0;22;8;1;2;1;1;1;0;1;1;0;0;0;0;0;0;0
2020-10-26 20:45:00;0;25;2;30;10;0;0;3;2;0;3;0;0;3;0;0;0;0;0;0
2020-10-26 21:00:00;0;14;1;31;4;1;0;1;0;2;1;1;2;0;0;0;0;0;0;0
2020-10-26 21:15:00;3;22;1;20;4;3;0;1;0;0;1;0;0;1;0;0;0;0;0;0
2020-10-26 21:30:00;1;12;2;15;4;0;2;0;0;3;0;0;3;0;0;0;0;0;0;0
2020-10-26 21:45:00;0;10;4;14;4;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 22:00:00;0;16;0;22;7;0;1;0;0;0;2;0;0;2;0;0;0;0;0;0
2020-10-26 22:15:00;1;12;2;35;11;1;1;1;1;2;2;0;2;2;0;0;0;0;0;0
2020-10-26 22:30:00;1;8;1;18;5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-10-26 22:45:00;0;11;0;10;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 23:00:00;0;9;1;6;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 23:15:00;0;8;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-26 23:30:00;0;9;0;3;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0
2020-10-26 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
