DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-05-25 00:00:00;0;5;5;8;3;0;0
2020-05-25 00:15:00;0;8;9;8;3;3;3
2020-05-25 00:30:00;0;7;7;10;4;0;0
2020-05-25 00:45:00;0;6;2;7;5;0;0
2020-05-25 01:00:00;0;5;9;3;3;0;0
2020-05-25 01:15:00;0;3;0;10;2;0;0
2020-05-25 01:30:00;0;2;2;7;1;0;0
2020-05-25 01:45:00;0;6;12;5;5;0;0
2020-05-25 02:00:00;0;4;21;2;0;0;0
2020-05-25 02:15:00;0;3;2;2;0;0;0
2020-05-25 02:30:00;0;2;3;3;0;0;0
2020-05-25 02:45:00;0;3;1;4;2;0;0
2020-05-25 03:00:00;0;2;1;6;3;0;0
2020-05-25 03:15:00;0;3;3;2;3;0;0
2020-05-25 03:30:00;0;1;1;5;2;0;0
2020-05-25 03:45:00;0;7;1;13;2;0;0
2020-05-25 04:00:00;0;4;4;4;1;0;0
2020-05-25 04:15:00;0;8;5;15;6;0;0
2020-05-25 04:30:00;0;9;6;12;5;0;0
2020-05-25 04:45:00;0;20;13;15;7;0;0
2020-05-25 05:00:00;3;44;24;34;5;0;0
2020-05-25 05:15:00;2;66;50;32;15;0;0
2020-05-25 05:30:00;6;47;53;34;14;3;3
2020-05-25 05:45:00;2;45;48;31;24;2;2
2020-05-25 06:00:00;1;49;34;29;27;4;4
2020-05-25 06:15:00;6;68;39;48;32;3;3
2020-05-25 06:30:00;2;98;37;65;44;7;7
2020-05-25 06:45:00;8;89;11;57;54;4;4
2020-05-25 07:00:00;3;106;3;53;57;5;4
2020-05-25 07:15:00;11;97;56;77;67;6;7
2020-05-25 07:30:00;9;149;127;81;85;3;3
2020-05-25 07:45:00;6;129;101;98;98;4;4
2020-05-25 08:00:00;4;97;52;84;66;6;6
2020-05-25 08:15:00;4;111;40;90;71;3;3
2020-05-25 08:30:00;8;99;91;102;90;6;4
2020-05-25 08:45:00;0;100;79;113;113;2;3
2020-05-25 09:00:00;13;97;2;85;76;3;3
2020-05-25 09:15:00;2;99;0;122;96;4;3
2020-05-25 09:30:00;0;104;34;106;84;5;6
2020-05-25 09:45:00;7;102;23;109;101;2;2
2020-05-25 10:00:00;9;104;18;118;94;3;3
2020-05-25 10:15:00;72;98;94;109;113;4;4
2020-05-25 10:30:00;1;116;107;118;98;4;4
2020-05-25 10:45:00;2;128;94;107;113;3;3
2020-05-25 11:00:00;27;96;87;104;110;3;3
2020-05-25 11:15:00;11;105;88;106;116;3;3
2020-05-25 11:30:00;10;106;115;109;129;6;6
2020-05-25 11:45:00;39;100;86;130;106;4;3
2020-05-25 12:00:00;15;92;85;114;119;3;4
2020-05-25 12:15:00;16;85;95;87;99;1;1
2020-05-25 12:30:00;9;110;110;103;95;4;4
2020-05-25 12:45:00;5;98;124;110;121;5;5
2020-05-25 13:00:00;12;98;125;134;114;2;2
2020-05-25 13:15:00;18;100;116;113;135;9;9
2020-05-25 13:30:00;5;140;120;100;105;6;6
2020-05-25 13:45:00;5;114;121;111;115;2;2
2020-05-25 14:00:00;2;112;101;111;112;3;3
2020-05-25 14:15:00;24;111;89;108;124;4;4
2020-05-25 14:30:00;3;89;105;118;144;8;7
2020-05-25 14:45:00;3;111;126;137;152;2;3
2020-05-25 15:00:00;10;104;108;124;134;5;5
2020-05-25 15:15:00;42;111;107;145;135;2;2
2020-05-25 15:30:00;16;102;91;126;154;5;5
2020-05-25 15:45:00;20;105;109;127;146;5;5
2020-05-25 16:00:00;21;108;113;116;140;4;4
2020-05-25 16:15:00;27;115;103;140;156;2;2
2020-05-25 16:30:00;27;118;99;132;141;5;5
2020-05-25 16:45:00;16;111;94;144;136;5;5
2020-05-25 17:00:00;19;118;118;151;174;4;4
2020-05-25 17:15:00;19;112;90;141;160;2;2
2020-05-25 17:30:00;10;120;109;124;144;6;6
2020-05-25 17:45:00;38;107;109;132;141;3;3
2020-05-25 18:00:00;18;109;91;114;107;3;3
2020-05-25 18:15:00;12;83;83;103;116;4;4
2020-05-25 18:30:00;1;81;77;99;88;5;5
2020-05-25 18:45:00;4;56;71;87;96;3;3
2020-05-25 19:00:00;8;80;63;83;70;3;3
2020-05-25 19:15:00;5;53;48;89;71;3;3
2020-05-25 19:30:00;6;67;56;57;60;5;5
2020-05-25 19:45:00;15;58;48;60;56;2;2
2020-05-25 20:00:00;3;40;38;58;42;3;3
2020-05-25 20:15:00;0;41;40;68;50;2;2
2020-05-25 20:30:00;3;42;37;53;33;3;3
2020-05-25 20:45:00;0;39;32;49;34;1;1
2020-05-25 21:00:00;0;42;45;53;34;3;3
2020-05-25 21:15:00;0;40;38;34;28;1;1
2020-05-25 21:30:00;7;36;34;36;33;1;1
2020-05-25 21:45:00;4;29;26;44;38;1;1
2020-05-25 22:00:00;0;25;32;52;41;2;2
2020-05-25 22:15:00;0;24;26;44;39;2;2
2020-05-25 22:30:00;0;27;26;26;18;2;2
2020-05-25 22:45:00;0;14;10;27;19;1;1
2020-05-25 23:00:00;0;23;16;20;17;2;2
2020-05-25 23:15:00;0;18;10;19;9;1;1
2020-05-25 23:30:00;0;5;10;11;8;1;1
2020-05-25 23:45:00;0;5;7;12;11;0;0
