DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBDRES)
2020-06-18 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-18 06:15:00;4;5;0;21;18;2;0;0;0;0;0;0
2020-06-18 06:30:00;3;11;0;35;19;4;0;0;0;0;0;0
2020-06-18 06:45:00;12;14;0;64;52;5;0;0;0;0;0;0
2020-06-18 07:00:00;9;7;0;44;35;2;0;0;0;0;0;0
2020-06-18 07:15:00;6;20;7;51;35;4;0;0;0;0;0;0
2020-06-18 07:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-18 07:45:00;16;22;1;72;43;5;2;0;0;3;0;0
2020-06-18 08:00:00;15;18;1;58;30;8;0;0;0;0;0;0
2020-06-18 08:15:00;15;18;2;66;35;4;0;0;0;0;0;0
2020-06-18 08:30:00;12;21;6;52;30;6;2;0;0;0;0;0
2020-06-18 08:45:00;19;22;4;64;30;12;0;0;0;0;0;0
2020-06-18 09:00:00;19;27;4;62;24;3;1;0;0;0;0;0
2020-06-18 09:15:00;20;24;4;51;14;11;1;0;0;1;0;0
2020-06-18 09:30:00;23;22;1;57;24;8;2;2;0;3;0;0
2020-06-18 09:45:00;21;24;4;57;38;11;0;0;0;0;0;0
2020-06-18 10:00:00;39;37;3;78;47;13;0;0;0;6;0;0
2020-06-18 10:15:00;53;57;6;84;39;15;4;1;0;5;0;0
2020-06-18 10:30:00;43;38;2;71;38;14;3;0;0;3;0;0
2020-06-18 10:45:00;44;57;4;68;42;9;2;0;0;5;0;0
2020-06-18 11:00:00;40;32;0;57;23;7;6;0;0;2;0;0
2020-06-18 11:15:00;46;43;6;62;44;12;4;0;0;8;0;0
2020-06-18 11:30:00;42;45;2;81;41;10;2;0;0;6;0;0
2020-06-18 11:45:00;50;59;5;70;45;15;3;0;1;10;2;0
2020-06-18 12:00:00;39;60;5;83;49;18;2;0;0;7;0;0
2020-06-18 12:15:00;47;74;4;70;44;19;1;0;0;9;0;0
2020-06-18 12:30:00;34;68;3;77;38;12;3;0;0;3;0;0
2020-06-18 12:45:00;162;68;4;69;87;20;1;0;0;3;1;0
2020-06-18 13:00:00;54;58;4;76;41;15;7;9;0;10;0;0
2020-06-18 13:15:00;51;41;4;69;37;9;1;0;0;6;0;0
2020-06-18 13:30:00;58;53;3;77;39;12;1;0;0;6;9;0
2020-06-18 13:45:00;50;53;9;62;38;12;7;0;0;1;0;0
2020-06-18 14:00:00;45;41;6;68;35;15;0;0;1;3;7;0
2020-06-18 14:15:00;53;41;5;74;52;13;5;0;0;9;0;0
2020-06-18 14:30:00;58;41;4;87;46;11;2;0;0;4;0;0
2020-06-18 14:45:00;57;41;3;66;37;18;5;0;0;5;2;0
2020-06-18 15:00:00;52;59;9;72;36;14;1;0;0;7;0;0
2020-06-18 15:15:00;51;57;5;61;35;9;2;0;1;10;1;0
2020-06-18 15:30:00;60;53;7;71;46;17;3;0;0;2;0;0
2020-06-18 15:45:00;68;68;8;74;42;12;0;0;0;6;0;0
2020-06-18 16:00:00;65;72;18;63;30;10;3;2;0;3;2;0
2020-06-18 16:15:00;59;72;16;81;41;16;2;0;0;5;0;0
2020-06-18 16:30:00;58;64;21;76;39;8;0;0;0;11;2;0
2020-06-18 16:45:00;74;66;17;55;34;12;3;1;0;5;0;0
2020-06-18 17:00:00;68;75;14;67;25;10;2;1;0;4;6;0
2020-06-18 17:15:00;54;55;13;68;42;13;2;0;1;3;0;0
2020-06-18 17:30:00;68;63;26;84;36;8;1;0;0;3;3;0
2020-06-18 17:45:00;76;68;16;62;31;14;0;0;0;5;1;0
2020-06-18 18:00:00;66;75;8;77;29;11;3;2;0;3;0;0
2020-06-18 18:15:00;43;56;11;67;30;10;4;7;0;6;2;0
2020-06-18 18:30:00;42;59;6;54;19;2;0;0;0;3;0;0
2020-06-18 18:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-18 19:00:00;54;57;5;31;10;10;0;0;0;2;0;0
2020-06-18 19:15:00;32;33;5;27;12;6;3;2;0;2;42;0
2020-06-18 19:30:00;34;35;3;24;13;5;0;0;0;0;0;0
2020-06-18 19:45:00;29;27;5;15;11;3;0;0;0;0;0;0
2020-06-18 20:00:00;13;13;1;6;4;1;0;0;0;0;0;0
2020-06-18 20:15:00;12;11;4;11;5;2;0;0;0;0;0;0
2020-06-18 20:30:00;7;5;1;4;9;1;0;0;0;0;0;0
2020-06-18 20:45:00;5;4;1;7;5;0;0;0;0;0;0;0
2020-06-18 21:00:00;4;5;2;10;8;2;0;0;0;0;0;0
2020-06-18 21:15:00;4;6;0;4;4;1;0;0;0;0;0;0
2020-06-18 21:30:00;6;4;2;1;2;0;0;0;0;0;0;0
2020-06-18 21:45:00;6;5;0;4;8;1;0;0;0;0;0;0
2020-06-18 22:00:00;6;7;2;6;8;2;0;0;0;0;0;0
2020-06-18 22:15:00;3;3;1;4;2;2;0;0;0;0;0;0
2020-06-18 22:30:00;3;6;1;7;4;0;0;0;0;0;0;0
2020-06-18 22:45:00;1;1;0;2;3;1;0;0;0;0;0;0
2020-06-18 23:00:00;3;1;1;2;1;0;0;0;0;0;0;0
2020-06-18 23:15:00;1;2;0;3;3;0;0;0;0;0;0;0
2020-06-18 23:30:00;3;4;0;4;4;2;0;0;0;0;0;0
2020-06-18 23:45:00;1;0;0;1;4;0;0;0;0;0;0;0
