DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBDRES)
2020-06-18 00:00:00;3;2;0;3;0;0;0;0;0;0;0;0
2020-06-18 00:15:00;1;1;0;2;3;1;0;0;0;0;0;0
2020-06-18 00:30:00;1;1;0;2;0;0;0;0;0;0;0;0
2020-06-18 00:45:00;0;1;0;1;2;1;0;0;0;0;0;0
2020-06-18 01:00:00;1;0;0;3;3;1;0;0;0;0;0;0
2020-06-18 01:15:00;0;0;0;0;1;0;0;0;0;0;0;0
2020-06-18 01:30:00;1;3;0;0;1;3;0;0;0;0;0;0
2020-06-18 01:45:00;1;2;0;2;0;0;0;0;0;0;0;0
2020-06-18 02:00:00;0;0;0;0;2;0;0;0;0;0;0;0
2020-06-18 02:15:00;1;3;0;1;1;0;0;0;0;0;0;0
2020-06-18 02:30:00;1;0;0;1;0;1;0;0;0;0;0;0
2020-06-18 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-18 03:00:00;0;1;0;1;1;0;0;0;0;0;0;0
2020-06-18 03:15:00;2;2;0;0;0;0;0;0;0;0;0;0
2020-06-18 03:30:00;4;3;0;0;3;0;0;0;0;0;0;0
2020-06-18 03:45:00;2;2;0;0;0;0;0;0;0;0;0;0
2020-06-18 04:00:00;0;0;1;1;1;0;0;0;0;0;0;0
2020-06-18 04:15:00;1;1;0;1;3;0;0;0;0;0;0;0
2020-06-18 04:30:00;1;2;0;1;4;0;0;0;0;0;0;0
2020-06-18 05:00:00;2;2;0;3;2;0;0;0;0;0;0;0
2020-06-18 05:15:00;1;1;0;3;7;0;0;0;0;0;0;0
2020-06-18 05:30:00;1;2;1;11;5;1;0;0;0;0;0;0
2020-06-18 05:45:00;4;5;1;11;16;0;0;0;0;0;0;0
