DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2020-07-03 00:00:00;9;17;2;4;9;3;1;5;1;0;1;0;0;0
2020-07-03 00:15:00;10;13;0;7;12;4;1;4;2;1;0;0;0;0
2020-07-03 00:30:00;9;16;0;4;8;3;2;2;0;0;0;0;0;0
2020-07-03 00:45:00;5;15;0;2;10;3;2;2;1;0;0;0;0;0
2020-07-03 01:00:00;2;9;0;4;12;1;1;1;0;0;0;0;0;0
2020-07-03 01:15:00;5;5;0;4;9;1;0;0;0;0;0;0;0;0
2020-07-03 01:30:00;3;6;0;3;7;1;1;0;2;1;0;0;0;0
2020-07-03 01:45:00;6;7;0;7;9;2;0;0;0;0;0;0;0;0
2020-07-03 02:00:00;4;4;0;4;9;0;0;0;0;0;0;0;0;0
2020-07-03 02:15:00;3;6;0;4;5;3;0;1;1;0;1;0;0;0
2020-07-03 02:30:00;5;6;0;3;5;2;0;0;0;0;0;0;0;0
2020-07-03 02:45:00;2;4;1;3;8;1;1;2;0;0;0;0;0;0
2020-07-03 03:00:00;2;4;0;5;7;0;0;0;0;0;0;0;0;0
2020-07-03 03:15:00;1;5;0;2;7;1;0;0;0;1;0;0;0;0
2020-07-03 03:30:00;6;3;0;3;8;1;0;0;0;0;0;0;0;0
2020-07-03 03:45:00;3;4;0;4;9;5;0;0;0;0;0;0;0;0
2020-07-03 04:00:00;3;7;0;5;10;0;0;0;0;0;0;0;0;0
2020-07-03 04:15:00;3;6;0;6;15;0;0;0;0;0;0;0;0;0
2020-07-03 04:30:00;13;11;0;6;16;1;0;0;0;0;0;0;0;0
2020-07-03 04:45:00;20;17;0;11;15;0;1;0;1;0;0;0;0;0
2020-07-03 05:00:00;43;42;0;14;23;2;2;1;0;0;0;0;0;0
2020-07-03 05:15:00;82;96;1;26;43;3;1;4;0;1;0;0;0;0
2020-07-03 05:30:00;76;104;0;30;45;5;1;1;1;0;0;0;0;0
2020-07-03 05:45:00;70;97;0;51;71;9;0;5;2;0;0;0;0;0
2020-07-03 06:00:00;42;71;0;62;97;13;0;2;1;0;0;0;1;0
2020-07-03 06:15:00;74;112;0;61;101;30;0;4;3;1;0;0;1;0
2020-07-03 06:30:00;109;151;0;73;94;33;3;14;1;4;0;0;4;0
2020-07-03 06:45:00;111;149;0;60;78;42;3;21;5;6;0;0;0;0
2020-07-03 07:00:00;93;134;0;72;81;48;7;14;1;7;1;0;0;0
2020-07-03 07:15:00;124;150;1;83;117;85;11;16;12;14;0;0;12;0
2020-07-03 07:30:00;129;154;1;100;99;107;34;36;5;29;1;2;7;0
2020-07-03 07:45:00;150;189;0;83;99;85;23;33;19;25;3;4;5;0
2020-07-03 08:00:00;110;130;1;68;96;59;9;20;12;11;1;6;2;0
2020-07-03 08:15:00;84;124;2;68;82;59;5;19;8;20;2;19;1;2
2020-07-03 08:30:00;97;140;0;82;95;49;8;19;5;13;2;0;4;6
2020-07-03 08:45:00;114;148;0;77;111;65;13;21;9;15;3;0;1;2
2020-07-03 09:00:00;90;129;2;70;93;48;9;19;3;12;1;9;8;1
2020-07-03 09:15:00;87;150;0;71;105;49;11;19;16;5;4;12;2;2
2020-07-03 09:30:00;93;152;5;84;113;44;18;20;8;16;1;3;3;0
2020-07-03 09:45:00;84;135;2;82;102;84;13;24;21;17;6;0;3;3
2020-07-03 10:00:00;93;142;5;89;105;51;13;18;6;16;3;0;3;6
2020-07-03 10:15:00;105;150;6;88;85;57;11;23;11;11;1;3;6;1
2020-07-03 10:30:00;83;141;2;111;132;67;13;23;12;7;9;17;10;9
2020-07-03 10:45:00;97;135;1;83;113;65;18;23;14;22;5;4;2;2
2020-07-03 11:00:00;86;140;5;102;112;66;19;30;13;12;6;5;1;2
2020-07-03 11:15:00;90;127;4;87;112;62;22;37;14;11;10;3;4;6
2020-07-03 11:30:00;109;143;3;100;96;64;18;26;11;11;4;0;17;0
2020-07-03 11:45:00;92;158;0;108;118;63;14;28;16;10;11;3;17;2
2020-07-03 12:00:00;97;135;2;104;112;54;16;28;12;9;7;0;4;2
2020-07-03 12:15:00;94;148;3;120;127;65;29;44;15;17;6;1;10;4
2020-07-03 12:30:00;117;157;2;115;133;49;19;44;12;5;2;4;16;5
2020-07-03 12:45:00;112;148;5;112;114;80;17;34;12;7;0;10;9;2
2020-07-03 13:00:00;117;153;1;104;137;57;35;50;20;6;19;5;19;8
2020-07-03 13:15:00;125;167;2;118;141;73;26;42;23;17;6;7;8;4
2020-07-03 13:30:00;92;163;1;102;116;64;23;34;7;7;2;4;8;0
2020-07-03 13:45:00;121;170;3;106;118;53;10;31;10;22;4;0;12;3
2020-07-03 14:00:00;105;166;2;111;137;65;13;23;12;5;6;7;5;1
2020-07-03 14:15:00;102;164;1;106;134;48;17;28;8;10;5;0;23;2
2020-07-03 14:30:00;108;160;0;156;137;102;16;34;8;13;8;0;11;0
2020-07-03 14:45:00;121;135;0;122;109;96;18;39;11;12;2;11;21;10
2020-07-03 15:00:00;100;145;0;121;125;88;25;31;13;14;3;12;2;14
2020-07-03 15:15:00;67;120;0;116;110;92;13;28;16;10;13;2;12;3
2020-07-03 15:30:00;102;158;0;107;132;65;17;29;9;10;8;7;11;1
2020-07-03 15:45:00;101;137;0;136;109;74;16;24;10;11;10;2;3;6
2020-07-03 16:00:00;112;170;3;116;115;66;15;27;8;11;6;8;8;12
2020-07-03 16:15:00;100;166;3;118;106;70;16;24;19;18;9;19;4;10
2020-07-03 16:30:00;98;154;2;126;104;61;15;27;7;21;25;14;21;19
2020-07-03 16:45:00;91;139;1;115;118;65;10;24;13;13;0;2;10;4
2020-07-03 17:00:00;118;146;2;108;112;64;17;33;15;18;2;10;8;0
2020-07-03 17:15:00;110;157;1;125;127;59;15;27;12;20;5;6;9;4
2020-07-03 17:30:00;105;148;0;103;121;59;14;16;7;10;9;3;6;0
2020-07-03 17:45:00;102;153;2;101;102;61;12;20;13;17;1;14;32;1
2020-07-03 18:00:00;103;135;2;91;103;64;10;25;8;8;3;4;4;0
2020-07-03 18:15:00;106;134;4;88;104;68;10;26;11;12;0;1;20;0
2020-07-03 18:30:00;89;129;2;90;91;57;15;26;9;12;1;18;4;11
2020-07-03 18:45:00;85;134;0;103;99;81;12;30;21;20;9;3;7;3
2020-07-03 19:00:00;99;139;0;89;108;58;19;20;12;7;5;2;12;8
2020-07-03 19:15:00;79;130;1;63;80;56;17;22;9;11;3;3;11;3
2020-07-03 19:30:00;77;110;1;66;71;57;9;19;7;12;6;0;25;3
2020-07-03 19:45:00;82;93;0;74;78;53;10;21;5;13;3;2;1;1
2020-07-03 20:00:00;60;88;0;97;96;47;16;19;5;10;13;1;1;6
2020-07-03 20:15:00;51;88;0;69;81;48;9;18;13;5;0;20;4;0
2020-07-03 20:30:00;50;91;0;55;57;38;11;13;12;4;2;1;6;1
2020-07-03 20:45:00;67;98;0;44;60;31;13;18;12;5;5;2;0;0
2020-07-03 21:00:00;70;102;1;65;70;31;8;13;4;8;4;0;13;1
2020-07-03 21:15:00;96;114;0;47;62;19;8;14;2;8;3;1;5;53
2020-07-03 21:30:00;58;97;0;45;61;29;18;19;4;3;0;7;2;3
2020-07-03 21:45:00;36;62;1;49;66;34;13;15;3;3;0;0;0;0
2020-07-03 22:00:00;50;68;1;41;60;18;20;26;9;10;2;4;1;0
2020-07-03 22:15:00;37;64;0;62;60;24;11;18;7;0;0;0;4;0
2020-07-03 22:30:00;35;62;1;33;51;19;12;17;6;0;6;4;0;13
2020-07-03 22:45:00;31;53;0;31;44;8;8;18;6;0;2;0;0;0
2020-07-03 23:00:00;25;51;1;28;40;10;9;14;3;6;1;0;2;1
2020-07-03 23:15:00;23;50;0;19;30;14;15;14;4;5;8;0;0;1
2020-07-03 23:30:00;29;41;0;28;27;7;15;15;6;0;2;0;0;1
2020-07-03 23:45:00;18;41;0;21;40;14;8;10;4;0;0;1;0;0
