DATUM;1(DA1);2(DB1);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBD)
2019-08-08 00:00:00;17;0;15;0;0;0;0;0;0;0;0;0
2019-08-08 00:15:00;14;0;6;0;0;0;0;0;0;0;0;0
2019-08-08 00:30:00;7;0;6;0;0;0;0;0;0;0;0;0
2019-08-08 00:45:00;6;0;5;0;0;0;0;0;0;0;0;0
2019-08-08 01:00:00;4;0;3;0;0;0;0;0;0;0;0;0
2019-08-08 01:15:00;0;0;3;0;0;0;0;0;0;0;0;0
2019-08-08 01:30:00;7;0;5;0;0;0;0;0;0;0;0;0
2019-08-08 01:45:00;1;0;3;0;0;0;0;0;0;0;0;0
2019-08-08 02:00:00;1;0;6;0;0;0;0;0;0;0;0;0
2019-08-08 02:15:00;2;0;1;0;0;0;0;0;0;0;0;0
2019-08-08 02:30:00;3;0;3;0;0;0;0;0;0;0;0;0
2019-08-08 02:45:00;2;0;3;0;0;0;0;0;0;0;0;0
2019-08-08 03:00:00;3;0;2;0;0;0;0;0;0;0;0;0
2019-08-08 03:15:00;2;0;4;0;0;0;0;0;0;0;0;0
2019-08-08 03:30:00;4;0;8;0;0;0;0;0;0;0;0;0
2019-08-08 03:45:00;3;0;5;0;0;0;0;0;0;0;0;0
2019-08-08 04:00:00;5;0;13;0;0;0;0;0;0;0;0;0
2019-08-08 04:15:00;3;0;5;0;0;0;0;0;0;0;0;0
2019-08-08 04:30:00;3;0;15;0;0;0;0;0;0;0;0;0
2019-08-08 04:45:00;3;0;27;0;0;0;0;0;0;0;0;0
2019-08-08 05:00:00;11;0;74;0;0;0;0;0;0;0;0;0
2019-08-08 05:15:00;7;0;74;0;0;0;0;0;0;0;0;0
2019-08-08 05:30:00;20;0;123;0;0;0;0;0;0;0;0;0
2019-08-08 05:45:00;47;0;104;0;0;0;0;0;0;0;0;0
2019-08-08 06:00:00;47;0;113;0;1;0;0;0;0;0;0;0
2019-08-08 06:15:00;32;0;154;0;7;0;0;0;0;0;0;0
2019-08-08 06:30:00;34;0;148;0;7;1;0;0;0;0;0;0
2019-08-08 06:45:00;39;0;174;0;7;0;0;0;0;1;1;0
2019-08-08 07:00:00;35;0;153;0;9;0;0;0;0;1;0;0
2019-08-08 07:15:00;34;0;152;0;8;1;0;0;0;2;0;0
2019-08-08 07:30:00;54;0;185;0;12;1;0;0;0;0;0;0
2019-08-08 07:45:00;66;0;168;0;9;1;0;0;0;1;0;0
2019-08-08 08:00:00;56;0;170;0;11;0;0;0;0;2;0;0
2019-08-08 08:15:00;41;0;131;0;8;1;0;0;0;2;4;0
