DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DD1);7(DE1);8(DE2);9(TAFBC);10(TAFGDE);11(TAFBDE);12(DC3);13(TARDB);14(TARDC);15(TARDD)
2019-12-01 00:00:00;44;18;1;1;3;0;42;36;0;0;0;3;0;0;0
2019-12-01 00:15:00;48;41;3;0;1;1;62;49;0;0;0;3;0;0;0
2019-12-01 00:30:00;42;24;5;0;1;0;54;37;0;0;0;1;0;0;0
2019-12-01 00:45:00;55;24;2;0;1;0;39;33;0;0;0;2;0;0;0
2019-12-01 01:00:00;43;25;2;0;0;0;51;35;0;0;0;0;0;0;0
2019-12-01 01:15:00;42;29;0;2;0;0;58;47;0;0;0;0;0;0;0
2019-12-01 01:30:00;27;11;0;0;1;1;44;44;0;0;0;1;0;0;0
2019-12-01 01:45:00;17;11;2;0;1;0;41;36;0;0;0;1;0;0;0
2019-12-01 02:00:00;32;13;0;0;1;0;30;27;0;0;0;1;0;0;0
2019-12-01 02:15:00;27;12;0;0;0;0;32;23;0;0;0;0;0;0;0
2019-12-01 02:30:00;24;12;0;0;0;0;24;17;0;0;0;0;0;0;0
2019-12-01 02:45:00;21;8;1;0;0;1;38;27;0;0;0;0;0;0;0
2019-12-01 03:00:00;22;12;1;0;0;0;22;22;0;0;0;0;0;0;0
2019-12-01 03:15:00;17;8;0;0;0;0;26;24;0;0;0;0;0;0;0
2019-12-01 03:30:00;20;9;0;0;1;0;17;14;0;0;0;1;0;0;0
2019-12-01 03:45:00;15;10;0;0;0;0;25;23;0;0;0;0;0;0;0
2019-12-01 04:00:00;12;6;0;0;0;0;10;9;0;0;0;0;0;0;0
2019-12-01 04:15:00;12;3;0;0;0;0;20;12;0;0;0;0;0;0;0
2019-12-01 04:30:00;11;10;0;0;0;0;10;9;0;0;0;0;0;0;0
2019-12-01 04:45:00;16;10;0;0;2;0;18;11;0;0;0;2;0;0;0
2019-12-01 05:00:00;9;5;0;0;1;0;27;21;0;0;0;1;0;0;0
2019-12-01 05:15:00;16;5;1;0;0;1;21;14;0;0;0;1;0;0;0
2019-12-01 05:30:00;25;19;0;0;0;0;12;11;0;0;0;0;0;0;0
2019-12-01 05:45:00;20;19;0;0;0;0;23;17;0;0;0;0;0;0;0
2019-12-01 06:00:00;19;15;0;0;0;0;25;20;0;0;0;0;0;0;0
2019-12-01 06:15:00;14;12;0;0;0;0;28;21;0;0;0;0;0;0;0
2019-12-01 06:30:00;11;13;0;0;0;1;35;22;0;0;0;0;0;0;0
2019-12-01 06:45:00;15;8;0;2;0;0;31;23;0;0;0;0;0;0;0
2019-12-01 07:00:00;24;18;0;0;0;1;28;23;0;0;0;0;0;0;0
2019-12-01 07:15:00;21;15;0;0;0;0;38;23;0;0;0;0;0;0;0
2019-12-01 07:30:00;26;20;0;0;0;0;46;31;0;0;0;0;0;0;0
2019-12-01 07:45:00;25;27;0;0;2;0;40;41;0;0;0;2;0;0;0
2019-12-01 08:00:00;20;18;0;0;3;0;40;41;0;0;0;3;0;0;0
2019-12-01 08:15:00;30;27;3;0;0;0;44;41;0;0;0;0;0;0;0
2019-12-01 08:30:00;32;30;1;0;1;1;68;70;0;0;0;2;0;0;0
2019-12-01 08:45:00;39;43;2;0;1;2;73;83;0;0;0;0;0;0;0
2019-12-01 09:00:00;39;37;1;0;6;1;74;78;0;0;0;7;6;0;0
2019-12-01 09:15:00;41;45;2;0;2;4;67;112;0;0;0;3;0;0;0
2019-12-01 09:30:00;59;67;8;1;5;1;77;112;0;0;0;9;0;0;0
2019-12-01 09:45:00;67;73;4;0;5;1;77;117;0;0;0;6;0;0;0
2019-12-01 10:00:00;53;71;3;2;6;3;69;127;0;0;0;6;0;0;0
2019-12-01 10:15:00;60;71;9;0;4;2;92;135;0;0;0;5;0;0;0
2019-12-01 10:30:00;76;82;13;0;0;2;72;145;0;0;0;1;0;0;0
2019-12-01 10:45:00;78;101;2;0;1;2;67;147;0;0;0;2;0;0;0
2019-12-01 11:00:00;73;84;4;1;9;1;68;146;0;0;0;10;2;1;0
2019-12-01 11:15:00;74;83;7;0;8;1;71;194;0;0;0;8;0;0;0
2019-12-01 11:30:00;65;62;4;0;5;2;56;182;0;0;0;6;0;0;0
2019-12-01 11:45:00;69;86;8;0;1;2;66;202;0;0;0;3;0;0;1
2019-12-01 12:00:00;57;83;10;2;8;2;62;211;0;0;0;9;0;0;2
2019-12-01 12:15:00;59;63;6;4;10;2;73;204;0;0;0;12;0;0;3
2019-12-01 12:30:00;79;93;4;2;6;1;60;175;0;0;0;6;0;0;1
2019-12-01 12:45:00;54;78;3;3;12;2;79;176;0;0;0;13;0;0;0
2019-12-01 13:00:00;60;80;3;0;5;4;73;159;0;0;0;6;0;0;0
2019-12-01 13:15:00;65;85;9;1;7;1;67;172;0;0;0;8;0;0;0
2019-12-01 13:30:00;60;91;8;1;4;0;71;202;0;0;0;4;0;0;2
2019-12-01 13:45:00;72;84;2;0;4;4;76;171;0;0;0;4;0;3;3
2019-12-01 14:00:00;79;94;8;1;6;0;99;197;0;0;0;6;3;0;0
2019-12-01 14:15:00;78;98;7;0;8;4;57;206;0;0;0;10;0;0;0
2019-12-01 14:30:00;72;86;6;1;5;2;81;210;0;0;0;9;0;0;1
2019-12-01 14:45:00;66;83;9;0;8;4;49;209;0;0;0;10;0;0;4
2019-12-01 15:00:00;78;96;9;0;5;1;55;205;0;0;0;8;0;0;0
