DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2019-10-07 00:00:00;8;10;5;15;8;1;1;4;0;1;1
2019-10-07 00:15:00;16;19;9;23;12;2;1;7;0;1;1
2019-10-07 00:30:00;11;18;7;24;12;3;2;3;0;3;2
2019-10-07 00:45:00;18;21;10;12;4;3;2;2;0;6;1
2019-10-07 01:00:00;13;13;8;6;5;0;2;2;0;1;2
2019-10-07 01:15:00;5;5;6;12;4;2;0;2;0;0;0
2019-10-07 01:30:00;9;10;10;10;5;3;1;3;0;1;1
2019-10-07 01:45:00;10;12;8;7;6;0;0;3;0;2;1
2019-10-07 02:00:00;6;7;4;5;1;0;0;1;0;1;0
2019-10-07 02:15:00;17;19;11;3;3;2;0;2;0;0;0
2019-10-07 02:30:00;7;7;6;8;1;0;1;0;0;1;0
2019-10-07 02:45:00;8;12;7;8;1;1;1;2;0;0;1
2019-10-07 03:00:00;8;8;10;10;7;2;0;0;0;0;1
2019-10-07 03:15:00;8;11;2;6;1;2;0;1;0;0;1
2019-10-07 03:30:00;10;10;9;9;6;1;0;2;0;0;2
2019-10-07 03:45:00;6;7;5;8;1;2;0;1;0;0;2
2019-10-07 04:00:00;14;17;3;5;3;0;1;2;0;0;0
2019-10-07 04:15:00;16;18;9;6;5;0;0;2;0;3;4
2019-10-07 04:30:00;33;32;16;11;9;4;1;10;0;5;7
2019-10-07 04:45:00;39;41;23;11;5;5;1;7;0;5;5
2019-10-07 05:00:00;66;74;53;20;19;13;3;8;0;8;10
2019-10-07 05:15:00;79;83;71;25;22;49;8;7;0;14;17
2019-10-07 05:30:00;86;96;75;31;21;20;9;23;0;21;29
2019-10-07 05:45:00;102;126;94;36;31;22;16;25;0;13;19
2019-10-07 06:00:00;98;114;80;57;40;20;7;32;0;15;23
2019-10-07 06:15:00;129;157;132;71;44;31;7;20;0;24;38
2019-10-07 06:30:00;141;164;113;78;70;27;58;44;0;33;51
2019-10-07 06:45:00;171;196;123;111;103;44;14;40;0;26;42
2019-10-07 07:00:00;134;162;161;119;85;42;17;32;0;32;51
2019-10-07 07:15:00;167;206;166;136;112;77;55;40;0;41;80
2019-10-07 07:30:00;130;167;135;146;108;62;78;39;0;60;80
2019-10-07 07:45:00;148;182;158;124;133;67;84;41;0;59;76
2019-10-07 08:00:00;149;181;172;121;132;49;86;45;0;38;54
2019-10-07 08:15:00;135;158;156;137;117;50;48;45;0;39;55
2019-10-07 08:30:00;144;174;185;144;110;38;16;49;0;35;37
2019-10-07 08:45:00;130;173;133;127;96;31;45;45;0;34;44
2019-10-07 09:00:00;133;160;120;126;98;28;26;40;0;27;28
2019-10-07 09:15:00;114;142;118;123;99;32;12;43;0;27;42
2019-10-07 09:30:00;125;154;113;115;97;34;14;46;0;32;42
2019-10-07 09:45:00;118;151;129;156;97;28;17;54;0;25;42
2019-10-07 10:00:00;131;159;112;111;88;23;22;46;0;34;32
2019-10-07 10:15:00;119;156;114;108;87;27;15;52;0;31;36
2019-10-07 10:30:00;120;155;130;117;90;30;17;42;0;28;25
2019-10-07 10:45:00;116;164;103;118;92;29;40;70;0;30;31
2019-10-07 11:00:00;125;161;121;127;98;26;13;46;0;32;30
2019-10-07 11:15:00;125;155;113;142;110;28;18;47;0;33;26
2019-10-07 11:30:00;104;146;123;111;88;21;11;42;0;25;29
2019-10-07 11:45:00;87;120;114;112;92;33;18;39;0;22;28
2019-10-07 12:00:00;104;168;158;123;96;18;11;72;0;23;29
2019-10-07 12:15:00;116;153;106;134;101;25;16;54;0;22;26
2019-10-07 12:30:00;112;157;97;132;114;29;9;61;0;28;28
2019-10-07 12:45:00;115;159;116;148;101;23;14;56;0;22;22
2019-10-07 13:00:00;123;167;114;140;103;34;13;79;0;28;39
2019-10-07 13:15:00;119;166;130;137;106;41;17;55;0;27;30
2019-10-07 13:30:00;114;172;115;152;117;60;42;53;0;26;44
2019-10-07 13:45:00;119;165;121;137;106;87;32;62;0;26;41
2019-10-07 14:00:00;117;154;135;135;112;23;32;61;0;23;36
2019-10-07 14:15:00;110;160;104;153;118;28;13;77;0;24;30
2019-10-07 14:30:00;116;170;107;147;132;23;11;74;0;31;54
