DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-06-05 00:00:00;7;12;9;4;0;0;0
2020-06-05 00:15:00;7;13;13;10;0;3;0
2020-06-05 00:30:00;10;9;10;10;0;1;0
2020-06-05 00:45:00;3;7;6;8;1;2;0
2020-06-05 01:00:00;3;4;7;11;1;1;0
2020-06-05 01:15:00;6;9;5;4;0;1;0
2020-06-05 01:30:00;10;7;10;9;0;2;0
2020-06-05 01:45:00;6;7;5;8;0;3;0
2020-06-05 02:00:00;4;2;5;0;0;0;0
2020-06-05 02:15:00;8;2;8;5;1;1;0
2020-06-05 02:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-05 02:45:00;2;3;4;1;0;0;0
2020-06-05 03:00:00;6;2;7;6;0;1;0
2020-06-05 03:15:00;2;2;4;3;0;0;0
2020-06-05 03:30:00;2;1;6;3;0;0;0
2020-06-05 03:45:00;9;6;7;3;0;1;0
2020-06-05 04:00:00;4;10;7;1;0;0;0
2020-06-05 04:15:00;10;10;11;2;3;0;0
2020-06-05 04:30:00;19;16;25;11;2;1;0
2020-06-05 04:45:00;19;20;45;11;2;3;0
2020-06-05 05:00:00;30;23;109;59;8;15;0
2020-06-05 05:15:00;34;42;217;134;3;26;0
2020-06-05 05:30:00;47;65;222;136;4;14;0
2020-06-05 05:45:00;118;141;165;79;12;10;0
2020-06-05 06:00:00;168;196;115;71;12;10;0
2020-06-05 06:15:00;89;113;144;80;16;22;0
2020-06-05 06:30:00;78;117;182;145;16;34;0
2020-06-05 06:45:00;73;93;170;129;13;28;0
2020-06-05 07:00:00;63;90;119;110;14;21;0
2020-06-05 07:15:00;58;87;136;146;7;17;0
2020-06-05 07:30:00;70;96;150;124;30;28;0
2020-06-05 07:45:00;59;80;141;124;19;22;0
2020-06-05 08:00:00;69;87;106;92;18;25;0
2020-06-05 08:15:00;55;80;111;86;18;18;0
2020-06-05 08:30:00;67;91;120;106;17;27;0
2020-06-05 08:45:00;67;93;105;106;12;21;0
2020-06-05 09:00:00;57;91;90;104;11;13;0
2020-06-05 09:15:00;58;86;110;107;15;15;1
2020-06-05 09:30:00;71;107;102;106;14;19;2
2020-06-05 09:45:00;82;123;114;120;17;10;0
2020-06-05 10:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-05 10:15:00;80;126;109;121;31;18;0
2020-06-05 10:30:00;98;152;103;114;16;23;0
2020-06-05 10:45:00;77;111;102;117;15;27;0
2020-06-05 11:00:00;82;125;97;119;41;26;0
2020-06-05 11:15:00;110;148;105;113;23;27;2
2020-06-05 11:45:00;105;153;134;147;19;25;0
2020-06-05 12:00:00;148;197;115;119;17;19;4
2020-06-05 12:15:00;111;165;127;115;14;14;0
2020-06-05 12:30:00;127;182;129;163;27;25;0
2020-06-05 12:45:00;115;172;118;111;20;31;12
2020-06-05 13:00:00;152;207;143;150;22;31;2
2020-06-05 13:15:00;140;179;182;169;31;30;0
2020-06-05 13:30:00;114;166;169;152;18;28;0
2020-06-05 13:45:00;128;187;197;186;14;43;0
2020-06-05 14:00:00;178;227;161;175;24;42;1
2020-06-05 14:15:00;194;255;114;128;22;28;0
2020-06-05 14:30:00;230;281;117;149;27;38;0
2020-06-05 14:45:00;221;262;128;154;14;25;4
2020-06-05 15:00:00;159;215;134;165;18;37;0
2020-06-05 15:15:00;191;246;115;131;25;31;0
2020-06-05 15:30:00;160;216;114;159;23;28;7
2020-06-05 15:45:00;141;188;99;125;27;19;4
2020-06-05 16:00:00;146;192;110;126;11;37;0
2020-06-05 16:15:00;136;206;107;140;24;20;0
2020-06-05 16:30:00;120;190;106;137;16;36;10
2020-06-05 16:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-05 17:00:00;103;175;105;133;25;36;0
2020-06-05 17:15:00;101;159;124;157;17;23;1
2020-06-05 17:30:00;93;153;112;110;19;29;0
2020-06-05 17:45:00;88;140;110;125;23;28;0
2020-06-05 18:00:00;103;147;108;115;18;24;2
2020-06-05 18:15:00;98;164;87;111;29;34;0
2020-06-05 18:30:00;74;117;87;95;20;24;0
2020-06-05 18:45:00;79;126;77;77;22;21;0
2020-06-05 19:00:00;84;107;93;105;16;24;0
2020-06-05 19:15:00;67;95;80;86;8;23;0
2020-06-05 19:30:00;60;91;78;72;10;15;1
2020-06-05 19:45:00;57;78;54;60;4;16;0
2020-06-05 20:00:00;61;77;77;51;12;18;0
2020-06-05 20:15:00;65;88;70;69;7;15;0
2020-06-05 20:30:00;47;70;78;60;7;6;0
2020-06-05 20:45:00;50;69;106;73;8;11;0
2020-06-05 21:00:00;37;58;142;84;5;13;0
2020-06-05 21:15:00;43;58;215;103;10;16;0
2020-06-05 21:30:00;42;65;119;74;3;19;0
2020-06-05 21:45:00;100;115;79;48;4;9;0
2020-06-05 22:00:00;136;156;46;39;5;11;0
2020-06-05 22:15:00;68;83;55;47;6;17;0
2020-06-05 22:30:00;47;41;40;31;2;16;0
2020-06-05 22:45:00;40;40;36;28;3;17;0
2020-06-05 23:00:00;28;37;29;29;1;11;0
2020-06-05 23:15:00;20;25;34;17;4;6;0
2020-06-05 23:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-05 23:45:00;23;23;22;29;5;8;0
