DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2019-08-27 00:00:00;0;3;1;1;3;9;3;1;4;1;0;0;1
2019-08-27 00:15:00;2;1;0;0;9;8;5;4;4;3;0;0;0
2019-08-27 00:30:00;3;2;0;0;7;11;4;1;0;0;0;0;0
2019-08-27 00:45:00;1;1;0;0;7;7;3;2;2;1;0;0;0
2019-08-27 01:00:00;0;0;0;0;5;4;3;1;2;1;0;0;0
2019-08-27 01:15:00;3;1;0;0;5;9;2;0;0;0;0;0;0
2019-08-27 01:30:00;0;0;0;0;2;3;3;2;1;0;0;0;0
2019-08-27 01:45:00;1;1;1;0;1;1;1;0;2;1;0;0;0
2019-08-27 02:00:00;1;1;0;0;2;2;0;1;1;1;0;0;0
2019-08-27 02:15:00;1;1;0;0;1;3;2;0;1;1;0;0;0
2019-08-27 02:30:00;0;0;0;0;3;2;2;2;2;0;1;0;0
2019-08-27 02:45:00;3;0;0;0;2;2;3;4;0;0;1;0;0
2019-08-27 03:00:00;1;2;0;0;3;2;0;0;4;2;1;0;0
2019-08-27 03:15:00;0;0;0;0;2;1;4;1;0;0;2;0;0
2019-08-27 03:30:00;0;0;0;0;4;2;1;0;0;1;2;0;0
2019-08-27 03:45:00;0;1;0;0;0;0;1;0;2;1;0;0;0
2019-08-27 04:00:00;1;0;0;0;4;2;2;1;0;0;0;0;0
2019-08-27 04:15:00;4;1;0;0;4;4;2;1;3;1;0;0;0
2019-08-27 04:30:00;2;0;0;0;3;4;7;1;2;0;1;0;0
2019-08-27 04:45:00;0;1;1;1;6;8;5;4;7;2;0;0;0
2019-08-27 05:00:00;0;2;0;0;12;10;13;6;0;1;0;0;0
2019-08-27 05:15:00;4;0;0;0;15;15;28;11;5;0;3;0;1
2019-08-27 05:30:00;2;2;0;0;17;21;35;29;15;5;4;0;0
2019-08-27 05:45:00;6;3;0;2;25;30;46;41;24;11;6;0;1
2019-08-27 06:00:00;14;7;0;2;24;30;35;24;25;7;2;0;2
2019-08-27 06:15:00;16;7;0;1;35;29;52;55;31;13;2;0;1
2019-08-27 06:30:00;8;10;2;2;45;57;67;70;24;12;5;1;1
2019-08-27 06:45:00;11;7;0;2;37;54;57;46;48;18;3;7;0
2019-08-27 07:00:00;14;7;0;1;42;48;66;61;42;21;1;2;4
2019-08-27 07:15:00;14;12;2;1;47;33;61;50;29;16;4;1;1
2019-08-27 07:30:00;15;10;1;2;53;44;78;47;40;16;6;0;2
2019-08-27 07:45:00;18;15;0;2;48;39;75;70;56;18;6;1;1
2019-08-27 08:00:00;20;7;0;9;64;62;51;36;47;21;8;2;1
2019-08-27 08:15:00;14;12;0;3;47;53;61;42;50;22;2;0;3
2019-08-27 08:30:00;26;25;3;1;44;45;59;28;49;16;4;0;1
2019-08-27 08:45:00;22;24;1;2;56;61;62;35;49;20;6;0;1
2019-08-27 09:00:00;25;19;0;3;55;54;50;25;51;20;4;1;0
2019-08-27 09:15:00;30;18;3;9;58;44;43;23;41;20;4;1;3
2019-08-27 09:30:00;24;20;0;3;34;36;50;25;51;16;5;1;1
2019-08-27 09:45:00;28;15;0;3;53;51;56;18;70;19;1;3;0
2019-08-27 10:00:00;18;14;2;1;46;49;54;14;55;19;2;3;0
2019-08-27 10:15:00;27;20;2;4;57;48;46;18;37;15;1;1;0
2019-08-27 10:30:00;31;19;0;6;52;39;51;18;52;16;5;2;1
2019-08-27 10:45:00;32;16;1;2;48;41;52;18;44;14;6;1;0
2019-08-27 11:00:00;34;20;0;4;64;61;51;25;38;16;7;0;2
2019-08-27 11:15:00;25;16;1;2;47;46;46;13;42;14;5;4;1
2019-08-27 11:30:00;40;21;1;2;53;67;59;32;44;14;5;0;3
2019-08-27 11:45:00;39;21;0;6;61;67;52;27;44;17;3;0;0
2019-08-27 12:00:00;39;36;0;3;53;46;61;29;40;14;4;2;1
2019-08-27 12:15:00;27;26;1;6;65;74;49;19;36;15;5;0;3
2019-08-27 12:30:00;34;15;2;2;51;56;52;25;35;14;5;0;2
2019-08-27 12:45:00;39;19;1;7;60;54;53;22;31;16;5;2;0
2019-08-27 13:00:00;26;14;1;6;50;48;41;18;38;21;6;1;0
2019-08-27 13:15:00;36;22;3;3;53;53;63;34;30;21;1;0;3
2019-08-27 13:30:00;25;20;4;2;49;58;63;31;35;18;4;1;1
2019-08-27 13:45:00;28;18;1;3;49;71;54;29;51;14;3;0;0
2019-08-27 14:00:00;39;32;2;2;60;72;55;26;35;18;3;0;0
