DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-08-13 00:00:00;15;6;6;3;4;11;8;2;7
2020-08-13 00:15:00;12;16;13;4;2;17;7;0;3
2020-08-13 00:30:00;10;10;6;3;2;10;3;1;1
2020-08-13 00:45:00;9;9;5;5;2;8;6;1;2
2020-08-13 01:00:00;7;5;4;1;4;12;5;1;2
2020-08-13 01:15:00;6;15;11;8;4;13;8;0;0
2020-08-13 01:30:00;3;5;5;1;3;11;7;1;1
2020-08-13 01:45:00;5;4;8;3;1;5;6;0;0
2020-08-13 02:00:00;4;2;5;2;1;7;6;0;0
2020-08-13 02:15:00;1;5;4;1;1;11;8;1;2
2020-08-13 02:30:00;4;5;3;1;1;8;3;0;0
2020-08-13 02:45:00;6;5;4;2;1;10;2;0;0
2020-08-13 03:00:00;6;9;4;3;0;8;3;1;0
2020-08-13 03:15:00;2;6;4;0;0;7;3;1;0
2020-08-13 03:30:00;1;3;5;2;4;5;2;0;3
2020-08-13 03:45:00;4;3;4;0;0;7;5;0;0
2020-08-13 04:00:00;12;5;4;2;0;10;4;0;1
2020-08-13 04:15:00;4;6;5;2;0;9;9;0;0
2020-08-13 04:30:00;5;2;6;2;0;16;9;3;2
2020-08-13 04:45:00;9;7;6;4;3;24;7;2;0
2020-08-13 05:00:00;12;9;7;4;2;20;9;0;0
2020-08-13 05:15:00;20;13;12;5;2;32;11;0;0
2020-08-13 05:30:00;20;22;30;9;3;39;30;3;8
2020-08-13 05:45:00;45;27;24;6;3;57;27;0;1
2020-08-13 06:00:00;39;28;30;6;2;45;24;3;9
2020-08-13 06:15:00;44;22;36;6;6;58;44;2;8
2020-08-13 06:30:00;60;50;50;5;10;64;53;5;8
2020-08-13 06:45:00;82;76;74;16;7;81;79;7;14
2020-08-13 07:00:00;68;75;44;17;12;67;38;3;11
2020-08-13 07:15:00;73;70;76;15;16;81;75;5;11
2020-08-13 07:30:00;80;91;67;19;9;84;58;20;22
2020-08-13 07:45:00;71;77;78;18;9;84;71;12;16
2020-08-13 08:00:00;77;89;81;21;18;88;80;7;16
2020-08-13 08:15:00;65;57;58;12;10;38;74;10;17
2020-08-13 08:30:00;95;73;52;8;13;96;53;8;15
2020-08-13 08:45:00;57;71;57;17;15;71;45;8;15
2020-08-13 09:00:00;80;80;71;17;15;83;53;8;13
2020-08-13 09:15:00;68;73;71;19;11;69;44;8;13
2020-08-13 09:30:00;86;91;81;21;7;86;66;11;13
2020-08-13 09:45:00;73;83;90;26;14;65;110;16;12
2020-08-13 10:00:00;74;61;66;13;9;88;68;11;19
2020-08-13 10:15:00;76;79;59;20;12;85;61;17;18
2020-08-13 10:30:00;68;68;80;20;8;87;79;12;13
2020-08-13 10:45:00;83;88;93;16;13;88;75;13;16
2020-08-13 11:00:00;86;76;74;19;12;84;67;10;10
2020-08-13 11:15:00;87;86;79;17;11;107;79;13;20
2020-08-13 11:30:00;77;82;69;20;12;96;76;13;17
2020-08-13 11:45:00;80;82;73;19;12;95;86;11;10
2020-08-13 12:00:00;76;81;93;27;13;90;93;13;23
2020-08-13 12:15:00;73;101;93;17;9;74;80;12;15
2020-08-13 12:30:00;70;77;60;15;11;79;77;5;12
2020-08-13 12:45:00;74;92;75;26;14;97;80;13;21
2020-08-13 13:00:00;82;87;68;20;16;103;67;13;17
2020-08-13 13:15:00;79;85;73;20;9;91;65;12;18
2020-08-13 13:30:00;82;75;108;19;7;104;72;8;9
2020-08-13 13:45:00;85;83;77;25;18;88;78;9;13
2020-08-13 14:00:00;92;83;81;19;15;88;74;23;18
2020-08-13 14:15:00;90;126;78;35;16;94;76;17;38
2020-08-13 14:30:00;107;108;70;28;17;113;96;15;25
2020-08-13 14:45:00;79;99;102;27;11;106;70;12;17
