DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-05-07 00:00:00;3;0;0;5;0;10;1;0;0
2020-05-07 00:15:00;5;0;0;2;0;14;1;0;0
2020-05-07 00:30:00;3;2;0;5;0;12;1;0;0
2020-05-07 00:45:00;3;3;0;4;0;13;0;0;0
2020-05-07 01:00:00;3;0;0;2;0;12;1;0;0
2020-05-07 01:15:00;3;0;0;1;0;14;1;0;0
2020-05-07 01:30:00;1;1;0;1;0;12;1;0;0
2020-05-07 01:45:00;3;0;0;4;0;14;1;0;0
2020-05-07 02:00:00;4;3;0;5;0;12;0;0;0
2020-05-07 02:15:00;1;0;0;7;0;14;1;0;0
2020-05-07 02:30:00;1;2;0;1;0;12;1;0;0
2020-05-07 02:45:00;1;2;0;2;0;13;1;0;0
2020-05-07 03:00:00;4;3;0;2;0;12;1;0;0
2020-05-07 03:15:00;2;0;0;0;0;14;0;0;0
2020-05-07 03:30:00;2;1;0;3;0;12;1;0;0
2020-05-07 03:45:00;2;1;0;3;0;14;1;0;0
2020-05-07 04:00:00;2;1;0;3;0;12;1;0;0
2020-05-07 04:15:00;5;3;1;6;0;13;1;0;0
2020-05-07 04:30:00;9;3;0;10;0;12;0;0;0
2020-05-07 04:45:00;22;4;1;18;0;14;1;0;0
2020-05-07 05:00:00;29;6;0;26;0;9;1;0;0
2020-05-07 05:15:00;80;7;1;48;0;11;0;0;0
2020-05-07 05:30:00;83;14;2;61;0;9;1;0;0
2020-05-07 05:45:00;90;15;1;89;0;11;1;0;0
2020-05-07 06:00:00;65;15;2;57;0;9;0;0;0
2020-05-07 06:15:00;79;18;4;102;4;11;1;0;0
2020-05-07 06:30:00;80;23;4;120;0;9;1;0;0
2020-05-07 06:45:00;96;15;4;115;0;10;0;0;0
2020-05-07 07:00:00;81;24;6;117;9;10;1;0;0
2020-05-07 07:15:00;74;21;4;159;0;10;0;0;0
2020-05-07 07:30:00;86;10;4;133;0;10;1;0;0
2020-05-07 07:45:00;78;12;6;117;0;10;1;0;0
2020-05-07 08:00:00;83;8;2;86;0;10;0;0;0
2020-05-07 08:15:00;77;23;10;107;0;10;1;0;0
2020-05-07 08:30:00;78;16;6;86;0;10;1;0;0
2020-05-07 08:45:00;76;15;9;106;0;10;0;0;0
2020-05-07 09:00:00;65;19;11;116;0;12;1;0;0
2020-05-07 09:15:00;85;8;8;83;0;13;0;0;0
2020-05-07 09:30:00;100;20;17;116;17;13;1;0;0
2020-05-07 09:45:00;69;21;20;113;3;13;1;0;0
2020-05-07 10:00:00;76;18;21;105;1;13;1;0;0
2020-05-07 10:15:00;76;20;16;112;0;13;0;0;0
2020-05-07 10:30:00;94;12;17;98;1;12;1;0;0
2020-05-07 10:45:00;98;12;19;103;4;13;1;0;0
2020-05-07 11:00:00;97;16;17;92;2;13;0;0;0
2020-05-07 11:15:00;52;16;11;64;8;8;1;0;0
2020-05-07 11:30:00;0;0;0;0;0;0;0;0;0
2020-05-07 11:45:00;0;0;0;0;0;0;0;0;0
2020-05-07 12:00:00;0;0;0;0;0;0;0;0;0
2020-05-07 12:15:00;8;2;1;9;2;2;0;0;0
2020-05-07 12:30:00;106;21;13;91;1;12;0;0;0
2020-05-07 12:45:00;111;26;12;111;0;13;1;0;0
2020-05-07 13:00:00;127;15;23;114;2;13;1;0;0
2020-05-07 13:15:00;105;29;13;130;0;9;0;0;0
2020-05-07 13:30:00;137;22;12;165;5;10;1;0;0
2020-05-07 13:45:00;175;27;26;162;6;10;0;0;0
2020-05-07 14:00:00;152;21;14;156;8;10;1;0;0
2020-05-07 14:15:00;156;16;16;143;38;10;1;0;0
2020-05-07 14:30:00;111;14;17;148;6;10;0;0;0
2020-05-07 14:45:00;125;22;22;140;0;10;1;0;0
2020-05-07 15:00:00;122;28;21;148;7;10;1;0;0
2020-05-07 15:15:00;127;27;19;117;5;10;0;0;0
2020-05-07 15:30:00;110;24;19;137;0;10;1;0;0
2020-05-07 15:45:00;140;23;20;133;4;10;0;0;0
2020-05-07 16:00:00;119;29;17;137;3;10;1;0;0
2020-05-07 16:15:00;137;16;18;140;2;10;1;0;0
2020-05-07 16:30:00;143;19;21;136;22;10;0;0;0
2020-05-07 16:45:00;120;23;30;126;2;10;1;0;0
2020-05-07 17:00:00;129;13;26;124;2;10;1;0;0
2020-05-07 17:15:00;134;25;23;131;14;10;0;0;0
2020-05-07 17:30:00;123;17;16;114;6;10;1;0;0
2020-05-07 17:45:00;113;17;13;124;0;10;0;0;0
2020-05-07 18:00:00;118;14;9;97;1;10;1;0;0
2020-05-07 18:15:00;102;19;7;101;0;10;1;0;0
2020-05-07 18:30:00;94;9;5;83;0;10;0;0;0
2020-05-07 18:45:00;79;15;5;98;0;10;1;0;0
2020-05-07 19:00:00;69;8;10;84;26;10;1;0;0
2020-05-07 19:15:00;69;9;5;55;4;10;0;0;0
2020-05-07 19:30:00;64;9;0;63;1;10;1;0;0
2020-05-07 19:45:00;37;8;2;60;0;10;0;0;0
2020-05-07 20:00:00;55;5;1;57;0;12;1;0;0
2020-05-07 20:15:00;41;6;3;49;0;12;1;0;0
2020-05-07 20:30:00;29;8;1;39;0;12;1;0;0
2020-05-07 20:45:00;29;10;0;44;0;14;1;0;0
2020-05-07 21:00:00;42;8;1;28;0;12;0;0;0
2020-05-07 21:15:00;42;6;1;56;0;13;1;0;0
2020-05-07 21:30:00;23;8;0;50;0;12;1;0;0
2020-05-07 21:45:00;42;14;2;80;0;14;1;0;0
2020-05-07 22:00:00;36;16;2;77;0;10;0;0;0
2020-05-07 22:15:00;31;6;2;21;0;10;1;0;0
2020-05-07 22:30:00;21;3;1;11;0;10;1;0;0
2020-05-07 22:45:00;19;4;0;14;0;13;0;0;0
2020-05-07 23:00:00;17;2;0;12;0;12;1;0;0
2020-05-07 23:15:00;9;3;1;15;0;13;1;0;0
2020-05-07 23:30:00;11;2;0;12;0;12;1;0;0
2020-05-07 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
