DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFBA);10(TAFBA1);11(TAFBB);12(TAFBC);13(TAFBC1);14(TAFBD)
2020-01-28 00:00:00;5;7;5;1;6;3;3;1;0;0;0;0;0;0
2020-01-28 00:15:00;6;7;5;5;5;8;1;2;0;0;0;0;0;0
2020-01-28 00:30:00;7;5;7;1;2;2;2;2;0;0;0;0;0;0
2020-01-28 00:45:00;7;7;5;0;5;8;6;2;0;0;0;0;0;0
2020-01-28 01:00:00;7;4;1;0;3;6;4;1;0;0;0;0;0;0
2020-01-28 01:15:00;5;1;0;0;7;6;3;1;0;0;0;0;0;0
2020-01-28 01:30:00;7;1;1;0;0;2;1;0;0;0;0;0;0;0
2020-01-28 01:45:00;4;3;1;0;2;3;1;0;0;0;0;0;0;0
2020-01-28 02:00:00;3;3;2;0;5;8;2;1;0;0;0;0;0;0
2020-01-28 02:15:00;3;4;0;0;3;1;4;2;0;0;0;0;0;0
2020-01-28 02:30:00;4;3;2;0;5;3;4;1;0;0;0;0;0;0
2020-01-28 02:45:00;4;1;6;1;3;6;3;3;0;0;0;0;0;0
2020-01-28 03:00:00;5;1;3;1;5;3;0;0;0;0;0;0;0;0
2020-01-28 03:15:00;7;2;2;0;0;3;0;1;0;0;0;0;0;0
2020-01-28 03:30:00;6;5;3;0;2;8;1;0;0;0;0;0;0;0
2020-01-28 03:45:00;11;1;2;0;5;5;1;4;0;0;0;0;0;0
2020-01-28 04:00:00;7;1;3;0;4;6;0;5;0;0;0;0;0;0
2020-01-28 04:15:00;7;8;6;1;9;7;5;1;0;0;0;0;0;0
2020-01-28 04:30:00;13;9;8;4;9;9;4;3;0;0;0;0;0;0
2020-01-28 04:45:00;18;7;23;2;15;23;8;8;0;0;0;0;0;0
2020-01-28 05:00:00;31;13;45;2;13;12;13;13;0;0;0;0;0;0
2020-01-28 05:15:00;55;22;97;2;17;31;16;19;0;0;0;0;0;0
2020-01-28 05:30:00;70;56;98;15;30;60;19;21;0;0;0;0;2;0
2020-01-28 05:45:00;58;64;69;17;39;51;57;36;0;0;0;0;0;0
2020-01-28 06:00:00;67;58;48;17;47;71;94;74;0;0;0;0;0;0
2020-01-28 06:15:00;67;58;63;16;57;98;60;42;0;0;0;0;0;0
2020-01-28 06:30:00;89;88;87;21;71;102;38;39;0;0;0;6;0;0
2020-01-28 06:45:00;87;99;85;41;69;106;24;16;0;0;0;0;0;0
2020-01-28 07:00:00;90;91;74;31;77;94;33;11;0;0;1;0;0;0
2020-01-28 07:15:00;94;106;78;42;101;121;35;24;0;0;8;0;0;0
2020-01-28 07:30:00;117;121;70;40;105;129;53;34;0;0;0;0;0;0
2020-01-28 07:45:00;107;123;93;66;108;126;47;41;0;0;0;0;0;0
2020-01-28 08:00:00;112;100;106;49;106;133;36;24;0;0;2;0;0;0
2020-01-28 08:15:00;107;122;95;55;94;104;53;30;0;0;0;0;0;0
2020-01-28 08:30:00;101;107;67;35;82;109;40;31;0;0;0;4;0;4
2020-01-28 08:45:00;96;108;49;26;75;82;37;23;0;0;0;0;0;0
2020-01-28 09:00:00;91;108;58;27;48;70;38;24;0;0;2;0;0;0
2020-01-28 09:15:00;86;89;53;23;63;67;37;26;0;1;0;0;2;0
2020-01-28 09:30:00;91;100;43;29;70;105;35;22;0;0;0;0;0;0
2020-01-28 09:45:00;92;103;43;26;78;91;56;24;0;0;0;0;0;0
2020-01-28 10:00:00;88;90;38;20;72;91;27;20;0;0;0;0;0;0
2020-01-28 10:15:00;84;90;36;19;78;78;39;26;0;0;0;0;0;0
2020-01-28 10:30:00;89;103;45;20;74;106;46;29;0;6;0;0;0;6
2020-01-28 10:45:00;89;78;36;30;71;104;40;23;0;4;0;0;0;0
2020-01-28 11:00:00;89;101;41;19;68;102;35;23;0;0;0;4;0;0
2020-01-28 11:15:00;86;83;53;27;81;102;54;28;0;0;0;0;0;0
2020-01-28 11:30:00;99;93;52;31;80;124;59;33;0;12;0;9;0;0
2020-01-28 11:45:00;95;102;60;27;82;117;45;25;0;0;0;0;0;0
2020-01-28 12:00:00;79;74;48;30;64;113;50;26;0;0;0;0;0;0
2020-01-28 12:15:00;90;97;43;23;95;118;54;22;0;0;0;0;0;0
2020-01-28 12:30:00;74;80;55;27;77;104;50;27;3;1;1;0;0;3
2020-01-28 12:45:00;82;79;64;28;79;104;53;33;0;0;0;0;1;0
2020-01-28 13:00:00;95;79;69;26;76;107;51;38;0;0;0;0;1;0
2020-01-28 13:15:00;105;102;113;33;81;112;38;32;0;1;4;0;0;0
2020-01-28 13:30:00;101;106;90;33;95;107;42;32;0;0;0;1;10;0
2020-01-28 13:45:00;96;97;75;32;80;112;45;26;0;4;1;0;0;2
2020-01-28 14:00:00;88;91;50;24;74;112;72;60;0;1;0;0;0;0
2020-01-28 14:15:00;103;100;38;29;98;116;75;84;0;0;0;0;0;0
2020-01-28 14:30:00;100;95;44;41;90;123;81;65;0;0;3;0;0;0
2020-01-28 14:45:00;93;98;52;25;105;122;80;49;0;0;0;0;0;0
2020-01-28 15:00:00;102;94;56;28;97;119;77;45;0;0;0;0;0;0
2020-01-28 15:15:00;125;113;48;25;103;130;74;45;0;0;0;0;0;0
2020-01-28 15:30:00;117;115;64;34;125;155;87;55;0;0;0;0;0;0
2020-01-28 15:45:00;117;118;56;31;113;149;76;36;0;0;0;0;0;0
2020-01-28 16:00:00;138;123;59;37;129;151;73;57;0;0;0;0;0;0
2020-01-28 16:15:00;115;131;49;57;137;164;73;52;2;2;0;0;0;0
2020-01-28 16:30:00;114;111;57;37;128;154;77;50;0;1;0;0;2;0
2020-01-28 16:45:00;112;130;43;34;132;161;73;50;0;0;0;0;2;0
2020-01-28 17:00:00;120;131;47;29;126;146;56;43;0;12;0;0;7;0
2020-01-28 17:15:00;119;110;63;36;126;157;64;48;0;0;0;0;0;5
2020-01-28 17:30:00;114;112;56;44;112;139;57;45;0;4;0;0;0;0
2020-01-28 17:45:00;115;130;51;25;116;155;57;32;0;0;0;0;0;1
2020-01-28 18:00:00;104;101;49;33;106;139;48;31;0;0;0;0;0;0
2020-01-28 18:15:00;104;112;50;20;93;131;52;33;0;0;0;0;0;0
2020-01-28 18:30:00;97;95;36;23;92;109;40;25;0;0;0;0;0;0
2020-01-28 18:45:00;99;100;28;19;86;108;34;24;0;0;0;0;1;0
2020-01-28 19:00:00;78;81;31;15;84;106;34;27;0;0;0;0;0;6
2020-01-28 19:15:00;69;66;28;17;56;83;32;23;0;0;0;0;0;0
2020-01-28 19:30:00;55;69;21;14;63;72;27;26;1;0;0;0;2;0
2020-01-28 19:45:00;62;48;13;12;79;86;27;20;0;0;0;0;4;1
2020-01-28 20:00:00;52;64;28;14;61;90;32;28;0;0;0;0;0;0
2020-01-28 20:15:00;50;57;20;6;60;71;19;17;0;0;0;0;0;0
2020-01-28 20:30:00;38;33;32;6;40;61;18;12;0;2;0;0;0;0
2020-01-28 20:45:00;36;37;41;6;42;58;15;18;0;0;1;0;0;0
2020-01-28 21:00:00;56;38;68;7;51;62;15;14;0;0;0;0;0;0
2020-01-28 21:15:00;53;38;105;12;31;47;12;13;0;0;0;0;0;0
2020-01-28 21:30:00;84;50;58;6;39;39;16;14;0;0;0;0;0;0
2020-01-28 21:45:00;36;34;19;4;32;47;57;37;0;0;0;0;0;0
2020-01-28 22:00:00;36;30;16;4;28;53;88;61;0;0;0;0;0;0
2020-01-28 22:15:00;41;42;15;5;33;44;65;54;0;1;0;0;0;0
2020-01-28 22:30:00;30;29;15;6;20;25;20;15;0;0;4;0;0;0
2020-01-28 22:45:00;15;17;12;1;24;24;11;10;0;0;4;0;0;0
2020-01-28 23:00:00;14;15;6;3;14;22;4;3;0;0;0;0;0;0
2020-01-28 23:15:00;17;13;7;2;5;9;4;4;0;0;0;0;0;0
2020-01-28 23:30:00;16;12;4;1;12;6;3;2;0;0;0;0;0;0
