DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2020-08-01 00:00:00;24;15;2;5;0;9;4;0;0;0;0
2020-08-01 00:15:00;25;9;5;20;0;14;8;0;0;0;0
2020-08-01 00:30:00;13;11;1;7;0;9;5;0;0;0;0
2020-08-01 00:45:00;17;10;4;4;0;11;3;0;1;0;0
2020-08-01 01:00:00;12;8;4;4;0;10;4;0;0;0;0
2020-08-01 01:15:00;10;5;2;1;0;7;1;0;0;0;0
2020-08-01 01:30:00;15;12;3;2;0;3;4;0;0;0;0
2020-08-01 01:45:00;20;11;2;5;0;6;2;0;0;0;0
2020-08-01 02:00:00;9;5;2;4;0;9;1;0;0;0;0
2020-08-01 02:15:00;18;10;1;2;0;4;1;0;0;0;0
2020-08-01 02:30:00;13;6;1;2;0;5;1;0;0;0;0
2020-08-01 02:45:00;8;5;2;0;0;4;2;0;0;0;0
2020-08-01 03:00:00;12;8;2;2;0;6;2;0;0;0;0
2020-08-01 03:15:00;7;2;2;1;0;5;6;0;0;0;0
2020-08-01 03:30:00;7;5;2;0;0;6;0;0;0;0;0
2020-08-01 03:45:00;7;2;2;2;0;3;4;0;0;0;0
2020-08-01 04:00:00;7;5;1;5;0;3;0;0;0;0;0
2020-08-01 04:15:00;13;5;1;1;0;5;1;0;0;0;0
2020-08-01 04:30:00;8;6;1;9;0;1;2;0;0;0;0
2020-08-01 04:45:00;11;6;3;2;0;4;2;0;0;0;0
2020-08-01 05:00:00;18;15;0;1;0;8;1;0;0;0;0
2020-08-01 05:15:00;21;9;1;13;0;15;2;0;0;0;0
2020-08-01 05:30:00;36;21;0;13;0;26;4;0;0;0;0
2020-08-01 05:45:00;45;36;5;29;0;17;5;0;0;0;0
2020-08-01 06:00:00;61;40;5;14;0;20;6;0;0;0;0
2020-08-01 06:15:00;38;37;3;7;0;12;5;0;0;0;0
2020-08-01 06:30:00;30;18;2;15;0;17;8;1;0;0;0
2020-08-01 06:45:00;27;30;3;18;0;13;10;0;0;0;0
2020-08-01 07:00:00;28;24;7;18;0;12;7;0;0;0;0
2020-08-01 07:15:00;39;28;7;17;0;19;15;0;0;0;0
2020-08-01 07:30:00;33;31;1;36;0;14;10;0;0;0;0
2020-08-01 07:45:00;40;23;8;51;0;18;11;0;0;0;0
2020-08-01 08:00:00;37;23;11;24;0;13;12;0;0;0;0
2020-08-01 08:15:00;39;27;5;29;0;30;18;0;0;1;0
2020-08-01 08:30:00;42;29;6;16;0;34;15;0;0;0;0
2020-08-01 08:45:00;57;40;13;32;0;46;16;0;0;0;0
2020-08-01 09:00:00;61;47;11;29;0;37;31;3;0;0;0
2020-08-01 09:15:00;70;46;10;26;0;55;23;0;0;0;0
2020-08-01 09:30:00;71;50;15;37;0;46;27;0;0;0;0
2020-08-01 09:45:00;77;59;18;62;0;58;35;0;0;0;0
2020-08-01 10:00:00;81;49;27;36;0;61;33;0;0;0;0
2020-08-01 10:15:00;75;49;25;33;0;48;28;0;2;0;0
2020-08-01 10:30:00;87;65;20;40;0;57;24;0;0;0;0
2020-08-01 10:45:00;88;75;22;37;0;72;28;0;0;0;0
2020-08-01 11:00:00;77;62;27;39;0;61;28;0;0;0;0
2020-08-01 11:15:00;97;81;17;51;0;56;25;0;0;0;0
2020-08-01 11:30:00;103;72;21;41;0;76;26;0;0;0;0
2020-08-01 11:45:00;118;84;24;41;0;64;25;0;0;0;0
2020-08-01 12:00:00;91;78;19;40;0;69;29;0;0;0;0
2020-08-01 12:15:00;83;74;18;37;0;57;28;0;0;0;0
2020-08-01 12:30:00;88;51;27;37;0;59;28;0;0;0;0
2020-08-01 12:45:00;81;59;21;44;0;69;69;0;0;0;0
2020-08-01 13:00:00;82;74;24;43;0;60;23;0;0;0;0
2020-08-01 13:15:00;85;66;22;44;0;75;26;0;0;0;0
2020-08-01 13:30:00;87;63;13;47;0;62;19;0;0;0;0
2020-08-01 13:45:00;82;71;19;43;0;66;22;4;0;0;0
2020-08-01 14:00:00;94;82;20;48;0;71;18;0;0;0;0
2020-08-01 14:15:00;85;67;34;65;0;67;18;0;0;0;0
2020-08-01 14:30:00;79;64;23;34;0;72;18;0;5;0;0
2020-08-01 14:45:00;81;69;13;48;0;68;16;0;0;0;0
2020-08-01 15:00:00;82;58;17;32;0;70;21;2;0;8;0
2020-08-01 15:15:00;76;56;25;29;0;61;14;0;0;0;0
2020-08-01 15:30:00;68;60;12;29;0;52;25;1;8;0;0
2020-08-01 15:45:00;78;59;18;34;0;60;25;3;0;0;0
2020-08-01 16:00:00;75;64;18;27;0;60;22;3;0;0;0
2020-08-01 16:15:00;80;55;17;23;0;50;13;0;0;0;0
2020-08-01 16:30:00;61;54;15;33;0;58;20;2;0;0;2
2020-08-01 16:45:00;78;77;17;34;0;60;24;0;0;0;4
2020-08-01 17:00:00;74;63;17;60;0;60;16;0;0;1;0
2020-08-01 17:15:00;76;54;15;26;0;60;24;0;0;0;0
2020-08-01 17:30:00;61;38;20;45;0;77;23;0;0;0;0
2020-08-01 17:45:00;93;62;30;32;0;82;23;3;0;0;0
2020-08-01 18:00:00;71;53;25;37;0;63;30;0;0;0;0
2020-08-01 18:15:00;83;48;22;44;0;63;27;0;0;0;0
2020-08-01 18:30:00;54;41;13;44;0;67;16;0;0;0;0
2020-08-01 18:45:00;59;51;18;29;0;44;16;0;0;0;0
2020-08-01 19:00:00;59;45;17;25;0;53;18;0;0;0;0
2020-08-01 19:15:00;52;44;16;27;0;53;20;0;0;0;0
2020-08-01 19:30:00;63;52;13;26;0;45;16;0;0;0;0
2020-08-01 19:45:00;46;44;16;30;0;38;11;0;1;0;0
2020-08-01 20:00:00;48;40;13;21;0;43;16;2;0;0;0
2020-08-01 20:15:00;46;46;10;29;0;39;17;0;0;0;0
2020-08-01 20:30:00;42;32;9;19;0;40;13;0;0;0;0
2020-08-01 20:45:00;41;26;8;18;0;28;8;0;1;0;0
2020-08-01 21:00:00;41;26;13;20;0;32;15;0;0;0;0
2020-08-01 21:15:00;36;22;10;22;0;27;13;0;0;0;0
2020-08-01 21:30:00;34;21;4;34;0;39;12;0;0;0;0
2020-08-01 21:45:00;32;23;12;19;0;25;15;0;0;0;0
2020-08-01 22:00:00;29;30;6;15;0;23;15;0;0;0;0
2020-08-01 22:15:00;36;24;11;22;0;16;6;2;0;0;0
2020-08-01 22:30:00;27;13;8;10;0;16;3;8;0;0;0
2020-08-01 22:45:00;33;22;14;10;0;27;3;0;0;0;0
2020-08-01 23:00:00;29;25;5;8;0;14;9;0;0;0;0
2020-08-01 23:15:00;26;19;5;5;0;13;7;0;0;0;0
2020-08-01 23:30:00;18;18;6;5;0;9;5;0;0;0;0
2020-08-01 23:45:00;15;16;4;9;0;16;5;0;0;0;0
