DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2019-09-06 00:00:00;7;7;0;0;7;2;0;0;0;0;8;6;2;8;2;0;0
2019-09-06 00:15:00;5;7;1;1;15;7;0;0;0;0;5;7;8;23;8;0;0
2019-09-06 00:30:00;6;7;0;0;9;4;1;1;1;0;6;7;4;12;4;0;0
2019-09-06 00:45:00;6;4;0;0;7;1;1;1;0;0;4;4;1;8;1;0;0
2019-09-06 01:00:00;6;5;0;0;10;2;3;3;1;0;5;8;3;11;3;0;0
2019-09-06 01:15:00;2;4;0;0;11;5;0;0;0;1;2;4;5;16;5;0;0
2019-09-06 01:30:00;9;4;0;0;8;2;0;0;0;0;8;5;3;10;3;0;0
2019-09-06 01:45:00;7;0;0;0;4;6;1;1;0;0;7;0;6;9;6;0;0
2019-09-06 02:00:00;3;1;0;0;6;1;2;2;3;0;3;2;1;7;3;0;0
2019-09-06 02:15:00;6;4;0;0;3;3;0;0;0;0;6;3;3;6;3;0;0
2019-09-06 02:30:00;7;2;0;0;4;1;1;1;1;0;7;2;1;5;1;0;0
2019-09-06 02:45:00;9;3;0;0;9;2;0;0;0;0;7;3;2;10;2;0;0
2019-09-06 03:00:00;5;5;0;1;6;4;2;2;1;1;5;5;3;9;3;0;0
2019-09-06 03:15:00;7;2;0;0;6;2;0;0;0;0;7;2;2;8;2;0;0
2019-09-06 03:30:00;8;2;0;0;8;5;0;0;0;1;7;2;5;13;5;0;0
2019-09-06 03:45:00;9;4;1;0;5;1;0;0;0;0;8;3;1;6;1;0;0
2019-09-06 04:00:00;11;4;0;0;13;3;0;0;0;0;11;4;3;16;3;0;0
2019-09-06 04:15:00;19;3;1;1;12;1;2;2;1;1;18;3;2;11;2;0;0
2019-09-06 04:30:00;18;3;0;1;8;5;1;1;0;0;16;3;5;12;6;0;0
2019-09-06 04:45:00;31;10;3;1;16;3;2;2;2;2;30;10;1;14;1;0;0
2019-09-06 05:00:00;20;11;0;0;26;11;2;2;2;1;16;11;11;38;12;0;0
2019-09-06 05:15:00;31;18;2;0;30;19;5;5;5;3;29;16;18;49;18;0;0
2019-09-06 05:30:00;47;24;2;0;47;31;3;3;3;3;43;23;32;67;34;0;0
2019-09-06 05:45:00;68;39;0;2;47;34;2;3;2;8;64;35;31;70;32;0;0
2019-09-06 06:00:00;56;37;5;1;56;42;1;2;1;1;56;38;43;89;44;0;0
2019-09-06 06:15:00;65;52;3;1;62;53;3;3;3;5;57;56;51;98;50;0;0
2019-09-06 06:30:00;109;94;2;0;50;49;3;4;2;1;90;97;53;93;52;0;0
2019-09-06 06:45:00;131;174;3;3;93;68;6;6;1;2;108;175;68;135;68;0;0
2019-09-06 07:00:00;94;118;3;2;71;61;12;13;9;1;87;121;65;121;63;0;0
2019-09-06 07:15:00;131;155;0;2;52;131;13;13;5;5;111;160;165;167;164;3;1
2019-09-06 07:30:00;126;125;2;1;87;83;15;16;7;2;99;144;79;151;81;0;1
2019-09-06 07:45:00;160;206;0;1;101;63;15;15;7;1;136;205;63;147;62;0;1
2019-09-06 08:00:00;98;147;1;1;76;74;6;6;3;1;92;151;71;131;71;0;0
2019-09-06 08:15:00;110;146;1;1;74;61;11;11;6;2;100;147;62;119;62;0;0
2019-09-06 08:30:00;96;136;0;2;65;70;10;11;8;2;88;136;77;125;73;0;0
2019-09-06 08:45:00;108;142;5;2;77;84;19;18;12;6;95;147;75;140;78;0;0
2019-09-06 09:00:00;113;140;1;1;92;58;13;13;11;1;104;140;59;134;59;0;0
2019-09-06 09:15:00;107;122;3;1;96;75;14;15;7;0;98;125;78;156;75;0;3
2019-09-06 09:30:00;87;115;4;2;107;93;14;15;10;4;88;111;96;176;96;0;0
2019-09-06 09:45:00;120;145;4;1;103;77;9;11;8;4;110;151;80;156;77;7;0
2019-09-06 10:00:00;109;123;2;0;115;87;10;9;7;4;103;123;83;177;83;0;4
2019-09-06 10:15:00;111;145;5;0;114;88;16;15;8;5;101;147;99;180;101;10;0
2019-09-06 10:30:00;121;135;1;1;137;102;23;24;6;4;107;137;96;213;95;9;0
2019-09-06 10:45:00;130;137;4;2;103;108;14;14;11;2;117;142;113;195;110;1;0
2019-09-06 11:00:00;101;124;4;0;108;121;21;19;12;7;102;131;120;206;119;10;0
2019-09-06 11:15:00;126;156;2;1;136;118;26;26;10;1;109;156;115;226;114;7;0
2019-09-06 11:30:00;122;138;2;2;112;99;16;15;12;1;105;145;102;187;102;0;2
2019-09-06 11:45:00;111;148;2;2;94;115;21;21;11;3;100;149;121;192;118;2;5
2019-09-06 12:00:00;127;157;3;2;104;159;19;19;8;4;119;158;144;224;144;0;40
2019-09-06 12:15:00;112;153;3;2;96;166;22;22;16;1;103;155;152;232;151;7;1
2019-09-06 12:30:00;120;123;4;1;133;146;14;14;9;4;105;132;142;246;141;35;1
2019-09-06 12:45:00;140;158;5;2;138;114;29;30;16;4;128;168;117;228;123;1;50
2019-09-06 13:00:00;135;150;2;1;146;135;34;34;24;4;124;162;136;229;138;22;0
2019-09-06 13:15:00;158;152;3;1;140;131;26;25;16;3;146;155;137;245;137;0;0
2019-09-06 13:30:00;145;136;5;0;123;129;10;12;8;3;133;138;128;216;129;0;0
2019-09-06 13:45:00;136;131;2;3;123;108;22;17;11;6;123;132;110;193;107;0;1
2019-09-06 14:00:00;139;145;4;0;147;127;26;27;12;3;127;154;140;234;136;1;8
2019-09-06 14:15:00;143;155;2;0;156;128;19;19;15;2;131;159;144;261;145;0;5
2019-09-06 14:30:00;146;152;4;1;147;150;17;18;9;7;138;149;163;249;159;0;2
