DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(MPF2B01);7(MPF2B02);8(MPF2B03);9(MPF2B04);10(MPF2B05);11(MPF2B06);12(MPF2B07);13(MPF2B08);14(MPF2B09);15(MPF2B10);16(MPF2B11);17(MPF2B12);18(MPF2B13);19(MPF2B14)
2020-08-18 00:00:00;15;8;1;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 00:15:00;10;10;0;13;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 00:30:00;20;17;0;10;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 00:45:00;8;10;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 01:00:00;10;10;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 01:15:00;8;4;0;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 01:30:00;7;6;0;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 01:45:00;11;6;0;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 02:00:00;11;8;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 02:15:00;5;3;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 02:30:00;2;3;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 02:45:00;6;6;0;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 03:00:00;8;3;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 03:15:00;2;1;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 03:30:00;4;2;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 03:45:00;3;4;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 04:00:00;5;1;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 04:15:00;10;10;0;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 04:30:00;11;8;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 04:45:00;13;13;0;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 05:00:00;37;22;0;7;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 05:15:00;49;33;0;13;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 05:30:00;52;67;0;22;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 05:45:00;68;74;1;22;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 06:00:00;53;52;1;34;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 06:15:00;88;74;0;34;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 06:30:00;92;93;0;33;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 06:45:00;100;98;0;43;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 07:00:00;92;71;1;41;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 07:15:00;93;90;0;49;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 07:30:00;132;141;0;57;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 07:45:00;101;117;1;54;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 08:00:00;114;109;0;71;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 08:15:00;96;92;1;62;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 08:30:00;107;101;1;58;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 08:45:00;82;92;1;56;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 09:00:00;66;68;1;50;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 09:15:00;113;87;0;78;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 09:30:00;107;74;4;64;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 09:45:00;120;112;0;90;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 10:00:00;94;91;0;71;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 10:15:00;134;118;1;89;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 10:30:00;114;81;1;80;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 10:45:00;152;118;1;91;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 11:00:00;109;103;1;77;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 11:15:00;117;115;0;69;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 11:30:00;121;114;1;93;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 11:45:00;114;117;3;89;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 12:00:00;132;118;2;100;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 12:15:00;113;82;0;92;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 12:30:00;116;121;1;89;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 12:45:00;104;100;2;86;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 13:00:00;128;139;0;77;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 13:15:00;110;79;0;88;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 13:30:00;119;114;0;88;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 13:45:00;134;121;3;89;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 14:00:00;113;95;1;77;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 14:15:00;151;126;3;135;174;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 14:30:00;112;109;1;113;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 14:45:00;143;111;2;138;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 15:00:00;117;116;2;106;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 15:15:00;127;122;1;96;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 15:30:00;129;106;0;125;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 15:45:00;128;117;4;103;158;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 16:00:00;140;152;2;120;194;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 16:15:00;120;116;0;106;206;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 16:30:00;135;131;0;147;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 16:45:00;119;128;8;120;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 17:00:00;137;151;3;133;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 17:15:00;125;122;1;120;186;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 17:30:00;151;120;4;115;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 17:45:00;135;129;0;117;162;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 18:00:00;108;120;0;86;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 18:15:00;124;112;0;109;161;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 18:30:00;103;93;5;67;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 18:45:00;107;113;2;84;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 19:00:00;90;85;0;83;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 19:15:00;74;74;3;46;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 19:30:00;79;72;1;64;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 19:45:00;73;54;3;57;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 20:00:00;100;78;1;73;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 20:15:00;67;50;5;57;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 20:30:00;97;55;1;56;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 20:45:00;67;43;1;44;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 21:00:00;75;57;0;54;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 21:15:00;63;40;7;29;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 21:30:00;52;39;1;27;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 21:45:00;53;27;0;36;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 22:00:00;48;32;1;44;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 22:15:00;49;28;1;37;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 22:30:00;46;24;2;22;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 22:45:00;39;30;0;24;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 23:00:00;35;21;0;18;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 23:15:00;35;21;0;14;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 23:30:00;29;16;0;19;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0
