DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-01-11 00:00:00;12;0;4;9;16
2020-01-11 00:15:00;15;2;6;7;2
2020-01-11 00:30:00;5;0;1;6;20
2020-01-11 00:45:00;11;1;2;5;8
2020-01-11 01:00:00;7;0;3;8;7
2020-01-11 01:15:00;5;2;4;10;9
2020-01-11 01:30:00;2;0;1;11;7
2020-01-11 01:45:00;3;0;1;1;5
2020-01-11 02:00:00;3;0;1;1;1
2020-01-11 02:15:00;6;2;4;5;3
2020-01-11 02:30:00;3;0;2;2;5
2020-01-11 02:45:00;5;0;2;5;0
2020-01-11 03:00:00;1;0;1;3;0
2020-01-11 03:15:00;5;2;4;4;2
2020-01-11 03:30:00;2;0;1;5;5
2020-01-11 03:45:00;1;1;0;1;3
2020-01-11 04:00:00;3;0;0;1;3
2020-01-11 04:15:00;2;1;2;2;1
2020-01-11 04:30:00;0;1;1;2;5
2020-01-11 04:45:00;2;1;1;2;1
2020-01-11 05:00:00;2;2;2;5;1
2020-01-11 05:15:00;3;0;2;3;0
2020-01-11 05:30:00;5;1;2;4;2
2020-01-11 05:45:00;2;5;1;6;6
2020-01-11 06:00:00;4;1;3;4;3
2020-01-11 06:15:00;13;4;3;5;10
2020-01-11 06:30:00;8;4;2;5;10
2020-01-11 06:45:00;16;5;4;14;9
2020-01-11 07:00:00;8;7;2;9;1
2020-01-11 07:15:00;9;3;4;6;25
2020-01-11 07:30:00;20;4;4;6;14
2020-01-11 07:45:00;14;12;5;17;21
2020-01-11 08:00:00;16;8;4;8;8
2020-01-11 08:15:00;19;12;7;14;20
2020-01-11 08:30:00;19;12;11;13;26
2020-01-11 08:45:00;20;14;11;22;33
2020-01-11 09:00:00;35;21;17;24;28
2020-01-11 09:15:00;36;11;13;13;58
2020-01-11 09:30:00;36;17;23;28;42
2020-01-11 09:45:00;31;22;15;24;71
2020-01-11 10:00:00;47;32;23;24;45
2020-01-11 10:15:00;42;25;19;32;47
2020-01-11 10:30:00;43;26;19;35;69
2020-01-11 10:45:00;38;21;18;31;45
2020-01-11 11:00:00;43;21;28;36;61
2020-01-11 11:15:00;43;21;22;42;58
2020-01-11 11:30:00;50;17;17;28;59
2020-01-11 11:45:00;54;14;19;24;80
2020-01-11 12:00:00;35;16;28;40;63
2020-01-11 12:15:00;45;14;22;30;62
2020-01-11 12:30:00;50;18;22;27;57
2020-01-11 12:45:00;42;6;19;32;60
2020-01-11 13:00:00;43;11;23;29;67
2020-01-11 13:15:00;35;10;19;28;59
2020-01-11 13:30:00;49;13;16;24;65
2020-01-11 13:45:00;39;16;18;41;74
2020-01-11 14:00:00;63;11;19;27;56
2020-01-11 14:15:00;53;10;14;28;69
2020-01-11 14:30:00;45;15;18;34;67
2020-01-11 14:45:00;42;10;18;22;54
2020-01-11 15:00:00;52;15;18;28;55
2020-01-11 15:15:00;42;10;19;27;45
2020-01-11 15:30:00;41;7;16;24;54
2020-01-11 15:45:00;40;6;21;25;52
2020-01-11 16:00:00;37;10;15;30;66
2020-01-11 16:15:00;49;8;19;30;51
2020-01-11 16:30:00;38;10;10;24;51
2020-01-11 16:45:00;32;9;14;20;64
2020-01-11 17:00:00;45;12;16;25;61
2020-01-11 17:15:00;43;13;12;19;57
2020-01-11 17:30:00;48;8;18;25;65
2020-01-11 17:45:00;36;15;16;26;69
2020-01-11 18:00:00;43;11;10;22;52
2020-01-11 18:15:00;29;9;6;12;46
2020-01-11 18:30:00;32;14;7;18;49
2020-01-11 18:45:00;42;28;11;23;53
2020-01-11 19:00:00;44;41;10;28;47
2020-01-11 19:15:00;38;19;7;26;42
2020-01-11 19:30:00;24;20;13;18;47
2020-01-11 19:45:00;22;10;11;13;34
2020-01-11 20:00:00;26;12;4;10;32
2020-01-11 20:15:00;20;5;3;13;30
2020-01-11 20:30:00;18;4;13;13;29
2020-01-11 20:45:00;19;5;5;14;37
2020-01-11 21:00:00;20;5;7;15;17
2020-01-11 21:15:00;18;3;4;10;22
2020-01-11 21:30:00;17;0;3;17;18
2020-01-11 21:45:00;15;1;3;11;38
2020-01-11 22:00:00;15;3;7;9;16
2020-01-11 22:15:00;6;0;13;12;62
2020-01-11 22:30:00;14;1;4;8;19
2020-01-11 22:45:00;18;1;7;12;15
2020-01-11 23:00:00;23;6;8;19;24
2020-01-11 23:15:00;24;1;5;11;11
2020-01-11 23:30:00;6;2;5;14;11
2020-01-11 23:45:00;7;1;3;3;12
