DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2019-09-20 00:00:00;9;5;2;4;1;10;5;3;1;6;5
2019-09-20 00:15:00;11;6;3;3;3;14;5;2;2;2;1
2019-09-20 00:30:00;10;8;2;5;1;11;6;0;4;7;3
2019-09-20 00:45:00;9;12;2;2;0;11;5;1;2;7;1
2019-09-20 01:00:00;11;8;1;1;0;8;6;0;1;3;0
2019-09-20 01:15:00;6;9;3;3;2;9;7;1;1;5;1
2019-09-20 01:30:00;10;7;1;2;1;6;4;1;0;4;1
2019-09-20 01:45:00;8;3;0;0;0;5;2;1;0;1;0
2019-09-20 02:00:00;8;7;0;1;0;4;2;1;1;0;0
2019-09-20 02:15:00;10;8;0;1;1;9;4;1;0;2;1
2019-09-20 02:30:00;5;3;0;1;1;7;6;0;1;1;0
2019-09-20 02:45:00;2;2;0;2;1;9;5;0;0;0;0
2019-09-20 03:00:00;6;5;1;3;1;6;3;1;1;1;0
2019-09-20 03:15:00;9;5;1;2;1;6;6;1;0;6;3
2019-09-20 03:30:00;9;9;0;3;1;5;1;1;3;3;0
2019-09-20 03:45:00;8;7;1;3;1;16;7;1;2;1;0
2019-09-20 04:00:00;8;6;1;2;2;11;7;1;2;4;1
2019-09-20 04:15:00;14;10;2;1;3;17;10;1;0;1;0
2019-09-20 04:30:00;15;16;3;5;8;21;8;0;3;3;0
2019-09-20 04:45:00;26;18;2;7;4;41;21;3;1;7;4
2019-09-20 05:00:00;23;20;2;11;5;92;69;2;4;5;3
2019-09-20 05:15:00;38;32;11;19;10;126;113;3;2;19;10
2019-09-20 05:30:00;51;57;14;19;13;109;117;5;6;19;10
2019-09-20 05:45:00;98;104;25;29;16;119;124;6;14;23;7
2019-09-20 06:00:00;105;127;25;32;17;110;126;8;14;29;11
2019-09-20 06:15:00;87;92;18;41;22;134;155;9;11;29;5
2019-09-20 06:30:00;68;69;25;76;16;147;163;15;13;46;14
2019-09-20 06:45:00;58;69;21;59;21;131;168;22;17;42;15
2019-09-20 07:00:00;57;61;22;75;21;120;151;15;18;39;10
2019-09-20 07:15:00;75;90;17;84;22;121;150;35;26;55;15
