DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-03-14 00:00:00;12;12;3;0;24;12;0;22;11;0;0
2020-03-14 00:15:00;13;17;1;1;19;12;1;20;16;0;0
2020-03-14 00:30:00;13;9;0;0;26;13;0;26;15;0;0
2020-03-14 00:45:00;6;6;0;0;14;4;0;13;5;0;0
2020-03-14 01:00:00;10;5;1;0;11;8;0;10;9;0;0
2020-03-14 01:15:00;3;6;1;0;10;10;1;8;6;0;0
2020-03-14 01:30:00;13;9;2;0;7;8;0;7;5;0;0
2020-03-14 01:45:00;8;6;0;0;11;7;0;12;6;1;0
2020-03-14 02:00:00;11;5;0;0;6;7;0;6;5;0;0
2020-03-14 02:15:00;7;7;1;0;5;2;0;4;3;0;0
2020-03-14 02:30:00;7;9;1;0;6;9;1;6;9;0;0
2020-03-14 02:45:00;10;10;1;0;7;8;0;8;10;0;0
2020-03-14 03:00:00;7;7;0;0;14;4;0;16;7;0;0
2020-03-14 03:15:00;2;3;0;0;5;3;0;6;4;0;0
2020-03-14 03:30:00;1;7;1;1;6;5;0;4;5;0;0
2020-03-14 03:45:00;6;4;0;0;6;2;0;7;3;0;0
2020-03-14 04:00:00;5;7;0;0;6;6;1;6;7;1;1
2020-03-14 04:15:00;9;6;0;0;3;1;0;3;0;0;0
2020-03-14 04:30:00;4;6;0;0;11;3;0;10;6;0;0
2020-03-14 04:45:00;7;1;0;0;9;6;0;8;5;0;0
2020-03-14 05:00:00;5;5;0;0;6;1;0;7;2;0;0
2020-03-14 05:15:00;9;6;1;0;7;3;1;8;4;0;0
2020-03-14 05:30:00;22;19;1;0;19;14;0;17;16;0;0
2020-03-14 05:45:00;17;20;2;2;11;8;0;9;11;0;0
2020-03-14 06:00:00;24;13;1;2;13;9;0;12;11;0;0
2020-03-14 06:15:00;24;22;1;0;16;8;1;15;10;0;0
2020-03-14 06:30:00;32;25;3;1;18;11;0;15;12;0;0
2020-03-14 06:45:00;21;22;1;1;25;16;2;26;22;1;0
2020-03-14 07:00:00;29;24;1;1;26;17;0;27;21;0;0
2020-03-14 07:15:00;26;30;3;1;31;21;2;33;24;0;5
2020-03-14 07:30:00;26;37;0;1;43;28;0;42;28;0;0
2020-03-14 07:45:00;42;30;1;0;37;27;3;39;31;0;0
2020-03-14 08:00:00;36;40;3;1;36;19;0;36;22;1;0
2020-03-14 08:15:00;40;43;4;0;41;27;3;39;35;0;0
2020-03-14 08:30:00;56;50;2;0;41;32;2;38;29;1;0
2020-03-14 08:45:00;61;74;3;1;53;43;7;53;45;3;2
2020-03-14 09:00:00;57;51;6;1;44;47;5;47;50;1;3
2020-03-14 09:15:00;58;69;6;1;64;51;3;66;56;7;0
2020-03-14 09:30:00;74;61;6;1;70;54;4;67;58;2;0
2020-03-14 09:45:00;83;79;7;2;70;58;2;69;59;4;7
2020-03-14 10:00:00;82;81;6;1;67;63;6;63;68;2;2
2020-03-14 10:15:00;83;89;4;2;90;81;5;88;83;10;4
2020-03-14 10:30:00;76;115;8;2;76;64;5;77;72;7;0
2020-03-14 10:45:00;90;97;5;8;89;85;7;83;77;6;14
2020-03-14 11:00:00;84;105;5;5;76;65;6;75;77;6;1
2020-03-14 11:15:00;84;92;5;0;79;90;5;80;85;2;20
2020-03-14 11:30:00;85;107;6;3;74;84;7;70;86;4;13
2020-03-14 11:45:00;106;111;6;2;81;126;3;97;89;3;0
2020-03-14 12:00:00;81;97;9;1;62;140;5;84;91;9;0
2020-03-14 12:15:00;43;152;7;3;92;101;4;94;91;3;16
2020-03-14 12:30:00;52;169;5;4;100;90;4;99;73;5;0
2020-03-14 12:45:00;50;166;5;1;92;130;3;100;107;2;21
2020-03-14 13:00:00;38;150;8;4;79;116;3;86;94;8;9
2020-03-14 13:15:00;49;171;9;5;81;96;1;86;82;1;0
2020-03-14 13:30:00;49;180;9;0;83;94;5;92;91;2;1
2020-03-14 13:45:00;41;175;10;8;101;119;5;101;93;1;15
2020-03-14 14:00:00;70;140;7;1;84;70;1;80;72;1;24
2020-03-14 14:15:00;86;118;15;0;92;91;2;86;93;0;8
2020-03-14 14:30:00;104;102;9;2;105;104;4;106;105;1;2
2020-03-14 14:45:00;80;90;3;3;103;104;6;96;119;1;9
2020-03-14 15:00:00;92;142;8;3;86;91;6;85;90;1;6
