2020-06-24 00:00:00;12;1;4;0;0;0
2020-06-24 00:15:00;7;0;4;1;0;0
2020-06-24 00:30:00;3;0;5;1;0;0
2020-06-24 00:45:00;5;0;4;0;0;0
2020-06-24 01:00:00;4;0;5;0;0;0
2020-06-24 01:15:00;3;0;1;0;0;0
2020-06-24 01:30:00;1;0;4;0;0;0
2020-06-24 01:45:00;4;1;6;2;0;0
2020-06-24 02:00:00;6;0;3;0;0;0
2020-06-24 02:15:00;3;0;5;0;0;0
2020-06-24 02:30:00;5;0;2;0;0;0
2020-06-24 02:45:00;5;0;4;0;0;0
2020-06-24 03:00:00;3;0;6;0;0;0
2020-06-24 03:15:00;0;0;5;0;0;0
2020-06-24 03:30:00;2;0;7;0;0;0
2020-06-24 03:45:00;8;1;3;1;0;0
2020-06-24 04:00:00;5;1;7;1;0;0
2020-06-24 04:15:00;4;1;6;0;0;0
2020-06-24 04:30:00;5;0;9;1;0;0
2020-06-24 04:45:00;4;2;23;0;0;0
2020-06-24 05:00:00;16;10;58;1;1;0
2020-06-24 05:15:00;32;23;140;2;6;8
2020-06-24 05:30:00;43;30;174;11;11;3
2020-06-24 05:45:00;80;22;105;56;8;4
2020-06-24 06:00:00;77;13;82;77;17;1
2020-06-24 06:15:00;50;14;101;23;5;9
2020-06-24 06:30:00;49;16;136;13;12;2
2020-06-24 06:45:00;56;14;137;3;9;9
2020-06-24 07:00:00;55;3;125;2;9;4
2020-06-24 07:15:00;65;10;112;1;5;9
2020-06-24 07:30:00;61;4;139;0;4;12
2020-06-24 07:45:00;83;7;120;1;4;16
2020-06-24 08:00:00;64;7;93;2;1;7
2020-06-24 08:15:00;60;3;99;0;0;0
2020-06-24 08:30:00;55;3;72;1;1;0
2020-06-24 08:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-24 09:00:00;45;1;43;1;0;0
2020-06-24 09:15:00;38;0;60;1;0;0
2020-06-24 09:30:00;40;1;52;1;1;0
2020-06-24 09:45:00;51;3;60;1;3;1
2020-06-24 10:00:00;52;2;45;3;3;0
2020-06-24 10:15:00;41;0;46;2;0;0
2020-06-24 10:30:00;42;1;44;0;1;0
2020-06-24 10:45:00;49;4;41;0;1;0
2020-06-24 11:00:00;49;2;48;2;0;0
2020-06-24 11:15:00;57;0;51;0;4;1
2020-06-24 11:30:00;55;0;58;2;0;2
2020-06-24 11:45:00;63;0;54;2;6;4
2020-06-24 12:00:00;58;0;46;6;4;2
2020-06-24 12:15:00;65;1;51;6;0;3
2020-06-24 12:30:00;65;1;63;5;4;1
2020-06-24 12:45:00;74;7;61;6;2;0
2020-06-24 13:00:00;66;3;66;8;4;1
2020-06-24 13:15:00;75;8;105;5;10;9
2020-06-24 13:30:00;79;20;130;8;30;5
2020-06-24 13:45:00;90;34;153;27;11;45
2020-06-24 14:00:00;106;20;130;44;23;10
2020-06-24 14:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-24 14:30:00;118;5;53;84;9;16
2020-06-24 14:45:00;99;2;47;32;18;3
2020-06-24 15:00:00;93;1;52;28;25;5
2020-06-24 15:15:00;132;2;74;28;4;16
2020-06-24 15:30:00;89;0;45;16;5;15
2020-06-24 15:45:00;74;2;61;16;3;3
2020-06-24 16:00:00;113;2;56;12;0;3
2020-06-24 16:15:00;83;0;67;10;2;4
2020-06-24 16:30:00;103;2;67;10;2;4
2020-06-24 16:45:00;75;4;66;13;3;3
2020-06-24 17:00:00;91;4;51;10;10;1
2020-06-24 17:15:00;68;3;62;12;1;0
2020-06-24 17:30:00;71;1;65;11;0;4
2020-06-24 17:45:00;62;1;67;9;0;1
2020-06-24 18:00:00;69;1;45;2;1;0
2020-06-24 18:15:00;65;0;50;6;0;0
2020-06-24 18:30:00;58;3;43;3;0;4
2020-06-24 18:45:00;49;0;39;3;1;0
2020-06-24 19:00:00;41;1;43;4;0;0
2020-06-24 19:15:00;31;0;45;0;1;0
2020-06-24 19:30:00;32;0;35;1;4;0
2020-06-24 19:45:00;30;1;25;0;0;0
2020-06-24 20:00:00;36;0;30;1;0;0
2020-06-24 20:15:00;38;0;32;4;0;0
2020-06-24 20:30:00;20;2;40;2;4;0
2020-06-24 20:45:00;26;5;53;1;1;0
2020-06-24 21:00:00;33;7;88;3;7;3
2020-06-24 21:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-24 21:30:00;31;17;91;22;4;8
2020-06-24 21:45:00;75;7;53;84;14;10
2020-06-24 22:00:00;117;3;32;81;3;8
2020-06-24 22:15:00;29;0;19;14;0;0
2020-06-24 22:30:00;17;0;14;9;7;1
2020-06-24 22:45:00;15;1;19;5;0;0
2020-06-24 23:00:00;25;0;13;1;0;0
2020-06-24 23:15:00;11;0;4;0;0;0
2020-06-24 23:30:00;8;1;6;0;0;0
2020-06-24 23:45:00;8;0;8;1;0;0
