DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2019-10-30 00:00:00;0;2;0;5;5;4;3;9;6;0;0
2019-10-30 00:15:00;0;2;0;8;5;4;1;6;4;0;0
2019-10-30 00:30:00;1;2;0;7;5;3;1;10;9;1;1
2019-10-30 00:45:00;0;0;0;3;2;0;3;7;4;0;0
2019-10-30 01:00:00;2;4;1;5;1;1;2;5;3;0;0
2019-10-30 01:15:00;0;1;0;2;4;3;0;5;5;0;0
2019-10-30 01:30:00;0;1;0;7;1;19;1;4;2;0;0
2019-10-30 01:45:00;0;0;0;3;3;35;5;2;2;0;0
2019-10-30 02:00:00;0;0;0;4;3;15;0;4;1;0;0
2019-10-30 02:15:00;0;0;0;2;1;33;1;0;1;0;0
2019-10-30 02:30:00;0;1;0;5;2;31;0;4;7;2;2
2019-10-30 02:45:00;0;2;0;2;1;1;2;3;2;0;0
2019-10-30 03:00:00;0;2;0;4;5;23;0;2;0;0;0
2019-10-30 03:15:00;0;1;0;2;1;1;1;1;0;0;0
2019-10-30 03:30:00;1;2;0;3;2;0;0;2;2;0;0
2019-10-30 03:45:00;0;1;0;0;0;1;0;4;1;1;1
2019-10-30 04:00:00;1;3;0;3;3;4;0;2;1;0;0
2019-10-30 04:15:00;1;1;0;3;3;166;1;6;2;1;1
2019-10-30 04:30:00;0;5;0;6;7;115;1;7;6;4;4
2019-10-30 04:45:00;0;3;0;10;5;86;0;12;11;4;4
2019-10-30 05:00:00;3;5;0;7;11;124;5;30;26;7;6
2019-10-30 05:15:00;2;8;0;16;13;117;12;44;36;10;10
2019-10-30 05:30:00;4;18;3;29;20;55;6;62;60;16;15
2019-10-30 05:45:00;1;25;1;42;23;32;4;60;74;23;17
2019-10-30 06:00:00;5;15;6;49;37;102;9;53;66;17;15
2019-10-30 06:15:00;7;32;2;47;29;112;16;85;74;10;5
2019-10-30 06:30:00;10;45;7;61;45;40;24;155;151;33;27
2019-10-30 06:45:00;13;44;6;61;37;50;31;144;162;31;33
2019-10-30 07:00:00;7;39;5;67;49;16;27;155;161;21;24
2019-10-30 07:15:00;16;47;7;61;43;12;54;139;146;29;23
2019-10-30 07:30:00;9;34;3;80;58;16;23;147;154;30;24
2019-10-30 07:45:00;13;41;7;94;63;11;46;133;155;35;34
2019-10-30 08:00:00;16;23;5;100;58;66;35;105;125;28;32
2019-10-30 08:15:00;14;34;5;83;50;36;22;97;90;23;20
2019-10-30 08:30:00;5;34;2;91;51;75;25;102;102;14;12
2019-10-30 08:45:00;22;23;7;82;37;111;37;95;98;20;18
2019-10-30 09:00:00;9;28;0;88;67;46;38;93;72;11;10
2019-10-30 09:15:00;15;19;3;75;49;54;33;71;80;11;11
2019-10-30 09:30:00;16;35;2;77;47;13;30;89;87;17;15
