DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2020-05-07 00:00:00;4;5;0;2;1;0;0;0;0;0
2020-05-07 00:15:00;4;2;0;7;2;0;0;0;0;0
2020-05-07 00:30:00;3;4;0;4;6;0;0;0;0;0
2020-05-07 00:45:00;4;0;0;6;4;0;0;0;0;0
2020-05-07 01:00:00;2;2;0;2;3;0;0;0;0;0
2020-05-07 01:15:00;1;0;0;1;0;0;0;0;0;0
2020-05-07 01:30:00;2;1;1;1;3;0;0;0;0;0
2020-05-07 01:45:00;3;4;0;2;1;0;0;0;0;0
2020-05-07 02:00:00;7;6;0;6;3;0;0;0;0;0
2020-05-07 02:15:00;4;1;0;4;2;0;0;0;0;0
2020-05-07 02:30:00;10;2;0;8;4;1;0;0;0;0
2020-05-07 02:45:00;3;1;0;4;5;0;0;0;0;0
2020-05-07 03:00:00;2;1;0;4;2;0;0;0;0;0
2020-05-07 03:15:00;7;5;0;5;4;0;0;0;0;0
2020-05-07 03:30:00;9;4;0;4;1;1;0;0;0;0
2020-05-07 03:45:00;4;2;0;6;6;0;0;0;0;0
2020-05-07 04:00:00;8;3;0;8;6;0;0;0;0;0
2020-05-07 04:15:00;4;2;0;5;4;0;0;0;0;0
2020-05-07 04:30:00;7;3;0;9;10;0;0;0;0;0
2020-05-07 04:45:00;21;10;0;7;2;0;0;0;0;0
2020-05-07 05:00:00;17;10;0;19;7;0;0;0;0;0
2020-05-07 05:15:00;34;18;0;46;11;1;0;0;0;0
2020-05-07 05:30:00;36;27;1;50;25;1;0;0;0;0
2020-05-07 05:45:00;64;31;0;43;12;2;0;0;0;0
2020-05-07 06:00:00;43;17;5;39;18;2;0;0;0;0
2020-05-07 06:15:00;41;24;0;62;24;1;0;0;0;0
2020-05-07 06:30:00;102;46;0;72;47;3;0;0;0;0
2020-05-07 06:45:00;103;75;0;91;46;2;0;0;0;0
2020-05-07 07:00:00;79;45;0;91;43;5;0;0;0;0
2020-05-07 07:15:00;94;50;0;98;69;1;1;0;0;0
2020-05-07 07:30:00;101;55;0;96;61;7;2;0;0;0
2020-05-07 07:45:00;107;64;254;94;70;4;1;0;0;0
