DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2019-10-03 00:00:00;25;7;3;10;6;8;6;1;1
2019-10-03 00:15:00;30;16;3;13;5;15;7;3;3
2019-10-03 00:30:00;26;12;2;10;4;14;11;1;1
2019-10-03 00:45:00;21;5;5;11;4;8;6;4;5
2019-10-03 01:00:00;16;3;4;9;1;12;6;2;1
2019-10-03 01:15:00;7;4;6;8;4;10;11;1;1
2019-10-03 01:30:00;7;5;4;5;2;7;6;1;1
2019-10-03 01:45:00;12;6;3;13;2;2;1;2;2
2019-10-03 02:00:00;11;5;5;8;2;9;7;2;2
2019-10-03 02:15:00;10;6;2;5;4;7;0;3;3
2019-10-03 02:30:00;7;7;1;2;0;6;6;1;1
2019-10-03 02:45:00;7;1;0;10;3;3;3;2;2
2019-10-03 03:00:00;3;8;0;6;3;2;3;1;1
2019-10-03 03:15:00;10;3;1;4;4;7;3;3;3
2019-10-03 03:30:00;6;5;1;7;1;6;3;0;0
2019-10-03 03:45:00;12;5;2;3;0;4;3;1;1
2019-10-03 04:00:00;10;2;0;7;5;3;5;1;1
2019-10-03 04:15:00;5;1;0;6;1;6;6;0;0
2019-10-03 04:30:00;2;3;2;6;3;8;2;1;1
2019-10-03 04:45:00;7;3;1;3;1;5;5;4;4
2019-10-03 05:00:00;6;3;1;5;2;9;3;2;2
2019-10-03 05:15:00;10;9;3;15;3;6;3;2;2
2019-10-03 05:30:00;14;6;3;15;3;6;7;1;1
2019-10-03 05:45:00;14;10;2;44;18;14;13;1;1
2019-10-03 06:00:00;22;8;2;57;37;14;15;2;3
2019-10-03 06:15:00;18;7;1;52;21;17;16;2;1
2019-10-03 06:30:00;12;5;1;14;11;15;12;5;5
2019-10-03 06:45:00;8;4;3;12;5;7;11;2;2
2019-10-03 07:00:00;18;9;2;7;1;8;6;1;1
2019-10-03 07:15:00;13;11;3;20;4;10;7;5;5
2019-10-03 07:30:00;15;5;7;14;3;6;8;0;0
2019-10-03 07:45:00;19;8;6;13;4;9;9;2;2
2019-10-03 08:00:00;24;8;3;10;3;14;12;1;1
2019-10-03 08:15:00;31;3;2;21;5;16;11;2;2
2019-10-03 08:30:00;24;11;5;15;4;15;10;3;3
2019-10-03 08:45:00;33;19;4;21;5;23;17;5;5
2019-10-03 09:00:00;28;14;5;26;8;20;13;5;5
2019-10-03 09:15:00;51;21;5;18;6;20;28;3;3
2019-10-03 09:30:00;57;19;11;30;16;27;24;6;6
2019-10-03 09:45:00;33;15;9;25;13;26;31;5;5
2019-10-03 10:00:00;47;16;11;29;11;23;24;5;5
2019-10-03 10:15:00;57;23;9;32;15;30;32;9;9
2019-10-03 10:30:00;64;13;9;33;13;27;27;11;11
2019-10-03 10:45:00;49;17;22;31;19;29;34;9;9
2019-10-03 11:00:00;57;20;7;28;13;38;41;2;2
2019-10-03 11:15:00;42;19;12;36;15;40;37;6;6
2019-10-03 11:30:00;47;17;13;26;11;50;29;7;7
2019-10-03 11:45:00;55;26;10;25;14;42;42;11;11
2019-10-03 12:00:00;48;24;11;35;14;39;31;8;8
2019-10-03 12:15:00;58;26;11;26;17;47;46;5;5
2019-10-03 12:30:00;46;23;11;20;19;46;60;9;9
2019-10-03 12:45:00;48;27;6;28;22;51;58;11;11
2019-10-03 13:00:00;62;37;22;27;14;59;45;5;5
2019-10-03 13:15:00;57;27;11;25;22;41;56;10;10
2019-10-03 13:30:00;46;23;10;23;15;55;56;7;7
2019-10-03 13:45:00;64;35;14;27;25;57;59;8;8
2019-10-03 14:00:00;61;28;12;30;20;64;54;10;11
2019-10-03 14:15:00;62;37;11;31;18;56;60;6;5
2019-10-03 14:30:00;71;55;13;32;24;64;68;10;10
2019-10-03 14:45:00;76;43;12;25;24;67;58;9;9
2019-10-03 15:00:00;74;33;12;28;14;54;57;9;9
2019-10-03 15:15:00;90;25;12;25;13;50;52;6;6
2019-10-03 15:30:00;65;38;22;28;24;61;51;9;9
2019-10-03 15:45:00;64;36;14;35;20;44;36;11;11
2019-10-03 16:00:00;76;43;12;26;15;62;60;13;13
2019-10-03 16:15:00;77;33;9;36;18;51;47;4;4
2019-10-03 16:30:00;79;37;6;34;17;40;44;7;7
2019-10-03 16:45:00;79;48;14;37;18;54;53;6;6
2019-10-03 17:00:00;63;43;11;28;19;44;46;6;6
2019-10-03 17:15:00;64;35;14;29;15;51;48;18;18
2019-10-03 17:30:00;80;49;13;29;18;38;46;12;12
2019-10-03 17:45:00;77;37;17;32;16;57;59;9;9
2019-10-03 18:00:00;76;47;24;36;31;43;35;14;14
2019-10-03 18:15:00;81;51;20;31;23;58;52;9;10
2019-10-03 18:30:00;54;48;14;23;21;43;54;12;11
2019-10-03 18:45:00;56;33;12;24;13;40;43;11;11
