DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-09-01 00:00:00;4;1;1;4;1;5;1;0;4
2020-09-01 00:15:00;4;2;3;7;5;1;1;0;6
2020-09-01 00:30:00;6;2;1;1;2;5;0;0;4
2020-09-01 00:45:00;5;2;2;2;3;5;1;0;0
2020-09-01 01:00:00;3;3;2;6;1;4;7;0;1
2020-09-01 01:15:00;1;1;1;2;1;3;5;0;2
2020-09-01 01:30:00;6;4;0;1;0;1;2;0;2
2020-09-01 01:45:00;3;1;1;2;1;1;1;0;1
2020-09-01 02:00:00;2;1;0;2;3;4;1;0;0
2020-09-01 02:15:00;0;0;2;5;3;1;1;0;1
2020-09-01 02:30:00;3;0;0;4;2;2;3;0;3
2020-09-01 02:45:00;3;1;0;0;1;6;1;0;1
2020-09-01 03:00:00;9;1;1;1;1;0;1;0;3
2020-09-01 03:15:00;1;2;0;4;1;1;2;0;2
2020-09-01 03:30:00;2;1;1;2;2;1;2;0;2
2020-09-01 03:45:00;3;3;0;5;1;3;3;0;3
2020-09-01 04:00:00;3;0;0;8;2;0;1;0;3
2020-09-01 04:15:00;2;2;3;3;1;4;2;0;1
2020-09-01 04:30:00;5;3;1;9;1;2;3;0;3
2020-09-01 04:45:00;10;7;1;11;2;9;2;0;4
2020-09-01 05:00:00;20;10;2;16;4;22;14;0;2
2020-09-01 05:15:00;30;9;6;17;7;26;32;0;3
2020-09-01 05:30:00;52;34;3;22;18;44;37;0;7
2020-09-01 05:45:00;35;20;5;40;40;46;44;0;7
2020-09-01 06:00:00;40;19;3;69;78;50;58;0;11
2020-09-01 06:15:00;46;25;5;59;51;61;93;0;17
2020-09-01 06:30:00;56;31;5;32;24;85;114;0;11
2020-09-01 06:45:00;61;35;12;38;35;92;124;0;16
2020-09-01 07:00:00;52;22;7;28;30;76;96;0;15
2020-09-01 07:15:00;50;33;11;24;33;108;126;0;27
2020-09-01 07:30:00;68;35;17;33;22;120;121;0;20
2020-09-01 07:45:00;68;42;13;38;37;106;104;0;25
2020-09-01 08:00:00;58;33;13;33;18;74;99;0;15
2020-09-01 08:15:00;46;31;20;27;15;67;89;0;18
2020-09-01 08:30:00;71;48;18;36;21;62;85;0;20
