DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2019-12-14 00:00:00;10;2;2;16;4;0;0;0
2019-12-14 00:15:00;15;4;3;24;2;0;0;0
2019-12-14 00:30:00;19;2;4;26;3;0;0;0
2019-12-14 00:45:00;13;1;3;16;6;0;0;0
2019-12-14 01:00:00;5;0;0;22;0;0;0;0
2019-12-14 01:15:00;7;1;3;15;3;0;0;0
2019-12-14 01:30:00;11;1;1;17;2;0;0;0
2019-12-14 01:45:00;5;0;1;11;0;0;0;0
2019-12-14 02:00:00;8;4;1;6;3;0;0;0
2019-12-14 02:15:00;6;2;0;11;0;0;0;0
2019-12-14 02:30:00;6;1;0;13;0;0;0;0
2019-12-14 02:45:00;3;1;3;4;0;0;0;0
2019-12-14 03:00:00;3;2;1;4;1;0;0;0
2019-12-14 03:15:00;1;0;1;5;0;0;0;0
2019-12-14 03:30:00;3;1;1;6;2;0;0;0
2019-12-14 03:45:00;4;0;1;5;0;0;0;0
2019-12-14 04:00:00;7;0;1;7;1;0;0;0
2019-12-14 04:15:00;6;2;0;8;0;0;0;0
2019-12-14 04:30:00;6;0;0;2;0;0;0;0
2019-12-14 04:45:00;3;2;1;6;1;0;0;0
2019-12-14 05:00:00;10;1;2;6;0;0;0;0
2019-12-14 05:15:00;7;1;1;8;0;0;0;0
2019-12-14 05:30:00;10;4;1;23;0;0;0;0
2019-12-14 05:45:00;9;3;2;13;4;0;0;0
2019-12-14 06:00:00;8;1;4;10;1;0;0;0
2019-12-14 06:15:00;15;2;1;6;0;0;0;0
2019-12-14 06:30:00;23;2;2;18;2;0;0;0
2019-12-14 06:45:00;10;4;3;14;0;0;0;0
2019-12-14 07:00:00;23;6;4;13;2;0;0;0
2019-12-14 07:15:00;16;3;6;12;2;0;0;0
2019-12-14 07:30:00;38;6;8;20;6;0;0;0
2019-12-14 07:45:00;37;3;10;20;10;0;0;0
2019-12-14 08:00:00;44;10;15;23;7;0;0;0
2019-12-14 08:15:00;55;8;12;33;12;0;0;0
2019-12-14 08:30:00;64;16;11;33;17;4;0;0
2019-12-14 08:45:00;62;10;30;53;14;2;0;0
2019-12-14 09:00:00;64;13;24;54;16;3;0;0
2019-12-14 09:15:00;64;19;28;59;18;1;0;0
2019-12-14 09:30:00;93;15;29;63;12;9;0;0
2019-12-14 09:45:00;102;14;50;78;14;6;0;0
2019-12-14 10:00:00;92;13;36;69;30;2;0;0
2019-12-14 10:15:00;87;6;34;62;26;3;0;0
2019-12-14 10:30:00;98;22;41;78;22;4;0;0
2019-12-14 10:45:00;96;21;38;67;15;1;0;0
2019-12-14 11:00:00;91;20;44;79;25;3;0;0
2019-12-14 11:15:00;80;17;52;88;30;5;0;0
2019-12-14 11:30:00;96;14;47;95;24;2;0;0
2019-12-14 11:45:00;93;17;54;118;16;5;0;0
2019-12-14 12:00:00;112;17;57;92;24;3;0;0
2019-12-14 12:15:00;91;19;51;107;22;1;0;0
2019-12-14 12:30:00;81;15;38;89;21;4;0;0
2019-12-14 12:45:00;93;17;59;99;22;5;0;0
2019-12-14 13:00:00;89;17;50;86;22;4;0;0
2019-12-14 13:15:00;93;17;43;102;28;1;0;0
2019-12-14 13:30:00;91;16;48;105;25;8;0;2
2019-12-14 13:45:00;102;11;37;114;23;21;0;0
2019-12-14 14:00:00;116;14;78;128;20;12;0;0
2019-12-14 14:15:00;98;20;47;116;25;1;0;0
2019-12-14 14:30:00;103;19;74;149;24;7;0;0
2019-12-14 14:45:00;125;13;85;122;21;1;0;0
2019-12-14 15:00:00;104;18;55;110;25;1;0;0
2019-12-14 15:15:00;65;17;66;94;12;5;0;0
2019-12-14 15:30:00;94;18;53;108;16;8;0;0
2019-12-14 15:45:00;77;16;36;78;28;0;0;0
2019-12-14 16:00:00;92;21;33;89;14;6;0;0
2019-12-14 16:15:00;91;26;39;81;21;1;0;0
2019-12-14 16:30:00;100;16;53;93;20;1;0;0
2019-12-14 16:45:00;100;18;42;89;18;13;0;0
2019-12-14 17:00:00;80;17;36;82;22;7;0;0
2019-12-14 17:15:00;71;8;34;73;11;0;0;0
2019-12-14 17:30:00;98;12;44;78;13;3;0;0
2019-12-14 17:45:00;105;14;42;75;14;3;0;0
2019-12-14 18:00:00;89;7;32;91;11;4;0;0
2019-12-14 18:15:00;94;11;36;89;13;9;0;0
2019-12-14 18:30:00;97;12;35;86;18;0;0;0
2019-12-14 18:45:00;88;14;42;95;11;2;0;0
2019-12-14 19:00:00;55;13;32;97;10;4;0;0
2019-12-14 19:15:00;59;8;30;82;16;0;0;0
2019-12-14 19:30:00;70;9;15;60;9;0;0;0
2019-12-14 19:45:00;65;8;16;54;6;0;0;0
2019-12-14 20:00:00;64;5;26;48;0;0;0;0
2019-12-14 20:15:00;29;3;10;47;3;0;0;0
2019-12-14 20:30:00;24;5;8;54;8;0;0;0
2019-12-14 20:45:00;26;6;6;39;2;0;0;0
2019-12-14 21:00:00;21;3;3;37;3;0;0;0
2019-12-14 21:15:00;20;2;8;39;7;0;0;0
