DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2019-12-23 00:00:00;2;1;4;2;1;6;3;5;7;6;11;6;15;19;9;2;0;0;24;0;0;0;0;0
2019-12-23 00:15:00;7;8;8;2;5;18;11;6;3;6;8;4;12;21;9;0;0;1;30;0;0;0;0;0
2019-12-23 00:30:00;3;2;4;5;0;13;8;1;4;4;12;3;13;21;9;1;0;0;30;0;0;0;0;0
2019-12-23 00:45:00;4;2;4;5;3;13;4;4;6;0;6;3;5;13;9;2;0;1;30;0;0;0;0;0
2019-12-23 01:00:00;0;1;5;2;3;4;4;2;5;3;6;1;10;16;8;1;0;0;38;0;0;0;0;0
2019-12-23 01:15:00;1;2;3;2;0;6;5;2;4;2;1;0;9;20;14;0;0;0;39;0;0;0;0;0
2019-12-23 01:30:00;0;1;2;4;1;4;1;2;2;4;8;2;2;11;10;1;0;0;36;0;0;0;0;0
2019-12-23 01:45:00;0;1;3;1;1;5;4;1;3;0;2;1;4;14;10;0;0;0;39;0;0;0;0;0
2019-12-23 02:00:00;2;2;4;0;0;4;3;4;4;3;3;2;9;13;8;1;0;1;39;0;0;0;0;0
2019-12-23 02:15:00;0;2;3;2;0;3;5;0;1;3;2;1;3;11;9;1;0;0;39;0;0;0;0;0
2019-12-23 02:30:00;0;2;0;0;0;4;3;1;2;0;3;1;2;9;6;0;0;1;36;0;0;0;0;0
2019-12-23 02:45:00;0;0;2;1;2;6;4;0;3;0;3;0;2;5;3;1;0;2;39;0;0;0;0;0
2019-12-23 03:00:00;0;2;1;1;2;6;5;2;4;1;3;0;4;7;3;0;0;0;39;0;0;0;0;0
2019-12-23 03:15:00;0;0;2;2;1;3;3;2;6;1;3;1;1;8;7;0;0;0;36;0;0;0;0;0
2019-12-23 03:30:00;0;0;1;0;1;8;9;1;6;0;2;0;2;6;6;0;0;1;39;0;0;0;0;0
2019-12-23 03:45:00;1;2;1;0;0;0;3;1;2;1;6;1;5;12;7;1;0;0;39;0;0;0;0;0
2019-12-23 04:00:00;0;0;0;1;0;4;1;4;6;1;2;0;5;8;6;1;0;0;39;0;0;0;0;0
2019-12-23 04:15:00;0;0;2;1;1;9;3;4;4;1;4;0;10;17;8;0;0;0;39;0;0;0;0;0
2019-12-23 04:30:00;0;2;1;2;2;6;4;6;5;2;5;2;7;20;14;0;0;2;39;0;0;0;0;0
2019-12-23 04:45:00;0;0;1;2;2;7;4;3;5;1;5;6;13;21;11;0;0;1;39;0;0;0;0;0
2019-12-23 05:00:00;0;0;2;1;3;12;4;5;5;5;8;3;14;31;18;0;0;1;27;0;0;0;0;0
2019-12-23 05:15:00;0;0;3;3;7;17;4;6;12;7;8;11;11;28;19;3;0;0;30;0;0;0;0;0
2019-12-23 05:30:00;0;2;7;2;0;21;17;7;8;7;21;18;19;55;33;1;0;0;30;0;0;0;0;0
2019-12-23 05:45:00;0;4;12;3;7;19;8;12;11;9;22;13;20;48;40;3;0;0;30;0;0;0;0;0
2019-12-23 06:00:00;2;8;13;5;5;14;11;15;12;8;18;17;28;44;30;1;0;1;30;0;0;0;0;0
2019-12-23 06:15:00;3;10;10;5;9;21;12;5;8;20;25;17;16;44;36;7;0;0;29;0;0;0;0;0
2019-12-23 06:30:00;1;5;11;8;13;30;14;18;13;17;36;23;23;55;47;6;0;0;30;0;0;0;0;0
2019-12-23 06:45:00;8;7;13;8;12;38;26;12;12;32;32;25;37;69;49;6;0;1;30;0;0;0;0;0
2019-12-23 07:00:00;4;11;14;15;9;20;23;22;14;24;35;27;21;60;55;10;0;0;30;0;0;0;0;0
2019-12-23 07:15:00;3;10;14;8;25;49;26;16;13;40;38;25;32;66;57;13;0;0;30;0;0;0;0;0
