DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2020-01-10 00:00:00;4;7;13;0;6;5;5;3;3;3;0;0;0;0
2020-01-10 00:15:00;5;4;15;1;8;6;2;0;4;6;0;0;0;0
2020-01-10 00:30:00;4;4;13;2;6;6;5;2;1;6;0;0;0;0
2020-01-10 00:45:00;3;3;10;3;1;2;3;3;3;3;0;0;0;0
2020-01-10 01:00:00;2;1;7;2;6;11;5;0;4;1;0;0;0;0
2020-01-10 01:15:00;0;3;7;0;6;6;1;2;1;2;0;0;0;0
2020-01-10 01:30:00;2;3;8;2;4;4;1;2;2;3;0;0;0;0
2020-01-10 01:45:00;3;0;3;0;6;6;0;0;2;0;0;0;0;0
2020-01-10 02:00:00;3;1;4;0;3;1;2;1;1;0;0;0;0;0
2020-01-10 02:15:00;2;1;6;0;9;2;1;0;0;3;0;0;0;0
2020-01-10 02:30:00;0;1;6;0;4;2;0;0;0;0;0;0;0;0
2020-01-10 02:45:00;1;3;3;0;3;5;0;0;1;1;0;0;0;0
2020-01-10 03:00:00;2;4;2;1;2;2;1;0;0;1;0;0;0;0
2020-01-10 03:15:00;0;0;6;0;2;2;2;0;2;0;0;0;0;0
2020-01-10 03:30:00;4;4;3;1;3;1;1;0;3;4;0;0;0;0
2020-01-10 03:45:00;2;2;5;0;5;4;1;1;3;2;0;0;0;0
2020-01-10 04:00:00;4;4;9;1;7;7;3;1;0;3;0;0;0;0
2020-01-10 04:15:00;4;5;11;1;4;3;1;1;2;1;0;0;0;0
2020-01-10 04:30:00;2;6;10;2;6;4;0;0;4;5;0;0;0;0
2020-01-10 04:45:00;17;11;12;2;9;6;1;0;6;3;0;0;0;0
2020-01-10 05:00:00;33;23;23;7;9;8;6;2;12;16;0;0;0;0
2020-01-10 05:15:00;78;79;34;13;21;19;8;6;10;14;0;0;0;0
2020-01-10 05:30:00;80;66;55;25;25;17;9;5;15;14;0;0;0;0
