DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2019-11-08 00:00:00;13;13;13;15;6;1;1;6;0;2;3
2019-11-08 00:15:00;13;16;8;17;6;2;4;4;0;3;1
2019-11-08 00:30:00;18;24;11;25;15;3;0;3;0;3;0
2019-11-08 00:45:00;16;17;12;9;4;3;2;2;0;2;1
2019-11-08 01:00:00;11;13;8;11;11;2;2;7;0;1;2
2019-11-08 01:15:00;5;6;6;12;3;2;1;1;0;1;1
2019-11-08 01:30:00;11;15;8;12;2;1;1;1;0;0;0
2019-11-08 01:45:00;14;15;7;9;3;1;1;2;0;0;0
2019-11-08 02:00:00;11;13;5;7;2;1;0;1;0;0;2
2019-11-08 02:15:00;12;12;7;6;2;3;0;2;0;1;0
2019-11-08 02:30:00;3;3;2;4;6;1;1;1;0;0;0
2019-11-08 02:45:00;5;6;4;4;0;0;0;1;0;1;1
2019-11-08 03:00:00;7;7;5;7;4;3;0;1;0;1;1
2019-11-08 03:15:00;8;11;8;5;3;3;4;0;0;0;2
2019-11-08 03:30:00;12;16;11;10;2;1;0;2;0;1;1
2019-11-08 03:45:00;6;8;4;12;6;2;0;1;0;0;0
2019-11-08 04:00:00;9;13;6;7;1;1;0;2;0;0;0
2019-11-08 04:15:00;26;27;15;4;5;3;1;3;0;3;2
2019-11-08 04:30:00;20;21;13;9;9;3;1;5;0;5;4
2019-11-08 04:45:00;35;36;21;16;6;2;0;7;0;4;9
2019-11-08 05:00:00;55;59;53;17;20;11;4;4;0;7;12
2019-11-08 05:15:00;77;82;77;38;24;17;3;9;0;13;16
2019-11-08 05:30:00;81;93;80;35;38;15;3;16;0;15;27
2019-11-08 05:45:00;92;103;74;39;45;16;10;32;0;24;25
2019-11-08 06:00:00;94;112;94;66;51;24;5;35;0;17;20
2019-11-08 06:15:00;119;137;116;66;55;26;11;37;0;19;39
2019-11-08 06:30:00;136;160;117;99;77;32;12;32;0;27;52
2019-11-08 06:45:00;152;176;142;86;60;43;23;42;0;22;39
2019-11-08 07:00:00;136;176;136;122;80;36;60;36;0;30;45
2019-11-08 07:15:00;140;169;137;143;95;68;66;35;0;47;81
2019-11-08 07:30:00;153;180;182;145;123;70;41;40;0;45;71
2019-11-08 07:45:00;159;196;175;133;105;60;33;45;0;36;76
2019-11-08 08:00:00;137;159;145;115;94;38;52;31;0;26;51
2019-11-08 08:15:00;129;162;125;134;82;38;16;37;0;20;35
2019-11-08 08:30:00;130;162;127;118;88;36;22;30;0;28;32
2019-11-08 08:45:00;129;158;117;99;96;32;53;37;0;26;32
2019-11-08 09:00:00;112;141;100;113;81;37;10;28;0;26;36
2019-11-08 09:15:00;103;135;106;118;90;37;33;38;0;17;24
2019-11-08 09:30:00;126;153;102;101;68;27;10;38;0;19;28
2019-11-08 09:45:00;109;145;112;116;88;32;34;38;0;34;32
2019-11-08 10:00:00;110;150;95;105;80;21;15;41;0;25;31
2019-11-08 10:15:00;125;160;122;126;107;28;16;45;0;19;21
2019-11-08 10:30:00;117;160;106;111;89;22;6;54;0;24;28
2019-11-08 10:45:00;135;168;97;127;103;105;19;58;0;32;26
2019-11-08 11:00:00;110;145;121;121;69;15;9;64;0;24;20
2019-11-08 11:15:00;118;160;109;137;108;23;16;40;0;36;39
2019-11-08 11:30:00;112;148;100;119;97;30;8;39;0;28;37
2019-11-08 11:45:00;109;151;112;149;109;25;19;67;0;26;36
2019-11-08 12:00:00;115;162;119;162;123;29;16;74;0;35;38
2019-11-08 12:15:00;121;182;112;164;129;31;15;65;0;24;21
2019-11-08 12:30:00;125;170;121;196;139;91;15;74;0;34;36
2019-11-08 12:45:00;115;176;117;146;132;53;15;72;0;25;36
2019-11-08 13:00:00;140;194;122;138;122;34;14;74;0;26;32
2019-11-08 13:15:00;135;202;140;160;111;32;16;78;0;29;34
2019-11-08 13:30:00;131;185;121;150;137;41;11;83;0;38;41
2019-11-08 13:45:00;122;172;129;152;135;104;15;69;0;34;44
2019-11-08 14:00:00;121;157;109;154;118;26;17;70;0;31;38
2019-11-08 14:15:00;112;177;122;188;134;28;11;73;0;34;40
2019-11-08 14:30:00;115;160;103;152;133;25;13;84;0;24;35
2019-11-08 14:45:00;124;187;125;172;154;40;34;83;0;36;45
2019-11-08 15:00:00;138;187;126;168;150;36;18;100;0;37;42
2019-11-08 15:15:00;122;187;117;180;145;38;24;100;0;28;31
2019-11-08 15:30:00;127;193;110;188;138;48;29;85;0;29;30
2019-11-08 15:45:00;137;182;132;189;148;34;35;94;0;26;33
2019-11-08 16:00:00;143;208;137;175;172;57;13;101;0;34;42
2019-11-08 16:15:00;134;206;155;193;152;41;24;86;0;38;48
2019-11-08 16:30:00;135;192;140;192;160;50;19;70;0;35;32
2019-11-08 16:45:00;114;170;112;169;162;40;38;75;0;37;38
2019-11-08 17:00:00;140;211;126;176;161;39;19;79;0;27;32
2019-11-08 17:15:00;122;182;116;183;151;38;27;93;0;49;49
2019-11-08 17:30:00;138;183;138;180;127;39;46;79;0;35;47
2019-11-08 17:45:00;130;181;134;154;138;30;38;74;0;43;40
2019-11-08 18:00:00;130;177;138;149;114;34;21;78;0;36;37
2019-11-08 18:15:00;120;159;131;167;136;46;22;52;0;19;24
2019-11-08 18:30:00;126;174;126;137;109;25;10;55;0;35;42
2019-11-08 18:45:00;113;145;97;146;110;41;34;67;0;33;32
2019-11-08 19:00:00;87;126;91;145;107;25;11;44;0;36;32
2019-11-08 19:15:00;78;131;84;127;90;23;13;44;0;26;17
2019-11-08 19:30:00;80;127;77;92;85;20;8;41;0;37;24
2019-11-08 19:45:00;88;117;85;83;62;19;10;37;0;18;16
2019-11-08 20:00:00;86;127;80;76;78;10;12;41;0;20;14
2019-11-08 20:15:00;65;104;53;90;74;17;9;32;0;19;15
2019-11-08 20:30:00;56;87;65;55;48;22;11;21;0;22;16
2019-11-08 20:45:00;70;94;62;68;50;19;8;30;0;18;13
2019-11-08 21:00:00;85;110;69;57;41;13;23;37;0;19;11
2019-11-08 21:15:00;71;96;56;57;52;12;4;27;0;26;18
2019-11-08 21:30:00;44;58;45;59;45;5;4;25;0;15;16
2019-11-08 21:45:00;38;54;46;70;56;16;7;41;0;16;17
2019-11-08 22:00:00;69;101;53;66;65;4;19;40;0;19;11
2019-11-08 22:15:00;58;97;52;82;63;13;6;48;0;13;9
2019-11-08 22:30:00;66;92;43;75;52;45;5;23;0;10;8
2019-11-08 22:45:00;47;75;34;58;45;12;8;30;0;17;19
2019-11-08 23:00:00;45;65;42;65;41;12;8;20;0;10;8
2019-11-08 23:15:00;49;73;45;67;48;5;1;20;0;5;5
2019-11-08 23:30:00;46;60;42;69;44;7;4;10;0;5;4
2019-11-08 23:45:00;34;51;26;49;33;6;2;13;0;5;6
