DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2020-03-05 00:00:00;0;6;2;9;2;0;0;0;0;0;0;0;0
2020-03-05 00:15:00;0;8;5;12;6;0;0;0;0;0;0;0;0
2020-03-05 00:30:00;0;9;5;9;3;1;0;0;0;0;0;0;0
2020-03-05 00:45:00;1;6;2;8;0;0;0;0;0;0;0;0;0
2020-03-05 01:00:00;0;8;1;8;6;1;0;0;0;0;0;0;0
2020-03-05 01:15:00;0;6;1;5;3;0;0;0;0;0;0;0;0
2020-03-05 01:30:00;0;5;3;6;3;0;0;0;0;0;0;0;0
2020-03-05 01:45:00;0;4;2;5;0;0;0;0;0;0;0;0;0
2020-03-05 02:00:00;0;5;0;5;2;0;0;0;0;0;0;0;0
2020-03-05 02:15:00;0;3;1;5;2;0;0;0;0;0;0;0;0
2020-03-05 02:30:00;0;6;1;7;2;1;0;0;0;0;0;0;0
2020-03-05 02:45:00;0;4;4;8;1;0;0;1;0;0;0;0;0
2020-03-05 03:00:00;1;2;1;6;4;0;0;0;0;0;0;0;0
2020-03-05 03:15:00;0;5;2;9;2;0;0;1;0;0;0;0;0
2020-03-05 03:30:00;0;8;2;5;2;0;0;0;0;0;0;0;0
2020-03-05 03:45:00;0;3;1;10;2;0;0;0;0;0;0;0;0
2020-03-05 04:00:00;0;13;5;6;3;0;0;0;0;0;0;0;0
2020-03-05 04:15:00;2;10;5;10;2;3;1;1;0;0;0;0;0
2020-03-05 04:30:00;4;20;8;26;4;1;2;3;0;0;0;0;0
2020-03-05 04:45:00;0;24;12;44;20;0;0;2;0;0;0;0;0
2020-03-05 05:00:00;0;24;17;84;47;1;0;1;0;0;0;0;0
2020-03-05 05:15:00;0;49;33;136;120;0;2;4;0;0;0;0;0
2020-03-05 05:30:00;2;69;52;127;131;4;1;2;0;0;0;0;0
2020-03-05 05:45:00;16;94;89;114;117;7;1;4;0;0;0;0;0
2020-03-05 06:00:00;13;128;122;121;140;6;9;11;0;0;0;0;0
2020-03-05 06:15:00;9;43;48;55;65;2;8;6;0;0;0;0;0
2020-03-05 06:30:00;9;89;82;151;170;9;12;8;4;0;0;0;0
2020-03-05 06:45:00;11;80;81;125;171;13;5;9;0;0;1;0;0
2020-03-05 07:00:00;16;78;73;144;175;19;7;13;3;4;0;0;0
2020-03-05 07:15:00;13;65;66;149;160;15;8;10;10;0;8;0;0
2020-03-05 07:30:00;25;95;92;143;149;42;9;12;2;0;3;0;0
2020-03-05 07:45:00;47;72;85;124;133;57;13;13;1;0;3;0;0
2020-03-05 08:00:00;47;78;79;116;132;42;12;19;3;0;2;0;0
2020-03-05 08:15:00;45;78;77;121;128;28;13;19;1;0;10;9;0
2020-03-05 08:30:00;31;71;77;105;137;34;17;15;11;0;8;1;0
2020-03-05 08:45:00;44;69;64;111;107;34;15;28;9;2;0;1;0
2020-03-05 09:00:00;37;65;58;92;82;30;18;28;10;1;16;0;0
2020-03-05 09:15:00;37;59;55;81;84;22;19;22;14;0;2;0;0
2020-03-05 09:30:00;38;73;62;103;77;26;26;35;1;0;4;0;0
2020-03-05 09:45:00;28;74;58;97;76;16;25;19;4;0;6;0;0
2020-03-05 10:00:00;27;88;67;86;70;22;15;28;6;0;5;1;0
