DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-03-31 00:00:00;1;2;0;2;0;2;0;0;0;0;0
2020-03-31 00:15:00;2;4;0;6;0;1;0;0;0;0;0
2020-03-31 00:30:00;0;0;0;3;1;2;1;1;0;0;0
2020-03-31 00:45:00;0;1;0;4;0;2;2;2;0;0;0
2020-03-31 01:00:00;1;1;0;2;0;2;0;1;0;0;0
2020-03-31 01:15:00;0;0;0;1;0;1;0;0;0;0;0
2020-03-31 01:30:00;0;0;0;0;0;0;0;1;0;0;0
2020-03-31 01:45:00;0;0;0;1;0;0;0;0;0;0;0
2020-03-31 02:00:00;1;0;0;1;0;0;0;0;0;0;0
2020-03-31 02:15:00;1;1;0;0;0;0;0;0;0;0;0
2020-03-31 02:30:00;1;0;0;0;0;0;0;0;0;0;0
2020-03-31 02:45:00;1;2;0;1;0;1;0;0;0;0;0
2020-03-31 03:00:00;1;0;0;1;0;1;0;0;0;0;0
2020-03-31 03:15:00;0;0;0;0;0;0;0;1;0;0;0
2020-03-31 03:30:00;1;1;0;0;0;0;0;0;0;0;0
2020-03-31 03:45:00;1;2;0;0;0;0;0;0;0;0;0
2020-03-31 04:00:00;0;0;0;1;0;1;0;0;0;0;0
2020-03-31 04:15:00;2;1;0;1;0;1;1;2;0;0;0
2020-03-31 04:30:00;0;1;0;1;0;0;0;0;0;0;0
2020-03-31 04:45:00;2;0;0;4;1;4;0;0;0;0;0
2020-03-31 05:00:00;3;2;0;3;0;2;0;3;0;0;0
2020-03-31 05:15:00;3;4;0;5;2;3;2;6;0;0;0
2020-03-31 05:30:00;7;2;0;8;1;7;1;8;0;0;0
2020-03-31 05:45:00;9;8;0;6;2;6;2;7;0;0;0
2020-03-31 06:00:00;10;9;0;10;4;7;2;3;0;0;0
2020-03-31 06:15:00;19;21;0;16;8;11;3;10;0;0;0
2020-03-31 06:30:00;25;15;0;17;7;17;0;16;0;0;0
2020-03-31 06:45:00;39;18;0;20;4;15;3;13;0;0;0
2020-03-31 07:00:00;23;24;0;23;13;21;4;21;0;0;0
2020-03-31 07:15:00;43;26;0;20;9;17;2;23;0;0;0
2020-03-31 07:30:00;42;43;0;24;8;31;3;16;2;0;0
2020-03-31 07:45:00;53;51;0;30;13;40;8;29;0;0;0
2020-03-31 08:00:00;51;39;0;37;11;32;3;17;0;0;0
2020-03-31 08:15:00;30;25;0;30;3;22;3;13;0;0;1
2020-03-31 08:30:00;29;36;0;30;7;25;4;16;0;0;0
2020-03-31 08:45:00;21;20;0;24;4;20;1;10;0;0;0
2020-03-31 09:00:00;24;24;0;27;6;35;2;4;0;0;0
2020-03-31 09:15:00;20;26;0;29;8;21;5;3;0;0;0
2020-03-31 09:30:00;22;25;0;31;2;23;5;7;0;0;0
2020-03-31 09:45:00;24;19;0;44;5;28;3;6;0;3;0
2020-03-31 10:00:00;24;18;0;26;1;19;4;8;0;1;0
2020-03-31 10:15:00;23;19;0;27;2;20;6;6;0;0;0
2020-03-31 10:30:00;27;27;0;36;7;31;5;9;0;0;0
