DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2019-11-06 00:00:00;0;12;1;0;0;2;12;6;0;0
2019-11-06 00:15:00;0;22;0;0;0;2;16;6;0;0
2019-11-06 00:30:00;0;7;0;0;0;1;14;5;0;0
2019-11-06 00:45:00;0;7;0;0;0;4;12;4;0;0
2019-11-06 01:00:00;0;8;0;0;0;1;9;1;0;0
2019-11-06 01:15:00;0;12;0;0;0;1;19;13;0;0
2019-11-06 01:30:00;0;11;1;0;0;1;12;3;0;0
2019-11-06 01:45:00;0;10;0;0;0;3;10;1;0;0
2019-11-06 02:00:00;0;6;0;0;0;1;2;1;0;0
2019-11-06 02:15:00;0;7;0;0;0;0;7;1;0;0
2019-11-06 02:30:00;0;11;0;0;0;2;5;1;0;0
2019-11-06 02:45:00;0;10;0;0;0;1;8;2;0;0
2019-11-06 03:00:00;0;4;0;0;0;0;12;6;0;0
2019-11-06 03:15:00;0;10;0;0;0;0;10;3;0;0
2019-11-06 03:30:00;0;8;0;0;0;1;12;3;0;0
2019-11-06 03:45:00;0;7;0;0;0;2;17;4;0;0
2019-11-06 04:00:00;0;16;0;0;0;3;12;4;0;0
2019-11-06 04:15:00;0;12;1;0;0;6;14;5;0;0
2019-11-06 04:30:00;0;24;0;0;0;15;18;5;0;0
2019-11-06 04:45:00;0;33;0;0;0;35;47;24;0;0
2019-11-06 05:00:00;0;42;5;0;0;81;62;58;0;0
2019-11-06 05:15:00;0;56;3;0;0;180;98;128;0;0
2019-11-06 05:30:00;0;97;3;0;0;201;91;137;0;0
2019-11-06 05:45:00;0;114;9;0;0;198;79;150;0;0
2019-11-06 06:00:00;0;129;20;0;0;148;73;118;0;0
2019-11-06 06:15:00;0;124;7;0;0;232;68;129;0;0
2019-11-06 06:30:00;0;120;3;0;0;261;88;145;0;0
2019-11-06 06:45:00;0;121;1;0;0;235;142;150;0;0
2019-11-06 07:00:00;0;88;9;0;0;262;101;148;0;0
2019-11-06 07:15:00;0;135;5;0;0;265;92;178;0;0
2019-11-06 07:30:00;0;136;3;0;0;249;102;205;0;0
2019-11-06 07:45:00;0;146;7;0;0;250;107;165;0;0
2019-11-06 08:00:00;0;130;6;0;0;276;97;169;0;0
2019-11-06 08:15:00;0;129;4;0;0;258;112;174;0;0
2019-11-06 08:30:00;0;124;12;0;0;231;108;184;0;0
