DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-03-03 00:00:00;3;2;1;2;1;1;0;1
2020-03-03 00:15:00;5;4;1;4;2;7;0;2
2020-03-03 00:30:00;4;0;0;1;1;1;0;2
2020-03-03 00:45:00;3;2;1;5;4;2;0;1
2020-03-03 01:00:00;2;0;0;3;3;1;0;1
2020-03-03 01:15:00;5;1;0;4;3;0;0;2
2020-03-03 01:30:00;1;1;0;0;0;1;0;1
2020-03-03 01:45:00;1;0;1;0;0;0;0;1
2020-03-03 02:00:00;1;1;0;2;1;0;0;0
2020-03-03 02:15:00;2;1;0;0;0;0;0;0
2020-03-03 02:30:00;0;1;1;2;1;0;0;0
2020-03-03 02:45:00;2;0;0;0;0;1;0;0
2020-03-03 03:00:00;3;2;1;1;2;1;0;1
2020-03-03 03:15:00;3;1;0;0;0;0;0;0
2020-03-03 03:30:00;1;1;0;2;4;1;0;0
2020-03-03 03:45:00;4;4;1;1;1;1;0;1
2020-03-03 04:00:00;5;3;1;2;1;0;0;1
2020-03-03 04:15:00;7;4;3;2;2;2;0;0
2020-03-03 04:30:00;2;4;2;1;1;0;0;8
2020-03-03 04:45:00;4;10;9;6;5;2;0;2
2020-03-03 05:00:00;9;18;36;6;5;7;0;4
2020-03-03 05:15:00;23;37;95;4;4;44;0;15
2020-03-03 05:30:00;38;33;69;15;15;22;0;18
2020-03-03 05:45:00;53;37;84;56;26;25;0;28
2020-03-03 06:00:00;44;33;61;46;31;20;0;26
2020-03-03 06:15:00;50;42;86;30;53;30;0;20
2020-03-03 06:30:00;72;47;95;24;26;31;0;27
2020-03-03 06:45:00;71;55;97;16;50;40;0;40
2020-03-03 07:00:00;81;57;114;26;39;42;0;44
2020-03-03 07:15:00;112;63;109;28;63;46;0;65
2020-03-03 07:30:00;131;99;102;29;82;67;0;62
2020-03-03 07:45:00;142;113;116;32;49;57;0;81
2020-03-03 08:00:00;113;74;111;26;58;49;0;70
2020-03-03 08:15:00;109;71;103;32;50;54;0;67
2020-03-03 08:30:00;74;53;79;32;36;39;0;38
2020-03-03 08:45:00;79;52;64;34;69;35;0;51
2020-03-03 09:00:00;60;45;31;21;47;25;0;39
2020-03-03 09:15:00;60;43;30;27;43;30;0;43
2020-03-03 09:30:00;69;38;40;23;35;36;0;30
2020-03-03 09:45:00;61;49;23;24;31;41;0;53
2020-03-03 10:00:00;63;43;27;43;36;29;0;41
2020-03-03 10:15:00;59;37;40;22;34;38;0;39
2020-03-03 10:30:00;59;39;23;31;34;25;0;39
2020-03-03 10:45:00;74;42;30;28;36;50;0;42
2020-03-03 11:00:00;75;46;25;25;66;33;0;38
2020-03-03 11:15:00;63;57;26;26;27;33;0;48
2020-03-03 11:30:00;58;51;31;29;35;36;0;53
2020-03-03 11:45:00;48;45;29;29;31;40;0;41
2020-03-03 12:00:00;49;37;30;35;27;40;0;56
2020-03-03 12:15:00;55;43;25;34;60;27;0;50
2020-03-03 12:30:00;57;33;29;37;62;33;0;36
2020-03-03 12:45:00;54;31;31;38;52;38;0;54
2020-03-03 13:00:00;75;56;50;30;38;48;0;58
2020-03-03 13:15:00;58;58;56;31;76;55;0;58
2020-03-03 13:30:00;55;56;57;25;37;50;0;51
2020-03-03 13:45:00;74;53;61;20;83;42;0;41
2020-03-03 14:00:00;64;63;33;55;46;32;0;51
2020-03-03 14:15:00;65;44;28;71;70;36;0;51
2020-03-03 14:30:00;59;64;29;57;78;31;0;57
2020-03-03 14:45:00;77;67;32;64;56;44;0;54
2020-03-03 15:00:00;75;60;32;65;105;43;0;72
2020-03-03 15:15:00;65;63;29;77;54;40;0;62
2020-03-03 15:30:00;84;75;26;62;84;41;0;61
2020-03-03 15:45:00;64;70;43;61;52;51;0;74
2020-03-03 16:00:00;81;75;28;79;59;63;0;82
2020-03-03 16:15:00;85;84;22;51;75;51;0;62
2020-03-03 16:30:00;85;84;25;74;78;38;0;65
2020-03-03 16:45:00;72;60;32;62;73;32;0;63
2020-03-03 17:00:00;85;81;23;57;57;61;0;61
2020-03-03 17:15:00;73;61;27;79;64;50;0;61
2020-03-03 17:30:00;64;57;37;65;76;39;0;49
2020-03-03 17:45:00;63;50;34;61;54;41;0;49
2020-03-03 18:00:00;48;45;20;49;55;37;0;51
2020-03-03 18:15:00;57;48;34;59;30;44;0;74
2020-03-03 18:30:00;36;32;33;73;35;31;0;44
2020-03-03 18:45:00;42;40;28;52;40;24;0;38
2020-03-03 19:00:00;35;33;23;52;31;41;0;32
2020-03-03 19:15:00;47;26;31;45;26;37;0;26
2020-03-03 19:30:00;33;17;17;23;22;21;0;25
2020-03-03 19:45:00;29;19;23;32;22;24;0;23
2020-03-03 20:00:00;32;29;19;26;20;29;0;25
2020-03-03 20:15:00;21;19;22;25;20;20;0;22
2020-03-03 20:30:00;18;18;24;16;17;12;0;13
2020-03-03 20:45:00;24;14;21;19;15;21;0;25
2020-03-03 21:00:00;27;13;31;19;8;27;0;20
2020-03-03 21:15:00;24;13;48;27;11;23;0;14
2020-03-03 21:30:00;20;11;23;11;6;21;0;14
2020-03-03 21:45:00;15;14;9;48;33;17;0;8
2020-03-03 22:00:00;23;16;14;66;33;11;0;12
2020-03-03 22:15:00;17;19;13;23;59;8;0;10
2020-03-03 22:30:00;10;16;20;17;12;14;0;7
2020-03-03 22:45:00;16;10;10;12;15;13;0;7
2020-03-03 23:00:00;7;8;8;6;1;7;0;6
2020-03-03 23:15:00;2;5;5;3;3;8;0;3
2020-03-03 23:30:00;8;3;3;5;3;3;0;3
