DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2020-03-12 00:00:00;0;1;2;2;3;1;3;0;0;0;0;0;0
2020-03-12 00:15:00;1;5;0;0;2;5;1;2;0;0;0;0;0
2020-03-12 00:30:00;0;4;1;1;5;2;2;5;0;0;0;0;0
2020-03-12 00:45:00;1;5;1;2;4;1;2;1;0;0;0;0;0
2020-03-12 01:00:00;0;6;4;5;6;1;5;2;0;0;0;0;0
2020-03-12 01:15:00;1;3;2;2;5;3;3;2;0;0;0;0;0
2020-03-12 01:30:00;0;2;2;2;6;1;3;1;0;0;0;0;0
2020-03-12 01:45:00;0;1;3;2;0;2;0;2;0;0;0;0;0
2020-03-12 02:00:00;0;0;0;0;3;4;2;1;0;0;0;0;0
2020-03-12 02:15:00;2;1;3;3;3;3;3;0;0;0;0;0;0
2020-03-12 02:30:00;3;3;2;2;1;0;1;1;0;0;0;0;0
2020-03-12 02:45:00;1;1;1;1;5;1;4;0;0;0;0;0;0
2020-03-12 03:00:00;0;2;0;0;5;1;3;1;0;0;0;0;0
2020-03-12 03:15:00;1;1;5;5;3;4;3;1;0;0;0;0;0
2020-03-12 03:30:00;0;2;3;3;3;5;3;1;0;0;0;0;0
2020-03-12 03:45:00;0;1;3;4;2;3;1;1;0;0;0;0;0
2020-03-12 04:00:00;0;2;4;2;4;4;1;3;0;0;0;0;0
2020-03-12 04:15:00;1;1;4;3;3;2;2;5;0;0;0;0;0
2020-03-12 04:30:00;0;8;10;10;2;3;2;7;0;0;0;0;0
2020-03-12 04:45:00;0;17;24;24;6;3;3;12;0;0;0;0;0
2020-03-12 05:00:00;6;33;51;51;10;5;10;37;0;0;0;0;0
2020-03-12 05:15:00;15;78;105;110;24;13;26;69;0;0;0;0;0
2020-03-12 05:30:00;11;90;112;109;23;48;22;63;0;0;0;0;0
2020-03-12 05:45:00;8;108;51;53;49;129;50;109;0;0;0;0;0
2020-03-12 06:00:00;7;74;33;31;60;123;62;73;0;0;0;0;0
2020-03-12 06:15:00;6;71;44;47;22;38;22;84;0;0;0;0;0
2020-03-12 06:30:00;6;102;39;38;32;25;31;102;0;0;0;0;0
2020-03-12 06:45:00;12;86;58;61;19;25;18;107;0;0;0;0;0
2020-03-12 07:00:00;2;91;43;44;23;16;23;107;0;0;0;0;0
2020-03-12 07:15:00;2;89;48;47;23;29;23;115;0;0;0;0;0
2020-03-12 07:30:00;5;49;26;32;11;19;13;60;0;0;0;0;0
2020-03-12 07:45:00;6;89;47;45;38;46;39;103;0;0;0;0;0
2020-03-12 08:00:00;7;86;41;41;24;26;23;93;0;0;0;0;0
2020-03-12 08:15:00;6;73;46;50;20;34;18;101;0;0;0;0;0
2020-03-12 08:30:00;5;63;27;28;18;17;18;79;0;0;0;0;0
2020-03-12 08:45:00;6;60;16;16;16;25;15;64;0;0;0;0;0
2020-03-12 09:00:00;2;46;27;27;12;28;11;65;0;0;0;0;0
2020-03-12 09:15:00;6;48;16;18;5;13;5;63;0;0;0;0;0
2020-03-12 09:30:00;2;44;34;35;11;22;11;56;0;0;0;0;0
2020-03-12 09:45:00;5;36;24;25;13;22;13;54;0;0;0;0;0
2020-03-12 10:00:00;6;51;22;24;15;23;15;55;0;0;0;0;0
2020-03-12 10:15:00;6;41;24;24;17;18;17;45;0;0;0;0;0
2020-03-12 10:30:00;5;38;25;25;18;29;20;33;0;0;0;0;0
2020-03-12 10:45:00;1;40;25;25;12;19;13;37;0;0;0;0;0
2020-03-12 11:00:00;5;37;21;21;15;23;14;45;0;0;0;0;0
2020-03-12 11:15:00;5;53;23;22;13;21;12;44;0;0;0;0;0
2020-03-12 11:30:00;3;35;16;17;17;21;17;54;0;0;0;0;0
2020-03-12 11:45:00;3;58;25;26;17;35;16;45;0;0;0;0;0
2020-03-12 12:00:00;6;49;17;17;20;24;22;51;0;0;0;0;0
2020-03-12 12:15:00;4;62;26;26;19;24;19;42;0;0;0;0;0
2020-03-12 12:30:00;1;56;23;26;22;24;22;44;0;0;0;0;0
2020-03-12 12:45:00;1;61;29;28;19;31;21;56;0;0;0;0;0
2020-03-12 13:00:00;3;77;50;53;39;33;37;63;0;0;0;0;0
2020-03-12 13:15:00;7;116;58;60;36;32;37;64;0;0;0;0;0
2020-03-12 13:30:00;21;120;60;63;28;30;28;56;0;0;0;0;0
2020-03-12 13:45:00;9;99;75;77;35;50;37;96;0;0;0;0;0
2020-03-12 14:00:00;4;102;44;42;43;115;43;46;0;0;0;0;0
2020-03-12 14:15:00;1;66;32;32;49;138;51;77;0;0;0;0;0
2020-03-12 14:30:00;5;80;26;29;32;83;24;50;0;0;0;0;0
2020-03-12 14:45:00;3;70;29;26;25;49;27;87;0;0;0;0;0
2020-03-12 15:00:00;1;87;23;26;44;71;44;109;0;0;0;0;0
2020-03-12 15:15:00;2;125;43;45;22;56;23;97;0;0;0;0;0
2020-03-12 15:30:00;2;117;28;32;29;45;31;95;0;0;0;0;0
2020-03-12 15:45:00;3;70;34;33;30;54;27;68;0;0;0;0;0
2020-03-12 16:00:00;2;108;28;28;34;43;34;72;0;0;0;0;0
2020-03-12 16:15:00;0;88;34;35;24;51;23;80;0;0;0;0;0
2020-03-12 16:30:00;1;108;27;28;28;44;29;77;0;0;0;0;0
2020-03-12 16:45:00;2;83;27;33;18;43;19;77;0;0;0;0;0
2020-03-12 17:00:00;1;86;25;29;16;37;14;78;0;0;0;0;0
2020-03-12 17:15:00;4;93;23;23;28;31;28;82;0;0;0;0;0
2020-03-12 17:30:00;0;68;13;15;11;43;13;70;0;0;0;0;0
2020-03-12 17:45:00;2;76;14;14;20;42;19;72;0;0;0;0;0
