DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-01-21 00:00:00;9;0;2;0;0;0
2020-01-21 00:15:00;7;0;4;0;0;0
2020-01-21 00:30:00;5;0;3;0;0;0
2020-01-21 00:45:00;7;0;7;0;0;0
2020-01-21 01:00:00;2;1;6;1;0;0
2020-01-21 01:15:00;5;0;2;0;0;0
2020-01-21 01:30:00;4;0;3;0;0;0
2020-01-21 01:45:00;2;0;4;0;0;0
2020-01-21 02:00:00;4;1;4;0;0;0
2020-01-21 02:15:00;1;1;1;2;0;0
2020-01-21 02:30:00;2;0;1;0;0;0
2020-01-21 02:45:00;6;0;1;0;0;0
2020-01-21 03:00:00;9;0;8;0;0;0
2020-01-21 03:15:00;1;0;6;0;0;0
2020-01-21 03:30:00;7;1;7;0;0;0
2020-01-21 03:45:00;4;0;6;0;0;0
2020-01-21 04:00:00;5;0;4;1;0;0
2020-01-21 04:15:00;6;2;10;0;0;0
2020-01-21 04:30:00;10;0;10;1;0;0
2020-01-21 04:45:00;9;12;27;1;0;0
2020-01-21 05:00:00;16;18;95;0;13;11
2020-01-21 05:15:00;52;36;220;4;8;7
2020-01-21 05:30:00;71;57;203;12;8;11
2020-01-21 05:45:00;128;32;134;78;4;12
2020-01-21 06:00:00;120;15;121;76;5;13
2020-01-21 06:15:00;88;25;137;22;18;6
2020-01-21 06:30:00;90;25;152;12;37;6
2020-01-21 06:45:00;100;14;171;5;18;5
2020-01-21 07:00:00;95;14;156;2;1;10
2020-01-21 07:15:00;92;10;161;2;6;9
2020-01-21 07:30:00;120;13;145;2;5;8
2020-01-21 07:45:00;109;17;125;2;1;8
2020-01-21 08:00:00;103;18;154;2;6;5
2020-01-21 08:15:00;101;14;123;0;2;3
2020-01-21 08:30:00;74;12;119;3;0;9
2020-01-21 08:45:00;72;5;88;2;4;2
2020-01-21 09:00:00;47;6;60;3;2;1
2020-01-21 09:15:00;39;6;63;3;2;6
2020-01-21 09:30:00;45;9;59;6;6;5
2020-01-21 09:45:00;44;2;64;2;0;0
2020-01-21 10:00:00;60;2;50;3;0;0
2020-01-21 10:15:00;50;4;60;1;0;2
2020-01-21 10:30:00;49;1;51;5;0;0
2020-01-21 10:45:00;52;3;63;4;0;0
2020-01-21 11:00:00;54;0;44;2;2;0
2020-01-21 11:15:00;61;1;68;4;0;1
2020-01-21 11:30:00;59;1;52;5;1;3
2020-01-21 11:45:00;57;3;55;6;0;0
2020-01-21 12:00:00;53;1;48;8;0;0
2020-01-21 12:15:00;67;4;59;3;0;0
2020-01-21 12:30:00;93;3;75;1;3;3
2020-01-21 12:45:00;78;17;73;9;7;6
2020-01-21 13:00:00;88;24;100;5;0;16
2020-01-21 13:15:00;85;57;186;6;4;20
2020-01-21 13:30:00;105;78;187;12;8;23
2020-01-21 13:45:00;103;21;111;30;18;13
2020-01-21 14:00:00;111;24;102;68;18;13
2020-01-21 14:15:00;126;5;103;136;9;10
2020-01-21 14:30:00;142;1;77;51;8;2
2020-01-21 14:45:00;87;1;74;40;15;9
2020-01-21 15:00:00;123;2;81;44;9;16
2020-01-21 15:15:00;144;1;76;39;10;7
2020-01-21 15:30:00;146;1;70;36;6;6
2020-01-21 15:45:00;137;3;70;21;6;2
2020-01-21 16:00:00;10;0;5;3;0;0
2020-01-21 16:15:00;
2020-01-21 16:30:00;94;4;71;21;1;0
2020-01-21 16:45:00;134;3;82;25;6;3
2020-01-21 17:00:00;110;4;79;17;0;7
2020-01-21 17:15:00;101;1;86;14;1;4
2020-01-21 17:30:00;97;0;84;16;1;5
2020-01-21 17:45:00;94;1;69;8;1;3
2020-01-21 18:00:00;81;1;65;9;1;1
2020-01-21 18:15:00;89;0;55;14;1;5
2020-01-21 18:30:00;67;2;45;13;1;0
2020-01-21 18:45:00;54;1;44;7;0;2
2020-01-21 19:00:00;61;0;41;2;0;1
2020-01-21 19:15:00;40;1;46;6;0;2
2020-01-21 19:30:00;36;0;25;1;0;0
2020-01-21 19:45:00;37;1;26;0;0;0
2020-01-21 20:00:00;46;0;26;2;0;0
2020-01-21 20:15:00;25;1;23;0;0;0
2020-01-21 20:30:00;26;3;30;1;0;0
2020-01-21 20:45:00;23;2;49;4;1;0
2020-01-21 21:00:00;39;11;123;1;9;5
2020-01-21 21:15:00;46;32;152;2;12;7
2020-01-21 21:30:00;37;12;102;35;5;10
2020-01-21 21:45:00;65;3;66;119;7;19
2020-01-21 22:00:00;110;3;25;161;3;14
2020-01-21 22:15:00;28;0;17;45;0;1
2020-01-21 22:30:00;16;0;8;10;0;0
2020-01-21 22:45:00;16;0;12;2;1;0
2020-01-21 23:00:00;11;0;13;4;0;0
2020-01-21 23:15:00;8;0;9;1;0;0
2020-01-21 23:30:00;6;0;6;0;0;0
