DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DBL1);7(DBL2);8(DC1);9(DC2);10(DC3);11(DC4);12(DC5);13(DC6);14(DC7);15(TAFGA);16(TAFGB);17(TAFBA);18(TAFBB);19(TAFBC);20(TAFBD)
2020-11-17 00:00:00;0;4;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 00:15:00;0;5;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 00:30:00;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 00:45:00;0;3;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 01:00:00;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 01:15:00;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 01:30:00;0;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 01:45:00;0;3;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 02:00:00;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 02:15:00;0;5;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 02:30:00;0;2;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 02:45:00;0;9;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 03:00:00;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 03:15:00;0;4;0;3;4;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-11-17 03:30:00;0;7;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 03:45:00;0;8;1;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 04:00:00;0;9;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 04:15:00;1;6;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 04:30:00;1;6;0;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 04:45:00;1;18;1;15;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-11-17 05:00:00;1;36;0;12;9;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-11-17 05:15:00;3;43;10;35;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 05:30:00;6;43;13;26;12;1;0;0;0;2;0;0;2;0;0;0;0;0;0;0
2020-11-17 05:45:00;18;68;15;38;14;1;1;0;0;2;2;0;2;2;0;0;0;0;0;0
2020-11-17 06:00:00;6;51;15;52;17;1;1;0;0;1;2;0;1;2;0;0;0;0;0;0
2020-11-17 06:15:00;13;82;14;55;18;1;1;1;1;1;1;3;1;1;0;0;0;0;0;0
2020-11-17 06:30:00;16;90;46;53;14;3;0;2;0;2;2;0;2;2;2;1;0;1;0;0
2020-11-17 06:45:00;34;107;54;55;25;2;4;3;0;4;1;0;4;1;2;0;1;0;0;0
2020-11-17 07:00:00;17;75;30;42;17;4;3;2;2;6;2;1;6;2;0;0;0;0;0;0
2020-11-17 07:15:00;24;94;39;48;30;3;0;3;3;3;3;2;3;3;0;0;0;0;0;0
2020-11-17 07:30:00;24;61;32;35;20;7;1;2;1;3;1;1;5;1;0;0;0;7;0;0
2020-11-17 07:45:00;39;105;36;44;18;10;7;5;1;8;4;0;7;5;0;1;0;0;0;0
2020-11-17 08:00:00;19;77;41;48;29;11;0;3;1;5;4;1;5;4;0;5;0;25;0;0
2020-11-17 08:15:00;19;57;15;40;30;7;5;2;3;5;3;2;5;3;0;1;0;1;0;0
2020-11-17 08:30:00;15;72;23;54;36;9;5;4;3;10;2;1;9;2;0;0;0;0;0;0
2020-11-17 08:45:00;15;77;21;36;29;6;6;1;2;10;7;1;11;9;0;0;0;0;0;0
