DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(DD4);16(TAFBA);53(TAFBA2);54(TAFBB2);55(TAFBC);56(TAFBD);57(TAFBE)
2020-11-20 00:00:00;0;4;0;2;1;1;3;0;7;3;1;0;0;4;0;0;0;0;0;0;0
2020-11-20 00:15:00;1;3;1;0;1;0;1;1;6;6;0;0;2;0;0;0;0;0;0;0;0
2020-11-20 00:30:00;3;4;5;2;2;4;0;0;2;2;0;0;1;1;0;0;0;0;0;0;0
2020-11-20 00:45:00;2;3;3;0;0;1;0;0;4;6;2;0;0;1;1;0;0;0;0;0;0
2020-11-20 01:00:00;2;3;0;1;0;2;1;1;2;2;0;2;4;0;2;0;0;0;0;0;0
2020-11-20 01:15:00;2;4;2;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0
2020-11-20 01:30:00;2;2;1;0;0;1;0;0;3;0;0;0;0;2;0;0;0;0;0;0;0
2020-11-20 01:45:00;2;1;0;0;0;0;0;0;3;1;2;1;0;5;1;0;0;0;0;0;0
2020-11-20 02:00:00;2;5;1;0;0;2;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0
2020-11-20 02:15:00;1;0;0;0;2;0;1;0;2;0;0;0;0;5;1;0;0;0;0;0;0
2020-11-20 02:30:00;3;5;2;0;0;1;0;0;2;3;1;0;1;2;1;0;0;0;0;0;0
2020-11-20 02:45:00;2;3;0;0;0;1;0;0;1;0;0;0;4;2;0;0;0;0;0;0;0
2020-11-20 03:00:00;2;2;0;0;0;0;0;0;1;2;0;0;2;1;0;0;0;0;0;0;0
2020-11-20 03:15:00;2;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0
2020-11-20 03:30:00;4;3;0;0;1;1;0;0;0;1;0;2;2;1;0;0;0;0;0;0;0
2020-11-20 03:45:00;4;7;1;0;2;2;0;0;3;0;0;2;3;0;1;0;0;0;0;0;0
2020-11-20 04:00:00;2;2;0;0;0;4;0;0;2;4;2;0;1;6;0;0;0;0;0;0;0
2020-11-20 04:15:00;3;5;2;0;0;3;0;0;5;2;3;1;2;2;1;0;0;0;0;0;0
2020-11-20 04:30:00;4;7;2;3;3;4;1;0;4;8;4;3;2;1;0;0;0;0;0;0;0
2020-11-20 04:45:00;6;10;1;0;2;2;1;2;6;6;1;2;0;4;4;0;0;0;0;0;0
2020-11-20 05:00:00;5;16;2;3;6;5;2;0;10;6;9;0;3;6;5;0;0;0;0;0;0
2020-11-20 05:15:00;16;16;6;5;12;29;2;2;15;19;19;1;15;6;6;0;0;0;0;0;0
2020-11-20 05:30:00;37;35;14;8;16;37;2;2;20;20;28;4;17;10;9;0;0;0;0;0;0
2020-11-20 05:45:00;26;32;16;11;5;21;1;4;25;31;5;15;32;16;9;0;0;0;0;0;0
2020-11-20 06:00:00;41;29;14;5;8;22;2;1;19;21;4;26;45;18;15;1;0;0;0;0;0
2020-11-20 06:15:00;25;34;18;15;12;22;2;1;24;27;9;12;38;12;9;0;0;0;0;0;0
2020-11-20 06:30:00;57;50;29;9;15;58;6;2;44;62;19;6;34;18;22;0;0;0;0;0;0
2020-11-20 06:45:00;76;59;42;11;21;42;4;1;32;51;14;4;43;20;29;0;0;0;0;0;0
2020-11-20 07:00:00;35;43;32;7;29;36;3;2;31;28;12;4;39;18;22;0;0;0;0;0;0
2020-11-20 07:15:00;52;54;44;16;27;41;9;2;42;60;18;7;56;36;20;3;0;0;0;0;0
2020-11-20 07:30:00;57;70;43;19;43;66;20;2;52;54;21;5;66;34;35;0;0;0;0;0;0
2020-11-20 07:45:00;78;66;67;36;57;64;18;11;53;56;25;22;72;32;35;0;0;1;0;0;0
2020-11-20 08:00:00;45;56;45;17;40;55;13;4;39;47;24;14;48;23;21;0;0;0;0;0;0
2020-11-20 08:15:00;53;58;35;25;44;47;18;5;46;51;29;11;46;20;15;0;0;0;0;0;0
2020-11-20 08:30:00;44;62;41;12;37;41;13;4;38;55;16;15;48;26;19;0;0;0;0;0;0
