DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-03-05 00:00:00;10;11;0;0;12;9;1;12;9;0;0
2020-03-05 00:15:00;6;9;2;0;12;7;1;12;6;0;0
2020-03-05 00:30:00;10;7;1;1;9;4;0;7;6;0;0
2020-03-05 00:45:00;5;7;1;1;9;8;0;8;8;0;0
2020-03-05 01:00:00;7;8;0;0;5;5;0;8;6;0;0
2020-03-05 01:15:00;4;5;1;0;9;1;0;8;3;0;0
2020-03-05 01:30:00;10;11;4;0;6;3;0;5;3;0;0
2020-03-05 01:45:00;5;7;0;0;4;3;0;3;3;0;0
2020-03-05 02:00:00;11;7;0;0;7;5;0;7;6;1;0
2020-03-05 02:15:00;10;11;1;0;3;0;0;3;1;0;0
2020-03-05 02:30:00;5;5;1;0;5;1;0;5;2;0;0
2020-03-05 02:45:00;7;6;0;1;7;5;0;7;4;0;0
2020-03-05 03:00:00;7;6;0;0;14;7;1;16;13;0;0
2020-03-05 03:15:00;1;4;0;1;5;3;1;3;5;0;0
2020-03-05 03:30:00;5;9;2;2;4;5;2;6;5;0;0
2020-03-05 03:45:00;4;2;0;1;7;3;0;6;3;0;0
2020-03-05 04:00:00;10;12;0;0;10;4;0;8;6;0;0
2020-03-05 04:15:00;14;12;2;0;9;7;0;9;10;0;0
2020-03-05 04:30:00;19;19;1;0;8;6;0;6;8;0;0
2020-03-05 04:45:00;10;30;2;2;19;13;1;20;19;0;0
2020-03-05 05:00:00;31;37;2;0;35;16;0;35;20;0;0
2020-03-05 05:15:00;30;38;2;1;33;17;0;32;21;0;0
2020-03-05 05:30:00;76;74;6;0;54;32;2;54;36;0;0
2020-03-05 05:45:00;79;85;17;5;69;39;1;65;42;0;0
2020-03-05 06:00:00;64;78;15;14;89;47;0;79;52;0;0
2020-03-05 06:15:00;23;37;12;1;39;23;0;39;30;0;0
2020-03-05 06:30:00;98;166;31;10;125;104;10;131;97;0;32
2020-03-05 06:45:00;100;154;25;5;119;126;7;123;132;1;10
2020-03-05 07:00:00;82;135;21;7;138;161;18;137;163;1;1
2020-03-05 07:15:00;108;147;14;8;162;181;6;163;182;6;13
2020-03-05 07:30:00;71;148;17;9;143;140;9;135;137;2;11
2020-03-05 07:45:00;101;161;15;10;145;134;19;142;154;4;2
2020-03-05 08:00:00;110;147;17;10;94;101;8;87;107;2;0
2020-03-05 08:15:00;90;151;20;7;120;114;10;120;118;1;2
2020-03-05 08:30:00;91;162;12;7;95;112;9;91;118;3;0
2020-03-05 08:45:00;106;126;8;7;91;76;7;88;88;8;7
2020-03-05 09:00:00;89;117;16;5;86;80;6;93;84;5;1
