DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2019-10-19 00:00:00;7;12;26;4;0;11;0;0;0;0;0;0
2019-10-19 00:15:00;5;11;33;9;5;20;0;0;0;0;0;0
2019-10-19 00:30:00;6;11;24;5;0;13;0;0;0;0;0;0
2019-10-19 00:45:00;11;13;23;4;1;17;0;0;0;0;0;0
2019-10-19 01:00:00;6;9;30;7;0;15;1;0;0;0;0;0
2019-10-19 01:15:00;3;6;20;1;3;15;1;0;0;0;0;0
2019-10-19 01:30:00;3;7;17;0;1;9;0;0;0;0;0;0
2019-10-19 01:45:00;2;9;17;2;1;12;0;0;0;0;0;0
2019-10-19 02:00:00;4;8;16;2;0;8;0;0;0;0;0;0
2019-10-19 02:15:00;1;9;19;0;3;11;0;0;0;0;0;0
2019-10-19 02:30:00;5;9;16;0;0;7;0;0;0;0;0;0
2019-10-19 02:45:00;3;14;22;0;1;8;0;0;0;0;0;0
2019-10-19 03:00:00;8;11;14;0;0;5;1;0;0;0;0;0
2019-10-19 03:15:00;3;5;12;0;3;6;0;0;0;0;0;0
2019-10-19 03:30:00;4;4;12;0;1;8;0;0;0;0;0;0
2019-10-19 03:45:00;7;15;20;2;1;8;0;0;0;0;0;0
2019-10-19 04:00:00;8;12;21;1;1;13;0;0;0;0;0;0
2019-10-19 04:15:00;5;7;13;0;0;7;0;0;0;0;0;0
2019-10-19 04:30:00;4;9;14;0;0;9;0;0;0;0;0;0
2019-10-19 04:45:00;1;8;14;0;0;6;0;0;0;0;0;0
2019-10-19 05:00:00;1;3;9;0;0;6;0;0;0;0;0;0
2019-10-19 05:15:00;7;18;25;1;0;17;0;0;0;0;0;0
2019-10-19 05:30:00;6;10;13;1;0;7;0;0;0;0;0;0
2019-10-19 05:45:00;6;6;12;0;0;8;0;0;0;0;0;0
2019-10-19 06:00:00;9;4;8;0;1;8;0;0;0;0;0;0
2019-10-19 06:15:00;10;9;20;1;3;16;0;0;0;0;0;0
2019-10-19 06:30:00;15;14;18;0;1;11;0;0;0;0;0;0
2019-10-19 06:45:00;14;15;15;0;3;10;0;0;0;0;0;0
2019-10-19 07:00:00;11;20;30;6;3;11;0;0;0;0;0;0
2019-10-19 07:15:00;12;19;24;12;4;12;0;0;0;0;0;0
2019-10-19 07:30:00;25;44;38;31;5;17;0;0;1;0;0;0
2019-10-19 07:45:00;22;42;54;29;4;30;0;0;0;0;0;0
2019-10-19 08:00:00;20;19;32;11;4;18;0;0;0;0;0;0
2019-10-19 08:15:00;34;26;40;11;4;32;0;0;0;0;0;0
2019-10-19 08:30:00;47;42;55;21;5;30;0;0;0;0;0;0
2019-10-19 08:45:00;41;42;59;13;6;34;0;0;0;0;0;0
2019-10-19 09:00:00;31;25;54;8;6;36;0;0;0;0;0;0
2019-10-19 09:15:00;43;33;62;11;3;44;0;0;5;0;0;0
2019-10-19 09:30:00;46;58;74;24;6;55;0;0;1;0;0;0
2019-10-19 09:45:00;51;61;82;24;4;57;0;0;0;0;0;0
2019-10-19 10:00:00;53;43;83;21;6;59;0;0;0;0;0;0
2019-10-19 10:15:00;50;53;79;26;6;57;0;0;13;0;0;0
2019-10-19 10:30:00;58;47;91;18;5;61;0;1;0;0;0;0
2019-10-19 10:45:00;52;52;98;31;4;60;0;0;0;0;0;0
2019-10-19 11:00:00;45;42;82;14;6;68;0;0;0;0;0;0
2019-10-19 11:15:00;61;52;96;37;4;82;0;0;42;0;0;0
2019-10-19 11:30:00;52;53;78;36;6;53;0;0;0;0;0;0
2019-10-19 11:45:00;56;55;94;40;3;69;1;0;4;0;0;0
2019-10-19 12:00:00;36;42;85;42;7;63;0;0;1;0;0;0
2019-10-19 12:15:00;45;49;111;30;5;77;2;1;0;0;0;0
2019-10-19 12:30:00;37;49;101;24;7;61;0;1;13;2;0;0
2019-10-19 12:45:00;43;33;94;29;5;76;0;0;1;0;0;0
2019-10-19 13:00:00;33;55;99;26;6;81;0;0;0;0;0;0
2019-10-19 13:15:00;43;33;86;28;6;67;0;0;2;0;0;0
2019-10-19 13:30:00;47;50;76;17;6;50;0;0;1;0;0;0
2019-10-19 13:45:00;38;54;88;22;5;63;1;0;1;0;0;0
