DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(DRES1);12(DRES2);13(DRES3);14(DRES4);15(TARDB);16(TAFGA);17(TAFBA);18(TAFBB);19(TAFBD)
2020-02-17 00:00:00;4;6;4;0;7;8;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 00:15:00;2;3;4;0;13;15;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 00:30:00;9;11;6;2;4;3;4;7;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 00:45:00;6;8;3;1;4;4;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 01:00:00;2;6;2;0;4;8;2;5;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 01:15:00;4;5;5;2;7;10;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 01:30:00;2;2;3;0;6;8;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 01:45:00;6;5;3;0;13;18;3;6;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 02:00:00;2;5;4;0;7;9;3;3;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 02:15:00;5;7;10;0;6;13;3;9;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 02:30:00;3;6;5;0;1;2;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 02:45:00;3;6;3;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 03:00:00;2;3;2;0;3;4;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 03:15:00;5;6;3;1;3;3;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 03:30:00;3;2;2;1;6;6;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 03:45:00;3;3;1;1;10;7;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 04:00:00;9;10;6;0;6;8;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 04:15:00;12;7;5;0;13;16;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 04:30:00;15;17;6;0;6;7;3;6;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 04:45:00;33;38;18;1;14;19;6;12;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 05:00:00;49;61;29;5;26;27;10;26;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 05:15:00;83;111;51;8;54;45;17;51;0;0;0;0;0;0;0;0;0;0;0
