DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2019-08-15 00:00:00;6;1;1;6;1;0;0;0;0;0
2019-08-15 00:15:00;11;8;4;6;2;0;0;0;0;0
2019-08-15 00:30:00;13;7;0;12;2;0;0;0;0;0
2019-08-15 00:45:00;7;5;2;16;5;0;0;0;0;0
2019-08-15 01:00:00;9;6;1;5;2;0;0;0;0;0
2019-08-15 01:15:00;10;5;1;12;1;0;0;0;0;0
2019-08-15 01:30:00;4;5;2;7;3;0;0;0;0;0
2019-08-15 01:45:00;6;5;1;9;4;0;0;0;0;0
2019-08-15 02:00:00;14;6;1;12;8;0;0;0;0;0
2019-08-15 02:15:00;8;2;1;6;4;0;0;0;0;0
2019-08-15 02:30:00;4;4;0;11;7;0;0;0;0;0
2019-08-15 02:45:00;4;4;0;6;3;0;0;0;0;0
2019-08-15 03:00:00;5;1;0;7;4;0;0;0;0;0
2019-08-15 03:15:00;2;1;0;3;5;0;0;0;0;0
2019-08-15 03:30:00;0;0;2;8;3;0;0;0;0;0
2019-08-15 03:45:00;8;5;1;2;1;1;0;0;0;0
2019-08-15 04:00:00;3;1;1;6;3;0;0;0;0;0
2019-08-15 04:15:00;6;0;1;1;2;1;0;0;0;0
2019-08-15 04:30:00;7;3;2;3;3;0;0;0;0;0
2019-08-15 04:45:00;8;5;1;6;4;0;1;0;0;0
2019-08-15 05:00:00;3;0;0;5;4;0;0;0;0;0
2019-08-15 05:15:00;6;3;0;6;2;0;0;0;0;0
2019-08-15 05:30:00;8;5;0;5;4;0;0;0;0;0
2019-08-15 05:45:00;6;4;1;5;6;0;0;0;0;0
2019-08-15 06:00:00;13;3;3;16;8;0;0;0;0;0
2019-08-15 06:15:00;7;2;0;12;7;0;0;0;0;0
2019-08-15 06:30:00;5;2;0;7;0;0;0;0;0;0
2019-08-15 06:45:00;10;5;0;7;2;0;0;0;0;0
2019-08-15 07:00:00;3;3;1;7;3;0;0;0;0;0
2019-08-15 07:15:00;12;6;0;11;2;0;0;0;0;0
2019-08-15 07:30:00;10;6;1;13;5;0;0;0;0;0
2019-08-15 07:45:00;6;6;0;10;10;0;0;0;0;0
2019-08-15 08:00:00;10;5;0;12;3;0;0;0;0;0
2019-08-15 08:15:00;17;13;4;18;5;0;0;0;0;0
2019-08-15 08:30:00;18;7;0;22;7;1;0;0;0;0
2019-08-15 08:45:00;21;15;2;18;2;0;0;0;0;0
2019-08-15 09:00:00;14;9;0;21;7;0;0;0;0;0
2019-08-15 09:15:00;16;6;0;18;7;0;0;0;0;0
