DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2020-07-16 00:00:00;0;1;3;4;1;2;0;0;0;0
2020-07-16 00:15:00;5;5;1;5;0;1;0;0;0;0
2020-07-16 00:30:00;1;2;1;1;1;2;0;0;0;0
2020-07-16 00:45:00;0;1;0;2;0;1;0;0;0;0
2020-07-16 01:00:00;2;1;3;3;1;1;0;0;0;0
2020-07-16 01:15:00;2;1;2;1;2;2;0;0;0;0
2020-07-16 01:30:00;1;0;0;4;1;1;0;0;0;0
2020-07-16 01:45:00;2;1;0;0;0;0;0;0;0;0
2020-07-16 02:00:00;2;2;0;0;0;0;0;0;0;0
2020-07-16 02:15:00;1;0;0;1;0;0;0;0;0;0
2020-07-16 02:30:00;0;0;1;1;1;0;0;0;0;0
2020-07-16 02:45:00;0;0;0;2;0;0;0;0;0;0
2020-07-16 03:00:00;1;1;0;0;0;1;0;0;0;0
2020-07-16 03:15:00;0;1;1;0;0;1;0;0;0;0
2020-07-16 03:30:00;1;3;0;1;1;1;0;0;0;0
2020-07-16 03:45:00;0;1;0;0;2;0;0;0;0;0
2020-07-16 04:00:00;1;1;0;1;3;1;0;0;0;0
2020-07-16 04:15:00;1;2;0;0;0;3;0;0;0;0
2020-07-16 04:30:00;0;1;0;0;1;0;0;0;0;0
2020-07-16 04:45:00;1;1;0;2;2;4;0;0;0;0
2020-07-16 05:00:00;1;1;1;1;1;3;0;0;0;0
2020-07-16 05:15:00;1;4;2;3;1;2;0;0;0;0
2020-07-16 05:30:00;6;8;3;11;8;15;0;0;0;0
2020-07-16 05:45:00;8;12;8;11;14;22;0;0;0;0
2020-07-16 06:00:00;14;16;12;9;10;21;0;0;0;0
2020-07-16 06:15:00;9;31;20;13;18;33;0;0;0;0
2020-07-16 06:30:00;15;22;30;19;26;27;0;0;0;0
2020-07-16 06:45:00;11;23;22;13;48;57;0;0;0;0
2020-07-16 07:00:00;15;22;43;25;27;47;0;0;0;0
2020-07-16 07:15:00;15;51;82;20;54;113;0;0;0;0
2020-07-16 07:30:00;42;59;81;31;38;80;0;0;0;0
2020-07-16 07:45:00;33;61;68;34;65;90;0;0;0;0
2020-07-16 08:00:00;23;31;41;31;41;49;0;0;0;0
2020-07-16 08:15:00;29;41;42;38;43;82;0;0;0;0
2020-07-16 08:30:00;38;34;45;41;52;53;0;0;0;0
2020-07-16 08:45:00;32;38;60;40;36;59;0;0;0;0
2020-07-16 09:00:00;28;23;36;32;34;42;0;0;0;0
2020-07-16 09:15:00;23;35;48;42;28;47;0;0;0;0
2020-07-16 09:30:00;37;40;42;42;38;34;0;0;0;0
2020-07-16 09:45:00;33;40;47;41;30;61;0;0;0;0
2020-07-16 10:00:00;42;46;46;60;39;32;0;0;0;0
2020-07-16 10:15:00;28;40;51;50;39;50;0;0;0;0
2020-07-16 10:30:00;34;39;38;46;33;38;0;0;0;0
2020-07-16 10:45:00;36;44;52;65;37;37;0;0;0;0
2020-07-16 11:00:00;37;44;47;51;32;26;0;0;0;0
2020-07-16 11:15:00;45;36;40;30;34;41;0;0;0;0
2020-07-16 11:30:00;59;55;47;63;22;46;0;0;0;0
2020-07-16 11:45:00;45;43;44;61;29;26;0;0;0;0
2020-07-16 12:00:00;37;37;49;55;28;36;0;0;0;0
2020-07-16 12:15:00;44;70;42;63;24;39;0;0;0;0
2020-07-16 12:30:00;50;51;42;58;32;55;0;0;0;0
2020-07-16 12:45:00;39;45;46;50;28;43;0;0;0;0
2020-07-16 13:00:00;108;80;65;73;29;40;0;0;0;0
2020-07-16 13:15:00;49;47;34;39;12;33;0;0;0;0
2020-07-16 13:30:00;39;47;37;49;32;58;0;0;0;0
2020-07-16 13:45:00;40;41;43;61;36;47;0;0;0;0
2020-07-16 14:00:00;51;52;33;43;29;34;0;0;0;0
2020-07-16 14:15:00;34;52;32;50;20;44;0;0;0;0
2020-07-16 14:30:00;51;78;49;60;30;40;0;0;0;0
2020-07-16 14:45:00;67;73;46;62;27;35;0;0;0;0
2020-07-16 15:00:00;77;90;60;64;19;40;0;0;0;0
2020-07-16 15:15:00;64;74;58;60;21;34;0;0;0;0
2020-07-16 15:30:00;64;76;48;55;22;44;0;0;0;0
2020-07-16 15:45:00;57;84;38;63;34;34;0;0;0;0
2020-07-16 16:00:00;67;77;45;68;31;34;0;0;0;0
2020-07-16 16:15:00;67;97;57;86;30;39;0;0;0;0
2020-07-16 16:30:00;75;87;62;64;24;49;0;0;0;0
2020-07-16 16:45:00;56;81;68;43;30;38;0;0;0;0
2020-07-16 17:00:00;67;95;55;75;27;34;0;0;0;0
2020-07-16 17:15:00;75;93;69;70;26;48;0;0;0;0
2020-07-16 17:30:00;73;71;51;61;21;45;0;0;0;0
2020-07-16 17:45:00;63;91;58;71;18;72;0;0;0;0
2020-07-16 18:00:00;52;54;50;64;22;60;0;0;0;0
2020-07-16 18:15:00;44;53;44;55;23;52;0;0;0;0
2020-07-16 18:30:00;31;43;48;54;16;33;0;0;0;0
2020-07-16 18:45:00;46;50;47;60;21;52;0;0;0;0
2020-07-16 19:00:00;47;34;26;64;14;39;0;0;0;0
