DATUM;1(DA1);2(DA2);3(DC2);4(DC1);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC);13(MP12D01);14(MP12D02);15(MP12D03);16(MP12D04);17(MP12D05);18(MP12D06);19(MP12D07);20(MP12D08)
2020-09-15 00:00:00;8;5;6;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-15 00:15:00;17;8;9;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-15 00:30:00;8;5;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-15 00:45:00;5;4;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-15 01:00:00;10;6;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-15 01:15:00;4;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-15 01:30:00;8;3;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-15 01:45:00;8;1;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-15 02:00:00;3;1;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-15 02:15:00;6;0;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-15 02:30:00;4;4;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-15 02:45:00;5;0;8;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-15 03:00:00;11;3;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-15 03:15:00;4;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-15 03:30:00;9;1;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-15 03:45:00;5;4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
