DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-03-09 00:00:00;3;0;0;0;0;0;0;0;0
2020-03-09 00:15:00;0;0;0;0;0;0;0;0;0
2020-03-09 00:30:00;3;0;0;0;0;0;0;0;0
2020-03-09 00:45:00;1;0;0;0;0;0;0;0;0
2020-03-09 01:00:00;1;0;1;0;0;0;0;0;0
2020-03-09 01:15:00;0;0;0;0;0;0;0;0;0
2020-03-09 01:30:00;0;0;0;0;0;0;0;0;0
2020-03-09 01:45:00;1;0;0;0;0;0;0;0;0
2020-03-09 02:00:00;0;0;2;0;0;0;0;0;0
2020-03-09 02:15:00;0;0;0;0;0;0;0;0;0
2020-03-09 02:30:00;0;0;0;0;0;0;0;0;0
2020-03-09 02:45:00;1;0;1;0;0;0;0;0;0
2020-03-09 03:00:00;1;0;0;0;0;0;0;0;0
2020-03-09 03:15:00;0;0;0;0;0;0;0;0;0
2020-03-09 03:30:00;0;0;1;0;0;0;0;0;0
2020-03-09 03:45:00;0;0;0;0;0;0;0;0;0
2020-03-09 04:00:00;0;0;0;0;0;0;0;0;0
2020-03-09 04:15:00;0;0;0;0;0;0;0;0;0
2020-03-09 04:30:00;1;1;1;0;0;0;0;0;0
2020-03-09 04:45:00;1;0;1;0;0;0;0;0;0
2020-03-09 05:00:00;0;1;5;0;0;0;0;0;0
2020-03-09 05:15:00;2;0;2;0;0;0;0;0;0
2020-03-09 05:30:00;1;1;4;0;0;0;1;0;0
2020-03-09 05:45:00;5;0;3;0;0;0;1;0;0
2020-03-09 06:00:00;2;3;1;0;0;1;0;0;0
2020-03-09 06:15:00;4;1;3;1;0;0;0;0;0
2020-03-09 06:30:00;3;3;6;2;0;0;0;0;0
2020-03-09 06:45:00;8;5;8;1;1;0;0;0;0
2020-03-09 07:00:00;3;1;3;4;1;0;0;13;5
2020-03-09 07:15:00;20;5;4;3;0;0;1;0;6
2020-03-09 07:30:00;21;4;12;4;0;0;0;0;0
2020-03-09 07:45:00;16;5;4;3;4;1;2;2;0
2020-03-09 08:00:00;19;3;7;7;2;0;0;2;0
2020-03-09 08:15:00;29;6;8;6;2;2;2;1;0
2020-03-09 08:30:00;30;27;11;6;5;4;1;4;0
