DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2019-09-25 00:00:00;10;0;3;6;3;8;5;1;1
2019-09-25 00:15:00;13;5;2;4;0;9;5;2;1
2019-09-25 00:30:00;10;5;2;9;3;4;2;2;2
2019-09-25 00:45:00;13;2;0;3;0;4;3;1;1
2019-09-25 01:00:00;5;2;1;7;0;5;1;0;0
2019-09-25 01:15:00;6;6;1;5;0;3;4;4;4
2019-09-25 01:30:00;5;3;1;2;0;7;4;2;2
2019-09-25 01:45:00;5;5;3;5;1;9;2;3;3
2019-09-25 02:00:00;4;3;2;2;1;1;3;3;3
2019-09-25 02:15:00;2;2;1;5;2;1;1;0;0
2019-09-25 02:30:00;4;2;1;2;1;3;2;5;5
2019-09-25 02:45:00;6;1;1;3;3;1;1;3;3
2019-09-25 03:00:00;1;0;1;0;0;2;2;2;2
2019-09-25 03:15:00;1;1;0;3;1;1;1;2;2
2019-09-25 03:30:00;5;1;0;5;1;2;1;4;4
2019-09-25 03:45:00;5;0;0;2;0;1;2;3;3
2019-09-25 04:00:00;4;5;3;5;4;5;4;0;0
2019-09-25 04:15:00;5;1;1;10;2;5;2;1;1
2019-09-25 04:30:00;9;6;4;14;9;7;8;6;6
2019-09-25 05:00:00;34;16;5;19;10;21;17;7;7
2019-09-25 05:15:00;43;23;5;18;10;25;29;7;7
2019-09-25 05:30:00;69;39;4;30;24;36;48;4;4
2019-09-25 05:45:00;60;39;6;55;48;61;60;14;14
2019-09-25 06:00:00;61;42;7;61;59;43;65;13;13
2019-09-25 06:15:00;63;26;14;53;46;63;82;13;13
2019-09-25 06:30:00;83;39;8;43;40;132;146;22;22
2019-09-25 06:45:00;95;57;12;37;39;162;166;20;20
2019-09-25 07:00:00;83;47;12;34;37;177;173;22;22
2019-09-25 07:15:00;88;42;19;31;30;204;134;21;22
2019-09-25 07:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2019-09-25 07:45:00;102;85;31;33;35;162;119;19;19
2019-09-25 08:00:00;86;47;22;37;32;129;102;14;14
2019-09-25 08:15:00;96;59;24;35;27;117;118;30;30
2019-09-25 08:30:00;81;45;19;40;28;96;121;13;13
2019-09-25 08:45:00;93;57;21;35;33;91;106;20;20
2019-09-25 09:00:00;73;51;17;37;37;73;65;17;17
2019-09-25 09:15:00;83;38;18;37;37;69;87;11;11
2019-09-25 09:30:00;77;47;16;36;27;55;78;19;19
2019-09-25 09:45:00;100;72;19;49;51;81;92;26;26
2019-09-25 10:00:00;102;46;18;44;50;57;61;23;23
2019-09-25 10:15:00;79;41;22;36;37;53;59;30;32
2019-09-25 10:30:00;89;56;14;52;34;61;72;27;26
2019-09-25 10:45:00;87;49;15;46;39;73;81;22;22
2019-09-25 11:00:00;95;52;18;44;45;54;70;19;19
2019-09-25 11:15:00;77;51;26;41;39;39;46;20;20
2019-09-25 11:30:00;99;72;28;52;42;67;64;12;12
2019-09-25 11:45:00;94;51;23;39;44;52;64;27;27
2019-09-25 12:00:00;99;60;15;50;58;63;73;21;21
2019-09-25 12:15:00;96;60;17;54;47;51;60;15;15
2019-09-25 12:30:00;124;71;18;43;49;58;72;18;18
2019-09-25 12:45:00;113;72;13;52;35;62;69;24;24
2019-09-25 13:00:00;111;74;23;52;54;49;62;20;21
2019-09-25 13:15:00;161;111;37;56;66;79;92;42;41
2019-09-25 13:30:00;115;85;27;61;78;71;78;22;22
2019-09-25 13:45:00;141;91;15;59;64;70;79;21;21
2019-09-25 14:00:00;128;79;17;71;73;71;75;16;16
2019-09-25 14:15:00;102;82;24;68;83;61;61;18;17
2019-09-25 14:30:00;116;101;21;82;81;86;89;20;20
2019-09-25 14:45:00;129;94;29;108;89;88;89;17;17
2019-09-25 15:00:00;146;112;24;87;96;60;77;18;18
2019-09-25 15:15:00;138;120;14;92;87;86;92;25;26
2019-09-25 15:30:00;153;121;28;99;82;75;93;15;14
2019-09-25 15:45:00;165;118;19;95;93;80;72;20;20
2019-09-25 16:00:00;161;141;26;92;86;102;87;17;17
2019-09-25 16:15:00;186;165;23;89;101;97;81;21;22
2019-09-25 16:30:00;168;123;22;90;89;106;96;24;24
2019-09-25 16:45:00;175;154;29;83;90;101;90;27;26
2019-09-25 17:00:00;187;144;29;87;75;86;96;31;31
2019-09-25 17:15:00;178;165;20;89;91;108;105;20;20
2019-09-25 17:30:00;155;129;22;79;72;113;93;23;23
2019-09-25 17:45:00;147;110;31;76;64;99;84;13;13
2019-09-25 18:00:00;151;98;22;85;82;97;91;16;16
2019-09-25 18:15:00;125;96;19;69;61;104;95;13;13
2019-09-25 18:30:00;144;77;22;49;45;75;78;16;16
2019-09-25 18:45:00;99;55;16;52;50;81;64;12;13
2019-09-25 19:00:00;86;51;13;58;42;83;85;11;10
2019-09-25 19:15:00;108;60;20;52;44;63;58;7;7
2019-09-25 19:30:00;79;38;20;46;29;53;52;8;8
2019-09-25 19:45:00;65;36;11;33;27;51;53;13;13
2019-09-25 20:00:00;66;30;11;28;20;49;52;7;7
