DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-08-15 00:00:00;24;4;3;3;9;25;24;0;0;0;0;0;0;0
2020-08-15 00:15:00;24;4;1;1;12;34;25;0;0;0;0;0;0;0
2020-08-15 00:30:00;19;5;2;2;17;28;30;0;0;0;0;0;0;0
2020-08-15 00:45:00;16;2;2;3;9;22;27;0;0;0;0;0;0;0
2020-08-15 01:00:00;7;2;1;5;6;24;17;0;0;0;0;0;0;0
2020-08-15 01:15:00;11;0;3;1;9;25;14;0;0;0;0;0;0;0
2020-08-15 01:30:00;19;1;1;2;8;12;15;0;0;0;0;0;0;0
2020-08-15 01:45:00;12;2;3;2;8;14;19;0;0;0;0;0;0;0
2020-08-15 02:00:00;7;1;0;2;8;9;14;0;0;0;0;0;0;0
2020-08-15 02:15:00;5;1;1;0;5;13;5;0;0;0;0;0;0;0
2020-08-15 02:30:00;3;0;1;0;7;16;12;0;0;0;0;0;0;0
2020-08-15 02:45:00;7;1;1;3;3;10;12;0;0;0;0;0;0;0
2020-08-15 03:00:00;4;1;2;2;5;12;7;0;0;0;0;0;0;0
2020-08-15 03:15:00;4;0;1;1;5;8;5;0;0;0;0;0;0;0
2020-08-15 03:30:00;4;1;1;1;4;10;4;0;0;0;0;0;0;0
2020-08-15 03:45:00;4;0;1;1;2;6;8;0;0;0;0;0;0;0
2020-08-15 04:00:00;5;2;1;3;4;5;8;0;0;0;0;0;0;0
2020-08-15 04:15:00;1;1;2;2;5;8;4;0;0;0;0;0;0;0
2020-08-15 04:30:00;3;0;0;0;2;10;7;0;0;0;0;0;0;0
2020-08-15 04:45:00;2;0;1;1;3;11;5;0;0;0;0;0;0;0
2020-08-15 05:00:00;4;0;1;0;4;18;3;0;0;0;0;0;0;0
2020-08-15 05:15:00;5;1;1;1;2;8;8;0;0;0;0;0;0;0
2020-08-15 05:30:00;10;0;1;1;6;12;20;0;0;0;0;0;0;0
2020-08-15 05:45:00;14;1;3;2;7;20;15;0;0;0;0;0;0;0
2020-08-15 06:00:00;5;1;3;1;7;21;17;0;0;0;0;0;0;0
2020-08-15 06:15:00;9;3;1;1;6;14;13;0;0;0;0;0;0;0
2020-08-15 06:30:00;14;4;7;4;11;15;14;0;0;0;0;0;0;0
2020-08-15 06:45:00;13;5;8;5;9;17;14;0;0;0;0;0;0;0
2020-08-15 07:00:00;4;4;3;5;10;13;9;0;0;0;0;0;0;0
2020-08-15 07:15:00;13;5;2;6;8;16;19;0;0;0;0;0;0;0
2020-08-15 07:30:00;16;8;8;6;11;20;19;0;0;0;0;0;0;0
2020-08-15 07:45:00;15;11;6;4;6;19;18;0;0;0;0;0;0;0
2020-08-15 08:00:00;17;11;8;6;15;32;23;0;0;0;0;0;0;0
2020-08-15 08:15:00;19;4;7;8;13;32;28;0;0;0;0;0;0;0
2020-08-15 08:30:00;26;5;16;12;14;36;40;0;0;0;0;0;0;0
2020-08-15 08:45:00;44;11;9;11;28;50;56;0;0;0;0;0;0;0
2020-08-15 09:00:00;29;17;19;15;25;41;40;0;0;0;0;0;0;0
2020-08-15 09:15:00;28;18;14;11;26;60;38;5;0;2;0;0;0;0
2020-08-15 09:30:00;34;28;14;18;28;70;63;0;0;7;0;0;0;0
2020-08-15 09:45:00;39;19;24;19;32;62;72;2;0;0;0;0;0;0
2020-08-15 10:00:00;37;20;19;16;33;55;66;13;0;1;0;0;0;0
2020-08-15 10:15:00;42;19;22;18;37;69;68;0;0;0;0;0;0;0
