DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(DRES1);12(DRES2);13(DRES3);14(DRES4);15(TARDB);16(TAFGA);17(TAFBA);18(TAFBB);19(TAFBD)
2019-10-31 00:00:00;13;17;11;0;14;18;5;9;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 00:15:00;9;11;9;0;21;23;2;8;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 00:30:00;13;14;4;0;15;16;2;3;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 00:45:00;8;10;5;0;10;9;2;3;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 01:00:00;7;10;7;0;8;8;2;5;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 01:15:00;6;6;4;1;10;9;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 01:30:00;2;7;5;0;5;8;3;6;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 01:45:00;4;5;3;0;10;12;2;3;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 02:00:00;7;8;3;0;4;5;3;3;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 02:15:00;1;3;2;1;9;13;0;4;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 02:30:00;6;8;4;0;6;6;2;3;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 02:45:00;4;8;9;1;9;11;3;7;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 03:00:00;3;6;1;1;5;5;2;2;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 03:15:00;5;6;3;0;6;5;3;4;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 03:30:00;7;6;2;0;4;3;1;1;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 03:45:00;6;5;1;0;9;8;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 04:00:00;6;5;4;0;7;9;3;4;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 04:15:00;8;11;8;1;12;14;2;7;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 04:30:00;16;20;7;0;15;12;3;4;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 04:45:00;31;30;15;4;16;17;2;10;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 05:00:00;48;60;20;3;42;36;11;16;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 05:15:00;75;84;48;8;43;41;29;48;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 05:30:00;52;74;37;8;37;35;21;40;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 05:45:00;65;76;38;7;72;55;32;54;0;0;0;0;0;0;0;0;0;0;0
2019-10-31 06:00:00;75;78;57;13;68;69;28;57;1;1;0;0;0;0;0;1;0;0;0
2019-10-31 06:15:00;79;80;60;11;70;66;30;57;5;3;0;0;0;0;0;4;0;0;0
2019-10-31 06:30:00;84;115;74;21;67;56;42;81;8;6;0;0;0;0;1;7;0;0;0
2019-10-31 06:45:00;81;96;72;15;71;73;39;75;11;9;0;0;0;0;0;6;0;0;9
2019-10-31 07:00:00;79;107;71;21;74;62;42;74;6;5;0;0;0;0;0;16;0;0;0
2019-10-31 07:15:00;77;102;77;18;72;83;37;84;6;4;0;0;0;0;0;8;0;0;0
