DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2019-12-23 00:00:00;12;11;8;3;0;6;12;1;2
2019-12-23 00:15:00;13;10;5;2;0;11;9;1;2
2019-12-23 00:30:00;11;10;7;2;1;14;8;0;0
2019-12-23 00:45:00;12;7;12;3;2;9;14;0;0
2019-12-23 01:00:00;10;8;2;0;0;8;3;0;1
2019-12-23 01:15:00;4;6;7;4;2;11;10;1;1
2019-12-23 01:30:00;10;4;2;0;0;4;6;0;0
2019-12-23 01:45:00;4;8;7;5;2;5;6;0;0
2019-12-23 02:00:00;5;3;7;1;0;10;4;0;0
2019-12-23 02:15:00;5;6;6;3;0;4;3;0;0
2019-12-23 02:30:00;5;3;4;3;2;3;6;0;1
2019-12-23 02:45:00;8;8;10;5;3;6;5;2;4
2019-12-23 03:00:00;9;13;8;3;3;6;1;0;0
2019-12-23 03:15:00;8;2;2;0;0;7;5;0;0
2019-12-23 03:30:00;5;6;6;3;0;10;5;1;1
2019-12-23 03:45:00;3;4;7;4;4;7;2;0;0
2019-12-23 04:00:00;8;5;7;6;1;7;6;4;4
2019-12-23 04:15:00;8;7;7;4;0;11;7;3;3
2019-12-23 04:30:00;2;5;8;3;2;14;7;1;0
2019-12-23 04:45:00;6;3;6;4;0;18;9;2;2
2019-12-23 05:00:00;10;6;4;1;1;32;12;0;0
2019-12-23 05:15:00;21;15;15;3;1;21;13;0;1
2019-12-23 05:30:00;21;20;22;9;3;31;22;2;4
2019-12-23 05:45:00;26;12;13;5;4;18;7;4;3
2019-12-23 06:00:00;26;17;21;9;2;39;24;0;1
2019-12-23 06:15:00;21;12;7;5;3;27;8;2;4
2019-12-23 06:30:00;32;34;17;4;6;35;23;4;7
2019-12-23 06:45:00;39;47;28;7;9;32;26;1;2
2019-12-23 07:00:00;32;47;24;5;6;38;33;2;7
2019-12-23 07:15:00;53;60;40;15;10;37;33;2;5
2019-12-23 07:30:00;39;55;58;10;9;51;40;1;5
2019-12-23 07:45:00;48;37;48;7;8;58;47;7;13
2019-12-23 08:00:00;38;38;38;11;9;54;42;5;16
2019-12-23 08:15:00;57;54;52;15;11;55;38;9;10
2019-12-23 08:30:00;54;51;43;11;12;71;54;10;14
2019-12-23 08:45:00;70;62;63;17;11;77;53;8;98
2019-12-23 09:00:00;84;75;54;18;10;71;59;5;13
2019-12-23 09:15:00;86;98;91;16;10;86;87;10;18
2019-12-23 09:30:00;102;93;65;23;12;93;72;19;25
2019-12-23 09:45:00;91;82;99;22;14;82;92;16;25
2019-12-23 10:00:00;97;96;97;28;10;98;108;16;21
2019-12-23 10:15:00;101;102;102;25;16;103;103;15;21
2019-12-23 10:30:00;108;114;104;22;12;117;97;12;21
2019-12-23 10:45:00;93;95;94;37;11;122;115;12;15
